-74.73,45.03,241,Cornwall,ON,SE Canada
-74.63,45.32,203,Alexandria,ON,SE Canada
-74.62,45.6,283,Hawkesbury,ON,SE Canada
-74.6,46.12,525,St-Jovite,QC,SE Canada
-74.33,45.65,465,Lachute,QC,SE Canada
-74.28,46.05,527,Ste-Agathe-des-Monts,QC,SE Canada
-74.14,45.4,655,St-Lazare-Hudson,QC,SE Canada
-74.13,45.25,510,Salaberry-de-Valleyfield,QC,SE Canada
-74,45.78,524,St-J?r?me,QC,SE Canada
-73.98,45.38,494,Pincourt,QC,SE Canada
-73.93,45.42,488,Ste-Anne-de-Bellevue,QC,SE Canada
-73.9,45.56,653,Saint-Eustache,QC,SE Canada
-73.88,45.53,442,Deux-Montagnes,QC,SE Canada
-73.87,45.43,478,Beaconsfield,QC,SE Canada
-73.87,45.48,485,Pierrefonds,QC,SE Canada
-73.8,45.35,467,L?ry,QC,SE Canada
-73.8,45.63,508,Rosem?re,QC,SE Canada
-73.75,45.45,479,Dorval,QC,SE Canada
-73.75,45.58,480,Laval,QC,SE Canada
-73.67,45.5,487,St-Laurent,QC,SE Canada
-73.63,45.6,483,Montr?al-Nord,QC,SE Canada
-73.63,45.69,652,Terrebonne,QC,SE Canada
-73.62,45.52,484,Outremont,QC,SE Canada
-73.58,45.05,454,Hemmingford,QC,SE Canada
-73.57,45.45,489,Verdun,QC,SE Canada
-73.5536,45.5089,683,Montr?al (city hall),QC,SE Canada
-73.52,45.63,482,Montr?al-Est,QC,SE Canada
-73.5,45.5,486,St-Lambert,QC,SE Canada
-73.47,45.45,432,Brossard,QC,SE Canada
-73.45,46.02,458,Joliette,QC,SE Canada
-73.43,45.68,535,Varennes,QC,SE Canada
-73.42,45.5,520,St-Hubert,QC,SE Canada
-73.35,45.78,536,Verch?res,QC,SE Canada
-73.28,45.45,435,Chambly,QC,SE Canada
-73.26,45.31,523,Saint-Jean-sur-Richelieu,QC,SE Canada
-73.23,45.35,456,Iberville,QC,SE Canada
-73.23,45.85,440,Contrecoeur,QC,SE Canada
-73.2,45.57,430,Beloeil,QC,SE Canada
-73.12,46.03,517,Sorel,QC,SE Canada
-72.98,45.12,429,Bedford,QC,SE Canada
-72.98,45.28,445,Farnham,QC,SE Canada
-72.95,45.62,522,St-Hyacinthe,QC,SE Canada
-72.95,46.25,469,Louiseville,QC,SE Canada
-72.78,47.43,463,La-Tuque,QC,SE Canada
-72.75,45.2,441,Cowansville,QC,SE Canada
-72.75,46.55,514,Shawinigan,QC,SE Canada
-72.73,45.4,451,Granby,QC,SE Canada
-72.62,45.1,528,Sutton,QC,SE Canada
-72.57,45.2,431,Brome,QC,SE Canada
-72.57,45.65,422,Acton-Vale,QC,SE Canada
-72.55,46.35,533,Trois-Rivi?res,QC,SE Canada
-72.52,45.35,539,Waterloo,QC,SE Canada
-72.48,45.88,444,Drummondville,QC,SE Canada
-72.45,48.65,518,St-F?licien,QC,SE Canada
-72.28,46.4,490,Nicolet (Gentilly),QC,SE Canada
-72.23,48.52,506,Roberval,QC,SE Canada
-72.23,48.88,443,Dolbeau,QC,SE Canada
-72.15,45.67,503,Richmond,QC,SE Canada
-72.13,45.27,470,Magog,QC,SE Canada
-72.1,45.04,507,Rock-Island,QC,SE Canada
-72,45.57,540,Windsor,QC,SE Canada
-71.97,46.05,537,Victoriaville,QC,SE Canada
-71.93,45.77,425,Asbestos,QC,SE Canada
-71.9,45.42,516,Sherbrooke,QC,SE Canada
-71.85,45.37,466,Lennoxville,QC,SE Canada
-71.8,45.13,439,Coaticook,QC,SE Canada
-71.78,46.22,495,Plessisville,QC,SE Canada
-71.65,48.55,423,Alma,QC,SE Canada
-71.4,46.7,526,St-Nicolas,QC,SE Canada
-71.38,46.78,498,Ancienne-Lorette,QC,SE Canada
-71.35,46.85,468,Loretteville,QC,SE Canada
-71.3,46.08,531,Thetford Mines,QC,SE Canada
-71.28,46.78,502,Ste-Foy,QC,SE Canada
-71.25,46.77,501,Sillery,QC,SE Canada
-71.25,48.42,438,Saguenay (K?nogami),QC,SE Canada
-71.23,46.8,500,Qu?bec,QC,SE Canada
-71.22,48.42,459,Saguenay (Jonqui?re),QC,SE Canada
-71.18,46.8,499,L?vis,QC,SE Canada
-71.18,46.87,428,Beauport,QC,SE Canada
-71.07,48.43,436,Saguenay,QC,SE Canada
-70.91,53.21,491,Nitchequon,QC,SE Canada
-70.88,45.58,464,Lac-M?gantic,QC,SE Canada
-70.88,48.35,437,Saguenay (Bagotville),QC,SE Canada
-70.55,46.98,477,Montmagny,QC,SE Canada
-70.51,47.44,656,Baie-Saint-Paul,QC,SE Canada
-70.15,47.65,462,La-Malbaie,QC,SE Canada
-70.04,47.37,657,La Pocati?re,QC,SE Canada
-69.72,48.15,529,Tadoussac,QC,SE Canada
-69.53,47.83,505,Rivi?re-du-Loup,QC,SE Canada
-69.5,47.92,519,St-Georges-de-Cacouna,QC,SE Canada
-69.15,47.8167,521,St-Hubert-de-Rivi?re-du-Loup,QC,SE Canada
-68.55,48.43,504,Rimouski,QC,SE Canada
-68.33,47.37,545,Edmundston,NB,SE Canada
-68.18,48.58,475,Mont-Joli,QC,SE Canada
-68.17,51.93,447,Gagnon,QC,Eoverlap
-68.15,49.22,427,Baie-Comeau,QC,SE Canada
