# mean, investigation_time=50.0
lon,lat,0.02~SA(2.0),0.02~SA(5.0),0.1~SA(2.0),0.1~SA(5.0)
-77.78000,48.10000,5.047999E-02,1.378306E-02,1.777916E-02,4.314098E-03
-77.73000,44.03000,5.040226E-02,1.312277E-02,1.676778E-02,3.889128E-03
-77.58000,44.10000,5.109979E-02,1.336396E-02,1.704208E-02,3.967977E-03
-77.57000,46.13000,7.936970E-02,2.057403E-02,2.467702E-02,5.793128E-03
-77.55000,44.30000,5.148430E-02,1.360561E-02,1.731997E-02,4.056903E-03
-77.50000,46.10000,7.956939E-02,2.064453E-02,2.481029E-02,5.833155E-03
-77.42000,45.55000,6.933453E-02,1.835132E-02,2.266160E-02,5.399092E-03
-77.38300,44.16700,5.229603E-02,1.373317E-02,1.747474E-02,4.081299E-03
-77.33000,45.90000,7.885397E-02,2.053274E-02,2.480364E-02,5.854569E-03
-77.23000,48.38000,4.855333E-02,1.338822E-02,1.743174E-02,4.261878E-03
-77.13000,44.00000,5.211943E-02,1.371460E-02,1.745222E-02,4.082030E-03
-77.12000,45.82000,7.972438E-02,2.078969E-02,2.521293E-02,5.967294E-03
-77.05000,44.20000,5.412148E-02,1.434493E-02,1.823154E-02,4.293655E-03
-76.95000,44.25000,5.504320E-02,1.466407E-02,1.867397E-02,4.420772E-03
-76.73000,45.85000,8.265605E-02,2.155932E-02,2.627451E-02,6.227522E-03
-76.68000,45.47000,7.842939E-02,2.059948E-02,2.534383E-02,6.035568E-03
-76.60000,45.73000,8.299934E-02,2.166301E-02,2.641093E-02,6.267339E-03
-76.48000,44.23000,5.826352E-02,1.565262E-02,2.009158E-02,4.817735E-03
-76.48000,45.60000,8.292226E-02,2.166366E-02,2.645797E-02,6.286156E-03
-76.47000,44.23000,5.834391E-02,1.567673E-02,2.012541E-02,4.827407E-03
-76.35000,45.43000,8.187275E-02,2.144472E-02,2.632948E-02,6.268076E-03
-76.25000,44.90000,6.987512E-02,1.874138E-02,2.394225E-02,5.775853E-03
-76.20000,45.23000,7.937775E-02,2.092678E-02,2.596378E-02,6.203785E-03
-76.17000,44.33000,6.219346E-02,1.674166E-02,2.163318E-02,5.229037E-03
-76.15000,45.13000,7.726574E-02,2.048559E-02,2.559110E-02,6.131826E-03
-76.05000,46.10000,8.530461E-02,2.210502E-02,2.833092E-02,6.656456E-03
-76.02000,44.90000,7.346682E-02,1.962143E-02,2.491088E-02,5.991926E-03
-75.97000,46.38000,8.388108E-02,2.167876E-02,2.829945E-02,6.638012E-03
-75.93000,45.64000,8.794763E-02,2.291036E-02,2.828951E-02,6.689545E-03
-75.91000,45.31000,8.641129E-02,2.252325E-02,2.768774E-02,6.565293E-03
-75.83000,45.40000,8.870782E-02,2.307329E-02,2.832227E-02,6.697698E-03
-75.76000,45.28000,8.914968E-02,2.313192E-02,2.841150E-02,6.712128E-03
-75.73000,45.43000,9.054031E-02,2.349999E-02,2.886976E-02,6.810690E-03
-75.69000,45.42000,9.131399E-02,2.366853E-02,2.907384E-02,6.851371E-03
-75.68000,44.59000,7.298509E-02,1.938673E-02,2.496481E-02,5.993914E-03
-75.67000,45.32000,9.170590E-02,2.370924E-02,2.907132E-02,6.845068E-03
-75.65000,45.50000,9.176600E-02,2.378632E-02,2.934016E-02,6.906939E-03
-75.64000,45.02000,8.732049E-02,2.262083E-02,2.806070E-02,6.636785E-03
-75.62000,44.63000,7.539651E-02,1.994256E-02,2.555611E-02,6.121896E-03
-75.52000,44.72000,8.153152E-02,2.122803E-02,2.695258E-02,6.405837E-03
-75.52000,45.48000,9.444282E-02,2.435375E-02,3.005914E-02,7.047140E-03
-75.50000,46.55000,8.283489E-02,2.150430E-02,2.837337E-02,6.691671E-03
-75.42000,45.58000,9.476652E-02,2.439942E-02,3.049688E-02,7.133513E-03
-75.41700,45.53300,9.571931E-02,2.460272E-02,3.058112E-02,7.150718E-03
-75.29000,45.55000,9.671296E-02,2.484699E-02,3.101133E-02,7.246555E-03
-75.25000,45.60000,9.559519E-02,2.463211E-02,3.096501E-02,7.243192E-03
-75.18000,44.90000,9.838921E-02,2.482539E-02,3.081010E-02,7.158268E-03
-74.73000,45.03000,1.058696E-01,2.665275E-02,3.293676E-02,7.648857E-03
-74.63000,45.32000,1.078438E-01,2.728022E-02,3.357826E-02,7.819577E-03
-74.62000,45.60000,9.961819E-02,2.568682E-02,3.245612E-02,7.617956E-03
-74.60000,46.12000,8.868506E-02,2.313606E-02,3.049748E-02,7.224217E-03
-74.33000,45.65000,1.011657E-01,2.607213E-02,3.291547E-02,7.745233E-03
-74.28000,46.05000,9.047971E-02,2.367608E-02,3.099630E-02,7.370209E-03
-74.14000,45.40000,1.099284E-01,2.786862E-02,3.431984E-02,8.018154E-03
-74.13000,45.25000,1.103400E-01,2.791310E-02,3.431269E-02,8.004587E-03
-74.00000,45.78000,1.023517E-01,2.631540E-02,3.311409E-02,7.820434E-03
-73.98000,45.38000,1.106365E-01,2.804342E-02,3.446230E-02,8.055951E-03
-73.93000,45.42000,1.105326E-01,2.803392E-02,3.446285E-02,8.063051E-03
-73.90000,45.56000,1.091209E-01,2.774443E-02,3.425365E-02,8.035823E-03
-73.88000,45.53000,1.096429E-01,2.785858E-02,3.433572E-02,8.050898E-03
-73.87000,45.43000,1.105450E-01,2.804641E-02,3.446638E-02,8.068947E-03
-73.87000,45.48000,1.102103E-01,2.797798E-02,3.442751E-02,8.064798E-03
-73.80000,45.35000,1.106611E-01,2.805887E-02,3.443860E-02,8.060853E-03
-73.80000,45.63000,1.084499E-01,2.760665E-02,3.412241E-02,8.022212E-03
-73.75000,45.45000,1.103800E-01,2.801856E-02,3.443110E-02,8.070533E-03
-73.75000,45.58000,1.092945E-01,2.779309E-02,3.426226E-02,8.048394E-03
-73.67000,45.50000,1.098408E-01,2.791156E-02,3.432479E-02,8.059450E-03
-73.63000,45.60000,1.087892E-01,2.769614E-02,3.413180E-02,8.033350E-03
-73.63000,45.69000,1.075202E-01,2.742430E-02,3.389850E-02,7.995240E-03
-73.62000,45.52000,1.094279E-01,2.782891E-02,3.423306E-02,8.047152E-03
-73.58000,45.05000,1.053650E-01,2.688659E-02,3.305331E-02,7.786080E-03
-73.57000,45.45000,1.093084E-01,2.779494E-02,3.416593E-02,8.032085E-03
-73.55400,45.50900,1.089912E-01,2.773397E-02,3.412363E-02,8.029488E-03
-73.52000,45.63000,1.077165E-01,2.747522E-02,3.389715E-02,7.997613E-03
-73.50000,45.50000,1.084049E-01,2.761023E-02,3.398592E-02,8.006662E-03
-73.47000,45.45000,1.081031E-01,2.753512E-02,3.389938E-02,7.987668E-03
-73.45000,46.02000,9.659245E-02,2.528006E-02,3.184122E-02,7.634968E-03
-73.43000,45.68000,1.059607E-01,2.713005E-02,3.354350E-02,7.941635E-03
-73.42000,45.50000,1.071997E-01,2.735549E-02,3.373254E-02,7.963666E-03
-73.35000,45.78000,1.027269E-01,2.651890E-02,3.293395E-02,7.838846E-03
-73.28000,45.45000,1.038321E-01,2.666671E-02,3.304175E-02,7.836427E-03
-73.26000,45.31000,1.024290E-01,2.635373E-02,3.267311E-02,7.755738E-03
-73.23000,45.35000,1.017565E-01,2.622729E-02,3.258058E-02,7.742813E-03
-73.23000,45.85000,9.855492E-02,2.576238E-02,3.215267E-02,7.707405E-03
-73.20000,45.57000,1.010569E-01,2.616032E-02,3.257086E-02,7.763269E-03
-73.12000,46.03000,9.408390E-02,2.490196E-02,3.133872E-02,7.568220E-03
-72.98000,45.12000,9.037533E-02,2.380461E-02,3.029964E-02,7.294028E-03
-72.98000,45.28000,9.128940E-02,2.409154E-02,3.061026E-02,7.375722E-03
-72.95000,45.62000,9.150769E-02,2.431750E-02,3.082329E-02,7.456516E-03
-72.95000,46.25000,9.124677E-02,2.432214E-02,3.088355E-02,7.498351E-03
-72.78000,47.43000,7.941167E-02,2.168911E-02,2.907722E-02,7.147385E-03
-72.75000,45.20000,8.314746E-02,2.232179E-02,2.904626E-02,7.078444E-03
-72.75000,46.55000,8.845496E-02,2.376797E-02,3.061582E-02,7.471144E-03
-72.73000,45.40000,8.371548E-02,2.254734E-02,2.930255E-02,7.151488E-03
-72.62000,45.10000,7.968040E-02,2.150888E-02,2.830812E-02,6.927636E-03
-72.57000,45.20000,7.938907E-02,2.148779E-02,2.833369E-02,6.945597E-03
-72.57000,45.65000,8.298956E-02,2.248295E-02,2.928710E-02,7.176881E-03
-72.55000,46.35000,9.233816E-02,2.463187E-02,3.129126E-02,7.607771E-03
-72.52000,45.35000,7.951790E-02,2.158080E-02,2.846852E-02,6.989576E-03
-72.48000,45.88000,8.560751E-02,2.310744E-02,2.987273E-02,7.308022E-03
-72.45000,48.65000,9.926620E-02,2.543373E-02,3.157205E-02,7.484857E-03
-72.28000,46.40000,9.314961E-02,2.486112E-02,3.166577E-02,7.701340E-03
-72.23000,48.52000,1.175129E-01,2.935856E-02,3.552539E-02,8.290559E-03
-72.23000,48.88000,9.619538E-02,2.472791E-02,3.076039E-02,7.289295E-03
-72.15000,45.67000,7.867315E-02,2.148155E-02,2.854597E-02,7.042722E-03
-72.13000,45.27000,7.534758E-02,2.055321E-02,2.757582E-02,6.808857E-03
-72.10000,45.04000,7.413991E-02,2.015940E-02,2.715593E-02,6.697630E-03
-72.00000,45.57000,7.673440E-02,2.098167E-02,2.810612E-02,6.947344E-03
-71.97000,46.05000,8.347417E-02,2.269365E-02,2.983114E-02,7.331608E-03
-71.93000,45.77000,7.848411E-02,2.145425E-02,2.863904E-02,7.073369E-03
-71.90000,45.42000,7.512226E-02,2.053611E-02,2.765600E-02,6.842171E-03
-71.85000,45.37000,7.464043E-02,2.039438E-02,2.751471E-02,6.808020E-03
-71.80000,45.13000,7.338342E-02,1.997398E-02,2.705221E-02,6.685038E-03
-71.78000,46.22000,8.619167E-02,2.334659E-02,3.063880E-02,7.513879E-03
