ordinal,uid,model,gsim,weight
283,b2~b11_b22_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCasc,0.00195312
284,b2~b11_b22_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() Abraha,0.00195312
285,b2~b11_b22_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Abra,0.00195312
286,b2~b11_b22_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() GarciaEtAl2005SSlab() Abrahamson,0.00195312
287,b2~b11_b22_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia(),0.00195312
288,b2~b11_b23_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonE,0.00195312
289,b2~b11_b23_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abrahamso,0.00195312
290,b2~b11_b23_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2,0.00195312
291,b2~b11_b23_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Abra,0.00195312
292,b2~b11_b23_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl20,0.00195312
293,b2~b11_b23_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtAl,0.00195312
294,b2~b11_b23_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014(),0.00195312
295,b2~b11_b23_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abrahamso,0.00195312
296,b2~b11_b23_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abrahams,0.00195312
297,b2~b11_b23_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Abraha,0.00195312
298,b2~b11_b23_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() GarciaEtAl2005SSlab() AbrahamsonEt,0.00195312
299,b2~b11_b23_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() A,0.00195312
300,b2~b11_b23_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl,0.00195312
301,b2~b11_b23_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEt,0.00195312
302,b2~b11_b23_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014,0.00195312
303,b2~b11_b23_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Abraham,0.00195312
304,b2~b11_b24_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() A,0.00195312
305,b2~b11_b24_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia(),0.00195312
306,b2~b11_b24_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() Abrah,0.00195312
307,b2~b11_b24_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCasca,0.00195312
308,b2~b11_b24_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() Abraha,0.00195312
309,b2~b11_b24_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() Abra,0.00195312
310,b2~b11_b24_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() GarciaEtAl2005SSlab() Abrahamson,0.00195312
311,b2~b11_b24_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia(),0.00195312
312,b2~b11_b24_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab(,0.00195312
313,b2~b11_b24_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadi,0.00195312
314,b2~b11_b24_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() Ab,0.00195312
315,b2~b11_b24_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCa,0.00195312
316,b2~b11_b24_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() Abra,0.00195312
317,b2~b11_b24_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Ab,0.00195312
318,b2~b11_b24_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() GarciaEtAl2005SSlab() Abrahams,0.00195312
319,b2~b11_b24_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,AbrahamsonEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia,0.00195312
320,b2~b12_b21_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Abrahamson,0.00195312
321,b2~b12_b21_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abrahams,0.00195312
322,b2~b12_b21_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl,0.00195312
323,b2~b12_b21_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Abr,0.00195312
324,b2~b12_b21_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl2,0.00195312
325,b2~b12_b21_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtA,0.00195312
326,b2~b12_b21_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014(,0.00195312
327,b2~b12_b21_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abrahams,0.00195312
328,b2~b12_b21_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abraham,0.00195312
329,b2~b12_b21_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Abrah,0.00195312
330,b2~b12_b21_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() AbrahamsonE,0.00195312
331,b2~b12_b21_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() ,0.00195312
332,b2~b12_b21_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtA,0.00195312
333,b2~b12_b21_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonE,0.00195312
334,b2~b12_b21_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtAl201,0.00195312
335,b2~b12_b21_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Abraha,0.00195312
336,b2~b12_b22_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Abrahams,0.00195312
337,b2~b12_b22_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abraha,0.00195312
338,b2~b12_b22_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEt,0.00195312
339,b2~b12_b22_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() A,0.00195312
340,b2~b12_b22_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtA,0.00195312
341,b2~b12_b22_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonE,0.00195312
342,b2~b12_b22_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl201,0.00195312
343,b2~b12_b22_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abraha,0.00195312
344,b2~b12_b22_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abrah,0.00195312
345,b2~b12_b22_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Abr,0.00195312
346,b2~b12_b22_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() Abrahamso,0.00195312
347,b2~b12_b22_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia(,0.00195312
348,b2~b12_b22_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonE,0.00195312
349,b2~b12_b22_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Abrahamso,0.00195312
350,b2~b12_b22_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2,0.00195312
351,b2~b12_b22_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Abra,0.00195312
352,b2~b12_b23_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl20,0.00195312
353,b2~b12_b23_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtAl,0.00195312
354,b2~b12_b23_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014(),0.00195312
355,b2~b12_b23_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Abrahamso,0.00195312
356,b2~b12_b23_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl2014() ,0.00195312
357,b2~b12_b23_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtAl2014(,0.00195312
358,b2~b12_b23_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014() Atki,0.00195312
359,b2~b12_b23_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() AbrahamsonEtAl,0.00195312
360,b2~b12_b23_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtA,0.00195312
361,b2~b12_b23_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonE,0.00195312
362,b2~b12_b23_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() GarciaEtAl2005SSlab() AbrahamsonEtAl201,0.00195312
363,b2~b12_b23_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() Abraha,0.00195312
364,b2~b12_b23_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl2014(,0.00195312
365,b2~b12_b23_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtAl201,0.00195312
366,b2~b12_b23_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014() At,0.00195312
367,b2~b12_b23_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() AtkinsonMacias2009() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() AbrahamsonEt,0.00195312
368,b2~b12_b24_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Abraha,0.00195312
369,b2~b12_b24_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abra,0.00195312
370,b2~b12_b24_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() Abrahamson,0.00195312
371,b2~b12_b24_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia(),0.00195312
372,b2~b12_b24_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonE,0.00195312
373,b2~b12_b24_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() Abrahamso,0.00195312
374,b2~b12_b24_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2,0.00195312
375,b2~b12_b24_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abra,0.00195312
376,b2~b12_b24_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abr,0.00195312
377,b2~b12_b24_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() A,0.00195312
378,b2~b12_b24_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() Abraham,0.00195312
379,b2~b12_b24_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadi,0.00195312
380,b2~b12_b24_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() Abrahamso,0.00195312
381,b2~b12_b24_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Abraham,0.00195312
382,b2~b12_b24_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtA,0.00195312
383,b2~b12_b24_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,BooreEtAl2014() GhofraniAtkinson2014Cascadia() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Ab,0.00195312
384,b2~b13_b21_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Ab,0.00195312
385,b2~b13_b21_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() ,0.00195312
386,b2~b13_b21_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() Abraha,0.00195312
387,b2~b13_b21_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascad,0.00195312
388,b2~b13_b21_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() Abraham,0.00195312
389,b2~b13_b21_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() Abrah,0.00195312
390,b2~b13_b21_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonE,0.00195312
391,b2~b13_b21_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() ,0.00195312
392,b2~b13_b21_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab(),0.00195312
393,b2~b13_b21_b33_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia,0.00195312
394,b2~b13_b21_b33_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() Abr,0.00195312
395,b2~b13_b21_b33_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCas,0.00195312
396,b2~b13_b21_b34_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() Abrah,0.00195312
397,b2~b13_b21_b34_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Abr,0.00195312
398,b2~b13_b21_b34_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() Abrahamso,0.00195312
399,b2~b13_b21_b34_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia(,0.00195312
400,b2~b13_b22_b31_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() ,0.00195312
401,b2~b13_b22_b31_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia(,0.00195312
402,b2~b13_b22_b31_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() Abra,0.00195312
403,b2~b13_b22_b31_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCasc,0.00195312
404,b2~b13_b22_b32_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() Abrah,0.00195312
405,b2~b13_b22_b32_b42_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() Abr,0.00195312
406,b2~b13_b22_b32_b43_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() Abrahamso,0.00195312
407,b2~b13_b22_b32_b44_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia(,0.00195312
408,b2~b13_b22_b33_b41_@_@,2020_H_modelcollapsed_faults.xml,CampbellBozorgnia2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab,0.00195312
