# mean, investigation_time=50.0
lon,lat,SA(1.0)-0.001,SA(1.0)-0.00123697383288,SA(1.0)-0.00153010426322,SA(1.0)-0.00189269893518,SA(1.0)-0.00234121905633,SA(1.0)-0.00289602670972,SA(1.0)-0.00358230925923,SA(1.0)-0.00443122281494,SA(1.0)-0.00548130666973,SA(1.0)-0.00678023292043,SA(1.0)-0.00838697070339,SA(1.0)-0.0103744632972,SA(1.0)-0.0128329396288,SA(1.0)-0.0158740105197,SA(1.0)-0.0196357356357,SA(1.0)-0.0242888911706,SA(1.0)-0.0300447228076,SA(1.0)-0.0371645359291,SA(1.0)-0.0459715584553,SA(1.0)-0.0568656148658,SA(1.0)-0.0703412775794,SA(1.0)-0.0870103197369,SA(1.0)-0.107629488705,SA(1.0)-0.133134861174,SA(1.0)-0.164684339516,SA(1.0)-0.203710218666,SA(1.0)-0.251984209979,SA(1.0)-0.311697874042,SA(1.0)-0.385562113954,SA(1.0)-0.476930245909,SA(1.0)-0.589950234297,SA(1.0)-0.729753002526,SA(1.0)-0.902685368588,SA(1.0)-1.11659818026,SA(1.0)-1.38120273082,SA(1.0)-1.70851163593,SA(1.0)-2.11338418681,SA(1.0)-2.6142009379,SA(1.0)-3.23369815406,SA(1.0)-4.0,SA(2.0)-0.001,SA(2.0)-0.00123697383288,SA(2.0)-0.00153010426322,SA(2.0)-0.00189269893518,SA(2.0)-0.00234121905633,SA(2.0)-0.00289602670972,SA(2.0)-0.00358230925923,SA(2.0)-0.00443122281494,SA(2.0)-0.00548130666973,SA(2.0)-0.00678023292043,SA(2.0)-0.00838697070339,SA(2.0)-0.0103744632972,SA(2.0)-0.0128329396288,SA(2.0)-0.0158740105197,SA(2.0)-0.0196357356357,SA(2.0)-0.0242888911706,SA(2.0)-0.0300447228076,SA(2.0)-0.0371645359291,SA(2.0)-0.0459715584553,SA(2.0)-0.0568656148658,SA(2.0)-0.0703412775794,SA(2.0)-0.0870103197369,SA(2.0)-0.107629488705,SA(2.0)-0.133134861174,SA(2.0)-0.164684339516,SA(2.0)-0.203710218666,SA(2.0)-0.251984209979,SA(2.0)-0.311697874042,SA(2.0)-0.385562113954,SA(2.0)-0.476930245909,SA(2.0)-0.589950234297,SA(2.0)-0.729753002526,SA(2.0)-0.902685368588,SA(2.0)-1.11659818026,SA(2.0)-1.38120273082,SA(2.0)-1.70851163593,SA(2.0)-2.11338418681,SA(2.0)-2.6142009379,SA(2.0)-3.23369815406,SA(2.0)-4.0
-97.15000,49.89000,3.543192E-01,3.173254E-01,2.807356E-01,2.453332E-01,2.117671E-01,1.805279E-01,1.519473E-01,1.262137E-01,1.033968E-01,8.347449E-02,6.635485E-02,5.189191E-02,3.989558E-02,3.013903E-02,2.236702E-02,1.630689E-02,1.168227E-02,8.227298E-03,5.698869E-03,3.884930E-03,2.608214E-03,1.725986E-03,1.127027E-03,7.271679E-04,4.643760E-04,2.940763E-04,1.850160E-04,1.158093E-04,7.216456E-05,4.473945E-05,2.754143E-05,1.678006E-05,1.007538E-05,5.933016E-06,3.408945E-06,1.901484E-06,1.024641E-06,5.309287E-07,2.633632E-07,1.245278E-07,1.771035E-01,1.514249E-01,1.281822E-01,1.073537E-01,8.887122E-02,7.263946E-02,5.854792E-02,4.647559E-02,3.629029E-02,2.784566E-02,2.097878E-02,1.551081E-02,1.125170E-02,8.008200E-03,5.593344E-03,3.835135E-03,2.582744E-03,1.709560E-03,1.113374E-03,7.144909E-04,4.527237E-04,2.839617E-04,1.768194E-04,1.096127E-04,6.779120E-05,4.186139E-05,2.578402E-05,1.579523E-05,9.580115E-06,5.720441E-06,3.341980E-06,1.898238E-06,1.041861E-06,5.493705E-07,2.767965E-07,1.325822E-07,6.008273E-08,2.564232E-08,1.026079E-08,3.832916E-09
-94.43000,49.82000,3.692301E-01,3.326469E-01,2.960862E-01,2.603568E-01,2.261607E-01,1.940571E-01,1.644497E-01,1.375920E-01,1.136075E-01,9.251415E-02,7.424892E-02,5.868637E-02,4.565225E-02,3.493328E-02,2.628619E-02,1.944819E-02,1.414927E-02,1.012522E-02,7.129460E-03,4.941949E-03,3.374232E-03,2.270816E-03,1.507596E-03,9.884229E-04,6.407931E-04,4.113864E-04,2.619279E-04,1.655879E-04,1.039958E-04,6.485211E-05,4.008652E-05,2.448794E-05,1.472527E-05,8.676041E-06,4.984083E-06,2.777807E-06,1.494809E-06,7.731196E-07,3.826388E-07,1.804637E-07,1.882452E-01,1.616919E-01,1.375459E-01,1.158155E-01,9.645233E-02,7.937285E-02,6.447251E-02,5.163313E-02,4.072461E-02,3.160346E-02,2.411108E-02,1.807410E-02,1.330795E-02,9.623451E-03,6.835131E-03,4.769334E-03,3.270605E-03,2.205478E-03,1.463648E-03,9.570470E-04,6.175544E-04,3.940263E-04,2.491562E-04,1.564936E-04,9.780710E-05,6.087105E-05,3.769481E-05,2.316883E-05,1.407716E-05,8.410838E-06,4.912563E-06,2.787788E-06,1.527854E-06,8.040664E-07,4.041711E-07,1.930759E-07,8.724323E-08,3.712111E-08,1.480830E-08,5.514712E-09
-93.82000,51.05000,4.003456E-01,3.610726E-01,3.217729E-01,2.833102E-01,2.464345E-01,2.117471E-01,1.796872E-01,1.505393E-01,1.244521E-01,1.014634E-01,8.152343E-02,6.451266E-02,5.025423E-02,3.852366E-02,2.905894E-02,2.157293E-02,1.576857E-02,1.135474E-02,8.060431E-03,5.644931E-03,3.903255E-03,2.667147E-03,1.802824E-03,1.206800E-03,8.009692E-04,5.277029E-04,3.453969E-04,2.246495E-04,1.451029E-04,9.291997E-05,5.883553E-05,3.670549E-05,2.246931E-05,1.343653E-05,7.813804E-06,4.399382E-06,2.387919E-06,1.244411E-06,6.201499E-07,2.943866E-07,2.064396E-01,1.775898E-01,1.512774E-01,1.275308E-01,1.063176E-01,8.756594E-02,7.117892E-02,5.704140E-02,4.502136E-02,3.496805E-02,2.671046E-02,2.005839E-02,1.480743E-02,1.074739E-02,7.672340E-03,5.390058E-03,3.729211E-03,2.543353E-03,1.711920E-03,1.138930E-03,7.502687E-04,4.903180E-04,3.184722E-04,2.058668E-04,1.325038E-04,8.485431E-05,5.395123E-05,3.394086E-05,2.103288E-05,1.277291E-05,7.559753E-06,4.336468E-06,2.397813E-06,1.271418E-06,6.433050E-07,3.091517E-07,1.404783E-07,6.009585E-08,2.410064E-08,9.022383E-09
-93.55000,49.80000,3.750553E-01,3.387212E-01,3.023001E-01,2.665883E-01,2.322877E-01,1.999684E-01,1.700522E-01,1.428153E-01,1.184042E-01,9.685811E-02,7.813162E-02,6.211314E-02,4.863867E-02,3.750243E-02,2.846671E-02,2.127286E-02,1.565380E-02,1.134704E-02,8.106388E-03,5.710884E-03,3.969973E-03,2.725154E-03,1.848719E-03,1.240626E-03,8.244475E-04,5.431325E-04,3.550232E-04,2.303572E-04,1.483195E-04,9.464119E-05,5.970795E-05,3.712244E-05,2.265566E-05,1.351329E-05,7.842145E-06,4.408194E-06,2.389793E-06,1.244294E-06,6.197149E-07,2.940617E-07,1.934077E-01,1.665273E-01,1.420193E-01,1.199085E-01,1.001604E-01,8.270161E-02,6.743484E-02,5.424635E-02,4.300852E-02,3.357923E-02,2.580074E-02,1.950056E-02,1.449515E-02,1.059644E-02,7.619784E-03,5.391729E-03,3.756192E-03,2.578200E-03,1.745217E-03,1.166482E-03,7.709935E-04,5.047798E-04,3.279242E-04,2.116808E-04,1.358772E-04,8.670178E-05,5.490527E-05,3.440385E-05,2.124245E-05,1.286007E-05,7.592037E-06,4.346330E-06,2.399658E-06,1.271011E-06,6.426167E-07,3.086719E-07,1.402207E-07,5.997714E-08,2.405161E-08,9.003822E-09
-93.39000,48.61000,3.315921E-01,2.983519E-01,2.653604E-01,2.332899E-01,2.027131E-01,1.740803E-01,1.477133E-01,1.238114E-01,1.024677E-01,8.368911E-02,6.741489E-02,5.353128E-02,4.188222E-02,3.227758E-02,2.450136E-02,1.832133E-02,1.350025E-02,9.807248E-03,7.027844E-03,4.971091E-03,3.473400E-03,2.399315E-03,1.640000E-03,1.110325E-03,7.453058E-04,4.964424E-04,3.283100E-04,2.155590E-04,1.403987E-04,9.055805E-05,5.769230E-05,3.617916E-05,2.224490E-05,1.335295E-05,7.791072E-06,4.399559E-06,2.394372E-06,1.250817E-06,6.247750E-07,2.972529E-07,1.688363E-01,1.450904E-01,1.235164E-01,1.041114E-01,8.682571E-02,7.158026E-02,5.827866E-02,4.681292E-02,3.706470E-02,2.890398E-02,2.218776E-02,1.676070E-02,1.245853E-02,9.114034E-03,6.564176E-03,4.657002E-03,3.256801E-03,2.247071E-03,1.531287E-03,1.032004E-03,6.888756E-04,4.561521E-04,3.000492E-04,1.962413E-04,1.276312E-04,8.246709E-05,5.282381E-05,3.343303E-05,2.082007E-05,1.269481E-05,7.539184E-06,4.337506E-06,2.404734E-06,1.278156E-06,6.481558E-07,3.121424E-07,1.421337E-07,6.093573E-08,2.449501E-08,9.194451E-09
-92.75000,49.78000,3.797555E-01,3.434193E-01,3.069036E-01,2.710043E-01,2.364346E-01,2.037846E-01,1.734998E-01,1.458792E-01,1.210881E-01,9.917919E-02,8.011515E-02,6.378813E-02,5.003498E-02,3.864935E-02,2.939254E-02,2.200517E-02,1.621972E-02,1.177322E-02,8.418564E-03,5.933021E-03,4.123417E-03,2.827991E-03,1.915532E-03,1.282644E-03,8.499646E-04,5.580456E-04,3.633780E-04,2.348267E-04,1.505968E-04,9.574761E-05,6.022525E-05,3.736082E-05,2.276870E-05,1.357120E-05,7.874733E-06,4.427658E-06,2.401486E-06,1.251083E-06,6.234495E-07,2.959966E-07,1.967399E-01,1.695222E-01,1.446819E-01,1.222535E-01,1.022085E-01,8.447620E-02,6.895996E-02,5.554540E-02,4.410366E-02,3.449121E-02,2.654919E-02,2.010432E-02,1.497260E-02,1.096561E-02,7.898225E-03,5.596168E-03,3.902044E-03,2.679134E-03,1.812849E-03,1.210270E-03,7.983176E-04,5.211653E-04,3.373360E-04,2.168429E-04,1.385749E-04,8.804596E-05,5.554809E-05,3.470435E-05,2.138472E-05,1.293156E-05,7.631289E-06,4.369474E-06,2.413598E-06,1.279192E-06,6.471600E-07,3.110286E-07,1.413585E-07,6.048936E-08,2.426753E-08,9.089364E-09
-91.98000,50.07000,3.909799E-01,3.538057E-01,3.163821E-01,2.795303E-01,2.439916E-01,2.103841E-01,1.791781E-01,1.506925E-01,1.251068E-01,1.024829E-01,8.278807E-02,6.591511E-02,5.169856E-02,3.992721E-02,3.035571E-02,2.271687E-02,1.673478E-02,1.213798E-02,8.671175E-03,6.104004E-03,4.236479E-03,2.900985E-03,1.961501E-03,1.310842E-03,8.667813E-04,5.677760E-04,3.688308E-04,2.377836E-04,1.521491E-04,9.653817E-05,6.061705E-05,3.755029E-05,2.285806E-05,1.361200E-05,7.892441E-06,4.434714E-06,2.403882E-06,1.251628E-06,6.233830E-07,2.958085E-07,2.032194E-01,1.751713E-01,1.495511E-01,1.264013E-01,1.056981E-01,8.737364E-02,7.133207E-02,5.745844E-02,4.562191E-02,3.567573E-02,2.745672E-02,2.078636E-02,1.547482E-02,1.132752E-02,8.153155E-03,5.771505E-03,4.019671E-03,2.756021E-03,1.861757E-03,1.240498E-03,8.164343E-04,5.316679E-04,3.432100E-04,2.200048E-04,1.402108E-04,8.885954E-05,5.593805E-05,3.488528E-05,2.146635E-05,1.296736E-05,7.646368E-06,4.375363E-06,2.415558E-06,1.279604E-06,6.470656E-07,3.108418E-07,1.412106E-07,6.039927E-08,2.422044E-08,9.067413E-09
-91.62000,48.75000,3.511746E-01,3.167295E-01,2.823597E-01,2.487796E-01,2.166139E-01,1.863690E-01,1.584180E-01,1.330036E-01,1.102514E-01,9.018973E-02,7.276910E-02,5.787920E-02,4.536134E-02,3.501856E-02,2.662533E-02,1.993830E-02,1.470823E-02,1.069185E-02,7.662229E-03,5.416241E-03,3.778785E-03,2.603940E-03,1.773754E-03,1.195480E-03,7.980073E-04,5.280825E-04,3.466967E-04,2.258799E-04,1.459838E-04,9.346658E-05,5.914707E-05,3.687638E-05,2.256397E-05,1.349163E-05,7.847790E-06,4.421021E-06,2.401618E-06,1.252791E-06,6.250290E-07,2.970746E-07,1.803641E-01,1.551979E-01,1.322846E-01,1.116384E-01,9.321920E-02,7.695228E-02,6.274126E-02,5.047541E-02,4.003165E-02,3.127385E-02,2.405199E-02,1.820303E-02,1.355456E-02,9.930925E-03,7.160537E-03,5.082888E-03,3.553952E-03,2.449379E-03,1.665505E-03,1.118638E-03,7.431828E-04,4.891460E-04,3.194346E-04,2.072331E-04,1.336346E-04,8.562044E-05,5.441467E-05,3.420284E-05,2.117662E-05,1.285230E-05,7.605056E-06,4.363259E-06,2.413903E-06,1.280951E-06,6.487440E-07,3.120959E-07,1.419799E-07,6.081564E-08,2.442463E-08,9.159163E-09
-91.13000,49.25000,3.718889E-01,3.360586E-01,3.001311E-01,2.648738E-01,2.309709E-01,1.989865E-01,1.693452E-01,1.423309E-01,1.180990E-01,9.669691E-02,7.808475E-02,6.215442E-02,4.874391E-02,3.764890E-02,2.863362E-02,2.144240E-02,1.581222E-02,1.148535E-02,8.220260E-03,5.799885E-03,4.036363E-03,2.772613E-03,1.881321E-03,1.262168E-03,8.381262E-04,5.514554E-04,3.598569E-04,2.330261E-04,1.497171E-04,9.533713E-05,6.004182E-05,3.728176E-05,2.273539E-05,1.355720E-05,7.868728E-06,4.424990E-06,2.400263E-06,1.250515E-06,6.231890E-07,2.958811E-07,1.922972E-01,1.656327E-01,1.413110E-01,1.193620E-01,9.975457E-02,8.241769E-02,6.725501E-02,5.415324E-02,4.298491E-02,3.360809E-02,2.586570E-02,1.958663E-02,1.458950E-02,1.068902E-02,7.703653E-03,5.462954E-03,3.813397E-03,2.621887E-03,1.777046E-03,1.188637E-03,7.857282E-04,5.141309E-04,3.335749E-04,2.149243E-04,1.376432E-04,8.761556E-05,5.535859E-05,3.462431E-05,2.135184E-05,1.291811E-05,7.625649E-06,4.366988E-06,2.412443E-06,1.278638E-06,6.468940E-07,3.109043E-07,1.413029E-07,6.046588E-08,2.425818E-08,9.085857E-09
-90.57000,49.25000,3.746308E-01,3.383595E-01,3.020323E-01,2.664243E-01,2.322203E-01,1.999803E-01,1.701224E-01,1.429241E-01,1.185355E-01,9.700055E-02,7.827752E-02,6.225747E-02,4.877789E-02,3.763360E-02,2.858713E-02,2.138011E-02,1.574606E-02,1.142344E-02,8.167149E-03,5.757246E-03,4.003922E-03,2.749036E-03,1.864880E-03,1.251157E-03,8.310599E-04,5.471307E-04,3.573503E-04,2.316626E-04,1.490291E-04,9.502031E-05,5.991217E-05,3.723693E-05,2.272385E-05,1.355606E-05,7.869457E-06,4.425293E-06,2.400013E-06,1.250047E-06,6.227522E-07,2.955686E-07,1.936439E-01,1.667798E-01,1.422772E-01,1.201637E-01,1.004072E-01,8.293617E-02,6.765480E-02,5.445030E-02,4.319563E-02,3.374886E-02,2.595234E-02,1.963366E-02,1.460956E-02,1.069238E-02,7.698065E-03,5.453738E-03,3.803792E-03,2.613547E-03,1.770559E-03,1.183981E-03,7.825994E-04,5.121506E-04,3.323941E-04,2.142644E-04,1.373011E-04,8.745395E-05,5.529110E-05,3.460082E-05,2.134598E-05,1.291766E-05,7.625944E-06,4.366837E-06,2.411904E-06,1.278008E-06,6.463721E-07,3.105501E-07,1.410948E-07,6.035687E-08,2.420640E-08,9.063355E-09
