# Difference between AtkinsonMacias2009.vs115.h15.txt and AtkinsonMacias2009.vs760.h15.txt ground motions in regular (non-log) units
#           14 31 25 : nmag, ndist, nperiod
#           10.000 7.692 6.250 5.000 4.000 3.125 2.500 2.000 1.587 1.266 1.000 0.794 0.633 0.500 0.400 0.316 0.250 0.200 0.159 0.125 0.100 0.079 0.063 0.050 PGA PGV
#           0.875 0.806 0.783 0.737 0.691 0.691 0.691 0.691 0.668 0.668 0.668 0.645 0.645 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.599 0.599 0.553 0.599
4.750	1.000	3.451	4.256	4.966	5.675	6.152	6.281	5.888	4.246	1.327	0.356	0.156	0.068	0.047	0.049	0.032	0.027	0.023	0.023	0.022	0.026	0.030	0.033	0.037	0.030	0.067	0.043
4.750	1.260	3.451	4.256	4.966	5.675	6.152	6.281	5.888	4.256	1.330	0.358	0.157	0.068	0.048	0.049	0.032	0.028	0.023	0.023	0.022	0.026	0.030	0.034	0.037	0.030	0.067	0.043
4.750	1.580	3.451	4.246	4.955	5.675	6.138	6.281	5.902	4.266	1.337	0.361	0.159	0.070	0.049	0.050	0.033	0.028	0.024	0.024	0.023	0.026	0.030	0.034	0.037	0.031	0.068	0.044
4.750	2.000	3.451	4.256	4.955	5.675	6.152	6.281	5.888	4.266	1.349	0.367	0.162	0.071	0.050	0.051	0.033	0.029	0.024	0.024	0.023	0.027	0.031	0.035	0.038	0.031	0.070	0.045
4.750	2.510	3.451	4.256	4.955	5.675	6.152	6.295	5.902	4.285	1.368	0.376	0.167	0.074	0.052	0.053	0.035	0.030	0.025	0.025	0.024	0.028	0.032	0.036	0.040	0.032	0.071	0.046
4.750	3.160	3.451	4.256	4.966	5.675	6.152	6.295	5.916	4.315	1.393	0.389	0.175	0.078	0.055	0.056	0.037	0.032	0.027	0.027	0.026	0.030	0.034	0.038	0.041	0.034	0.075	0.048
4.750	3.980	3.451	4.256	4.966	5.675	6.152	6.295	5.929	4.355	1.435	0.409	0.186	0.084	0.060	0.061	0.040	0.035	0.029	0.029	0.028	0.032	0.036	0.041	0.044	0.037	0.080	0.051
4.750	5.010	3.451	4.256	4.966	5.675	6.152	6.310	5.957	4.406	1.489	0.440	0.204	0.094	0.067	0.069	0.045	0.040	0.033	0.033	0.031	0.036	0.040	0.045	0.049	0.041	0.087	0.056
4.750	6.310	3.451	4.256	4.966	5.675	6.152	6.324	5.998	4.477	1.574	0.483	0.230	0.108	0.078	0.080	0.054	0.047	0.039	0.039	0.036	0.041	0.046	0.051	0.056	0.047	0.099	0.064
4.750	7.940	3.451	4.256	4.966	5.675	6.166	6.339	6.026	4.571	1.683	0.547	0.269	0.130	0.096	0.097	0.066	0.058	0.048	0.047	0.045	0.050	0.056	0.061	0.066	0.055	0.115	0.075
