# Difference between AtkinsonMacias2009.vs760.h15.txt and AtkinsonMacias2009.vs450.h15.txt ground motions in regular (non-log) units
#           14 31 25 : nmag, ndist, nperiod
#           10.000 7.692 6.250 5.000 4.000 3.125 2.500 2.000 1.587 1.266 1.000 0.794 0.633 0.500 0.400 0.316 0.250 0.200 0.159 0.125 0.100 0.079 0.063 0.050 PGA PGV
#           0.875 0.806 0.783 0.737 0.691 0.691 0.691 0.691 0.668 0.668 0.668 0.645 0.645 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.622 0.599 0.599 0.553 0.599
4.750	1.000	0.710	0.668	0.641	0.618	0.605	0.604	0.611	0.631	0.661	0.682	0.713	0.771	0.820	0.865	0.951	1.030	1.135	1.225	1.315	1.361	1.380	1.355	1.285	1.222	1.016	1.197
4.750	1.260	0.710	0.668	0.641	0.618	0.604	0.603	0.611	0.631	0.661	0.682	0.713	0.771	0.820	0.865	0.951	1.028	1.132	1.222	1.312	1.358	1.377	1.352	1.282	1.222	1.014	1.194
4.750	1.580	0.708	0.670	0.641	0.617	0.605	0.603	0.611	0.630	0.661	0.682	0.711	0.769	0.818	0.863	0.948	1.026	1.132	1.219	1.312	1.358	1.374	1.349	1.282	1.219	1.014	1.194
4.750	2.000	0.710	0.668	0.641	0.617	0.604	0.603	0.611	0.631	0.661	0.681	0.711	0.767	0.818	0.863	0.946	1.023	1.130	1.216	1.306	1.352	1.368	1.349	1.276	1.216	1.009	1.194
4.750	2.510	0.710	0.670	0.641	0.617	0.604	0.603	0.611	0.630	0.659	0.679	0.711	0.766	0.817	0.861	0.942	1.021	1.125	1.211	1.300	1.349	1.365	1.343	1.274	1.211	1.009	1.189
4.750	3.160	0.708	0.668	0.641	0.618	0.605	0.603	0.610	0.628	0.659	0.678	0.708	0.764	0.813	0.857	0.940	1.014	1.117	1.202	1.291	1.340	1.355	1.334	1.268	1.205	1.005	1.183
4.750	3.980	0.708	0.668	0.641	0.618	0.604	0.603	0.611	0.628	0.658	0.676	0.706	0.760	0.807	0.853	0.931	1.007	1.107	1.191	1.279	1.324	1.343	1.321	1.256	1.197	1.000	1.175
4.750	5.010	0.710	0.668	0.641	0.618	0.604	0.603	0.610	0.627	0.656	0.675	0.701	0.755	0.802	0.843	0.923	0.995	1.094	1.178	1.262	1.306	1.324	1.303	1.242	1.186	0.993	1.164
4.750	6.310	0.710	0.670	0.641	0.618	0.605	0.601	0.608	0.627	0.653	0.671	0.698	0.750	0.794	0.836	0.912	0.979	1.076	1.156	1.239	1.282	1.300	1.282	1.225	1.169	0.982	1.148
4.750	7.940	0.710	0.668	0.641	0.618	0.604	0.601	0.608	0.624	0.649	0.665	0.692	0.740	0.783	0.822	0.893	0.959	1.052	1.130	1.208	1.253	1.271	1.253	1.199	1.148	0.968	1.132
4.750	10.000	0.708	0.668	0.641	0.617	0.604	0.600	0.607	0.621	0.646	0.659	0.684	0.731	0.771	0.809	0.877	0.940	1.026	1.102	1.175	1.219	1.236	1.225	1.172	1.122	0.953	1.109
4.750	12.590	0.710	0.670	0.641	0.618	0.604	0.600	0.604	0.618	0.640	0.655	0.676	0.721	0.757	0.793	0.857	0.914	0.998	1.067	1.140	1.178	1.194	1.186	1.140	1.096	0.935	1.086
4.750	15.850	0.710	0.670	0.641	0.618	0.604	0.600	0.603	0.614	0.635	0.647	0.668	0.708	0.741	0.774	0.834	0.889	0.964	1.028	1.096	1.135	1.156	1.148	1.107	1.069	0.918	1.059
4.750	19.950	0.708	0.668	0.641	0.618	0.604	0.598	0.600	0.611	0.630	0.640	0.659	0.697	0.726	0.757	0.811	0.861	0.931	0.993	1.057	1.094	1.112	1.109	1.074	1.038	0.897	1.033
4.750	25.120	0.710	0.670	0.641	0.617	0.604	0.598	0.598	0.608	0.624	0.632	0.650	0.682	0.711	0.738	0.787	0.834	0.899	0.955	1.016	1.052	1.069	1.069	1.040	1.007	0.879	1.007
4.750	31.620	0.710	0.670	0.641	0.617	0.603	0.597	0.597	0.604	0.618	0.625	0.640	0.671	0.693	0.721	0.766	0.807	0.867	0.920	0.977	1.009	1.028	1.030	1.007	0.977	0.859	0.979
4.750	39.810	0.710	0.670	0.641	0.618	0.603	0.596	0.594	0.601	0.612	0.618	0.631	0.659	0.679	0.703	0.745	0.782	0.838	0.885	0.940	0.971	0.991	0.993	0.975	0.951	0.839	0.953
4.750	50.120	0.708	0.670	0.641	0.618	0.603	0.596	0.593	0.598	0.608	0.611	0.622	0.646	0.665	0.687	0.724	0.757	0.809	0.853	0.904	0.935	0.953	0.962	0.944	0.923	0.822	0.929
4.750	63.100	0.710	0.670	0.641	0.618	0.603	0.594	0.592	0.596	0.603	0.604	0.615	0.635	0.652	0.671	0.705	0.736	0.783	0.826	0.871	0.904	0.920	0.929	0.918	0.897	0.805	0.908
4.750	79.430	0.708	0.670	0.640	0.618	0.603	0.594	0.590	0.592	0.598	0.598	0.607	0.627	0.640	0.658	0.689	0.716	0.759	0.798	0.843	0.871	0.891	0.899	0.893	0.877	0.793	0.887
4.750	100.000	0.710	0.670	0.641	0.617	0.603	0.593	0.587	0.589	0.594	0.594	0.601	0.617	0.630	0.646	0.675	0.700	0.740	0.778	0.818	0.847	0.865	0.877	0.871	0.857	0.778	0.869
4.750	125.890	0.710	0.670	0.641	0.618	0.603	0.593	0.586	0.587	0.592	0.589	0.596	0.611	0.621	0.635	0.661	0.684	0.721	0.757	0.796	0.824	0.845	0.855	0.853	0.839	0.767	0.855
4.750	158.490	0.710	0.670	0.641	0.617	0.603	0.593	0.586	0.585	0.587	0.585	0.592	0.604	0.612	0.627	0.650	0.673	0.708	0.743	0.782	0.807	0.826	0.838	0.838	0.826	0.757	0.841
4.750	199.530	0.710	0.670	0.641	0.618	0.603	0.592	0.586	0.583	0.586	0.582	0.587	0.600	0.605	0.619	0.643	0.662	0.697	0.729	0.766	0.794	0.811	0.826	0.826	0.817	0.750	0.834
4.750	251.190	0.710	0.668	0.641	0.618	0.601	0.592	0.583	0.583	0.585	0.579	0.585	0.596	0.601	0.615	0.637	0.656	0.689	0.721	0.755	0.783	0.802	0.815	0.815	0.807	0.745	0.824
4.750	316.230	0.710	0.668	0.641	0.617	0.601	0.592	0.585	0.582	0.582	0.578	0.582	0.593	0.598	0.611	0.631	0.650	0.681	0.713	0.748	0.774	0.793	0.807	0.809	0.800	0.740	0.818
4.750	398.110	0.710	0.670	0.641	0.617	0.603	0.590	0.583	0.581	0.581	0.577	0.579	0.590	0.596	0.608	0.628	0.646	0.676	0.708	0.743	0.767	0.787	0.802	0.805	0.796	0.738	0.815
4.750	501.190	0.710	0.668	0.641	0.618	0.601	0.590	0.583	0.581	0.581	0.575	0.579	0.589	0.594	0.605	0.625	0.644	0.675	0.703	0.740	0.764	0.783	0.798	0.800	0.793	0.735	0.811
4.750	630.960	0.708	0.668	0.641	0.617	0.601	0.592	0.583	0.581	0.581	0.575	0.578	0.587	0.593	0.604	0.622	0.641	0.671	0.701	0.736	0.762	0.780	0.796	0.798	0.791	0.733	0.809
4.750	794.330	0.708	0.668	0.641	0.617	0.601	0.592	0.583	0.581	0.581	0.575	0.578	0.587	0.592	0.603	0.622	0.640	0.670	0.700	0.733	0.759	0.778	0.793	0.796	0.791	0.733	0.809
4.750	1000.000	0.708	0.670	0.641	0.618	0.603	0.592	0.583	0.581	0.579	0.574	0.577	0.586	0.592	0.603	0.622	0.640	0.670	0.698	0.733	0.759	0.776	0.793	0.796	0.789	0.731	0.809
5.000	1.000	0.708	0.668	0.641	0.618	0.605	0.603	0.614	0.634	0.667	0.687	0.721	0.780	0.834	0.883	0.973	1.054	1.164	1.259	1.355	1.403	1.419	1.393	1.315	1.247	1.030	1.222
5.000	1.260	0.708	0.668	0.641	0.617	0.605	0.603	0.612	0.632	0.665	0.687	0.719	0.782	0.834	0.881	0.968	1.052	1.164	1.256	1.352	1.400	1.413	1.387	1.312	1.247	1.030	1.219
5.000	1.580	0.710	0.670	0.641	0.618	0.604	0.603	0.614	0.632	0.665	0.687	0.719	0.778	0.834	0.879	0.968	1.047	1.159	1.253	1.349	1.393	1.413	1.384	1.309	1.245	1.028	1.216
5.000	2.000	0.710	0.670	0.641	0.617	0.605	0.603	0.612	0.632	0.664	0.685	0.716	0.778	0.830	0.877	0.966	1.045	1.153	1.245	1.340	1.387	1.403	1.380	1.303	1.239	1.026	1.211
5.000	2.510	0.708	0.670	0.641	0.617	0.604	0.604	0.612	0.632	0.662	0.684	0.716	0.774	0.828	0.873	0.959	1.040	1.146	1.239	1.330	1.377	1.393	1.371	1.297	1.230	1.021	1.208
5.000	3.160	0.708	0.670	0.641	0.618	0.605	0.603	0.611	0.631	0.662	0.682	0.713	0.771	0.822	0.867	0.953	1.030	1.135	1.225	1.315	1.361	1.380	1.355	1.285	1.222	1.014	1.197
5.000	3.980	0.710	0.668	0.641	0.617	0.604	0.603	0.611	0.630	0.659	0.679	0.710	0.766	0.815	0.859	0.940	1.016	1.122	1.205	1.297	1.343	1.361	1.340	1.268	1.211	1.007	1.186
5.000	5.010	0.710	0.668	0.641	0.618	0.604	0.603	0.610	0.627	0.656	0.675	0.705	0.759	0.805	0.847	0.927	1.000	1.099	1.186	1.271	1.315	1.334	1.315	1.247	1.191	0.995	1.169
5.000	6.310	0.710	0.670	0.641	0.618	0.604	0.603	0.610	0.625	0.653	0.670	0.698	0.750	0.794	0.836	0.912	0.979	1.076	1.156	1.242	1.285	1.300	1.282	1.225	1.167	0.982	1.151
5.000	7.940	0.710	0.668	0.641	0.618	0.604	0.601	0.607	0.624	0.649	0.665	0.690	0.740	0.782	0.820	0.893	0.957	1.047	1.125	1.202	1.247	1.262	1.250	1.194	1.143	0.966	1.127
5.000	10.000	0.708	0.670	0.641	0.618	0.604	0.601	0.605	0.619	0.644	0.659	0.682	0.728	0.767	0.802	0.871	0.931	1.016	1.089	1.164	1.205	1.222	1.211	1.161	1.114	0.946	1.102
5.000	12.590	0.710	0.668	0.641	0.618	0.604	0.600	0.604	0.617	0.638	0.652	0.673	0.714	0.750	0.785	0.847	0.904	0.982	1.050	1.122	1.161	1.180	1.172	1.130	1.084	0.929	1.076
5.000	15.850	0.710	0.668	0.641	0.618	0.603	0.598	0.601	0.614	0.632	0.644	0.665	0.701	0.735	0.767	0.822	0.875	0.948	1.012	1.079	1.119	1.135	1.132	1.091	1.054	0.908	1.050
5.000	19.950	0.710	0.668	0.641	0.617	0.604	0.597	0.600	0.611	0.628	0.637	0.655	0.690	0.718	0.746	0.800	0.847	0.914	0.975	1.038	1.074	1.091	1.089	1.057	1.021	0.889	1.021
5.000	25.120	0.710	0.670	0.641	0.618	0.604	0.597	0.598	0.605	0.622	0.628	0.646	0.678	0.703	0.728	0.776	0.820	0.881	0.938	0.995	1.033	1.050	1.050	1.023	0.993	0.869	0.991
5.000	31.620	0.708	0.670	0.641	0.618	0.604	0.596	0.596	0.603	0.615	0.621	0.635	0.664	0.685	0.711	0.755	0.794	0.851	0.902	0.955	0.991	1.009	1.012	0.991	0.964	0.849	0.966
5.000	39.810	0.710	0.670	0.640	0.617	0.603	0.596	0.593	0.598	0.610	0.615	0.627	0.652	0.671	0.693	0.733	0.769	0.822	0.869	0.920	0.953	0.971	0.975	0.959	0.935	0.830	0.942
5.000	50.120	0.708	0.670	0.641	0.618	0.603	0.596	0.593	0.596	0.605	0.607	0.618	0.641	0.658	0.679	0.714	0.746	0.794	0.839	0.887	0.918	0.938	0.944	0.929	0.908	0.813	0.918
5.000	63.100	0.710	0.670	0.641	0.617	0.603	0.594	0.590	0.593	0.600	0.601	0.611	0.630	0.646	0.664	0.697	0.726	0.769	0.813	0.857	0.887	0.906	0.914	0.904	0.885	0.798	0.897
5.000	79.430	0.710	0.670	0.641	0.618	0.603	0.593	0.590	0.590	0.596	0.596	0.603	0.621	0.634	0.652	0.681	0.706	0.748	0.787	0.830	0.859	0.877	0.887	0.879	0.865	0.785	0.877
5.000	100.000	0.710	0.668	0.641	0.617	0.603	0.593	0.587	0.589	0.593	0.592	0.598	0.614	0.624	0.640	0.667	0.692	0.729	0.767	0.807	0.836	0.855	0.867	0.861	0.847	0.773	0.863
5.000	125.890	0.710	0.668	0.641	0.618	0.603	0.592	0.586	0.586	0.589	0.586	0.593	0.607	0.615	0.631	0.655	0.678	0.713	0.750	0.789	0.817	0.836	0.847	0.843	0.832	0.760	0.847
5.000	158.490	0.710	0.668	0.641	0.617	0.603	0.593	0.586	0.585	0.586	0.583	0.589	0.601	0.610	0.622	0.646	0.668	0.701	0.735	0.773	0.800	0.818	0.832	0.832	0.820	0.753	0.838
5.000	199.530	0.710	0.670	0.641	0.618	0.601	0.592	0.585	0.582	0.585	0.581	0.585	0.597	0.604	0.617	0.640	0.659	0.692	0.726	0.762	0.787	0.805	0.820	0.820	0.811	0.746	0.830
5.000	251.190	0.710	0.668	0.641	0.617	0.601	0.592	0.585	0.582	0.583	0.578	0.583	0.593	0.600	0.612	0.632	0.652	0.685	0.716	0.752	0.778	0.796	0.811	0.813	0.804	0.741	0.822
5.000	316.230	0.710	0.668	0.641	0.618	0.601	0.592	0.583	0.581	0.582	0.578	0.582	0.592	0.597	0.608	0.630	0.649	0.679	0.711	0.745	0.771	0.789	0.804	0.807	0.798	0.738	0.817
5.000	398.110	0.710	0.670	0.641	0.618	0.603	0.592	0.583	0.581	0.581	0.575	0.579	0.589	0.594	0.607	0.625	0.646	0.675	0.706	0.741	0.766	0.783	0.800	0.804	0.794	0.736	0.813
