# mean, investigation_time=50.0
lon,lat,SA(2.0)-0.02,SA(2.0)-0.1
-81.60000,42.60000,2.982494E-02,9.075616E-03
-81.55000,43.13000,2.984777E-02,9.452530E-03
-81.53000,43.62000,3.008871E-02,9.771288E-03
-81.50000,42.67000,3.026631E-02,9.294745E-03
-81.48000,43.35000,3.023081E-02,9.719680E-03
-81.47000,43.28000,3.026527E-02,9.698181E-03
-81.40000,43.18000,3.062823E-02,9.783707E-03
-81.40000,43.55000,3.072138E-02,9.998264E-03
-81.40000,44.43000,3.140901E-02,1.042076E-02
-81.38000,44.48000,3.157387E-02,1.048199E-02
-81.33000,48.47000,3.076095E-02,8.986155E-03
-81.32000,43.88000,3.134925E-02,1.034517E-02
-81.25000,44.98000,3.300499E-02,1.094934E-02
-81.23000,42.98000,3.157887E-02,1.002073E-02
-81.22000,42.67000,3.159107E-02,9.820988E-03
-81.20000,42.78000,3.169328E-02,9.936518E-03
-81.20000,43.47000,3.177138E-02,1.038371E-02
-81.20000,46.58000,3.550508E-02,1.114647E-02
-81.17000,48.50000,3.202979E-02,9.304673E-03
-81.15000,44.12000,3.247607E-02,1.080878E-02
-81.15000,44.75000,3.325753E-02,1.109474E-02
-81.13000,43.25000,3.212337E-02,1.040963E-02
-81.08000,42.88000,3.234550E-02,1.026221E-02
-81.08000,44.28000,3.303198E-02,1.103297E-02
-81.07000,42.98000,3.245079E-02,1.036607E-02
-81.03000,44.15000,3.317615E-02,1.107919E-02
-81.02000,49.07000,3.375978E-02,9.200354E-03
-81.00000,43.07000,3.288081E-02,1.057842E-02
-81.00000,46.50000,3.728117E-02,1.171834E-02
-80.95000,43.37000,3.320092E-02,1.086668E-02
-80.95000,43.73000,3.332087E-02,1.105519E-02
-80.93000,44.57000,3.426316E-02,1.149904E-02
-80.92000,43.57000,3.342769E-02,1.103999E-02
-80.90000,43.15000,3.349544E-02,1.084873E-02
-80.88000,43.03000,3.355537E-02,1.080505E-02
-80.83000,43.32000,3.394117E-02,1.110527E-02
-80.82000,42.65000,3.351429E-02,1.058172E-02
-80.82000,44.17000,3.436321E-02,1.153726E-02
-80.75000,43.13000,3.440606E-02,1.116234E-02
-80.73000,42.85000,3.417182E-02,1.094903E-02
-80.73000,43.98000,3.469288E-02,1.163448E-02
-80.72000,51.32000,1.861140E-02,5.335682E-03
-80.68000,48.77000,3.543634E-02,1.005639E-02
-80.65000,44.32000,3.541818E-02,1.193576E-02
-80.62000,43.30000,3.534365E-02,1.156516E-02
-80.53000,43.17000,3.592486E-02,1.168180E-02
-80.52000,43.47000,3.596409E-02,1.186261E-02
-80.48000,43.45000,3.628487E-02,1.194788E-02
-80.47000,48.53000,3.637174E-02,1.073492E-02
-80.39360,44.17030,3.654399E-02,1.231109E-02
-80.38000,43.20000,3.723737E-02,1.207020E-02
-80.37000,43.70000,3.670726E-02,1.223041E-02
-80.32000,42.77000,3.608937E-02,1.162990E-02
-80.32000,43.38000,3.777798E-02,1.232791E-02
-80.30000,42.83000,3.644832E-02,1.175665E-02
-80.27000,43.13000,3.815646E-02,1.229472E-02
-80.25000,43.55000,3.788657E-02,1.248782E-02
-80.22000,44.48000,3.778968E-02,1.274739E-02
-80.20440,44.07640,3.743979E-02,1.259802E-02
-80.20000,42.78000,3.678055E-02,1.186055E-02
-80.10000,42.88000,3.803440E-02,1.224600E-02
-80.10000,43.92000,3.802461E-02,1.275016E-02
-80.05000,42.97000,3.922240E-02,1.256991E-02
-80.03000,45.35000,4.150493E-02,1.360040E-02
-80.03000,48.15000,4.109673E-02,1.258255E-02
-79.93000,43.07000,4.198764E-02,1.319618E-02
-79.92000,43.65000,4.026486E-02,1.320059E-02
-79.92000,44.78000,3.999365E-02,1.339500E-02
-79.92000,46.37000,4.901619E-02,1.521151E-02
-79.88000,43.52000,4.213795E-02,1.349622E-02
-79.88000,44.27000,3.916079E-02,1.320048E-02
-79.88000,44.75000,4.012041E-02,1.344355E-02
-79.87000,44.15000,3.914526E-02,1.317872E-02
-79.87000,44.58000,3.972966E-02,1.336238E-02
-79.87000,47.82000,4.499706E-02,1.382673E-02
-79.86000,43.25000,4.475225E-02,1.379561E-02
-79.82000,44.87000,4.081969E-02,1.361828E-02
-79.82000,47.72000,4.632583E-02,1.423527E-02
-79.80000,43.32000,4.551855E-02,1.400776E-02
-79.78000,47.07000,5.390913E-02,1.619745E-02
-79.77000,43.68000,4.148693E-02,1.353429E-02
-79.68000,43.45000,4.588737E-02,1.423661E-02
-79.67000,44.40000,4.037637E-02,1.359113E-02
-79.67000,47.50000,5.012351E-02,1.537410E-02
-79.65000,43.58000,4.434328E-02,1.406952E-02
-79.63000,47.45000,5.129053E-02,1.569886E-02
-79.62000,42.90000,4.333673E-02,1.350077E-02
-79.61000,43.68000,4.334922E-02,1.397495E-02
-79.60000,43.78000,4.224432E-02,1.382720E-02
-79.58000,43.55000,4.586848E-02,1.436399E-02
-79.57000,43.20000,4.777767E-02,1.450093E-02
-79.57000,43.70000,4.358853E-02,1.405438E-02
-79.57000,44.12000,4.076729E-02,1.367880E-02
-79.55000,43.10000,4.724780E-02,1.435319E-02
-79.55000,44.47000,4.111262E-02,1.381771E-02
-79.47000,44.00000,4.170613E-02,1.389570E-02
-79.47000,44.05000,4.151069E-02,1.387270E-02
-79.47000,46.32000,5.731805E-02,1.733169E-02
-79.45000,43.87000,4.277096E-02,1.406838E-02
-79.43000,47.33000,5.688274E-02,1.707467E-02
-79.42000,43.77000,4.445152E-02,1.435608E-02
-79.42000,44.62000,4.217094E-02,1.411991E-02
-79.40000,45.62000,4.800391E-02,1.544813E-02
-79.40000,45.77000,4.939389E-02,1.577912E-02
-79.38000,43.65000,4.704138E-02,1.479681E-02
-79.38000,45.83000,5.021937E-02,1.598480E-02
-79.37000,44.92000,4.360821E-02,1.446704E-02
-79.37000,45.98000,5.222006E-02,1.642953E-02
-79.30000,45.03000,4.459826E-02,1.472954E-02
-79.28000,43.03000,4.871323E-02,1.478505E-02
-79.27000,43.87000,4.443795E-02,1.454676E-02
-79.25000,42.98000,4.835332E-02,1.469872E-02
-79.25000,43.17000,4.982577E-02,1.513104E-02
-79.25000,43.78000,4.621117E-02,1.484814E-02
-79.23000,42.90000,4.750824E-02,1.448634E-02
-79.22000,45.33000,4.706915E-02,1.535454E-02
-79.15000,44.43000,4.317611E-02,1.454394E-02
-79.12000,44.10000,4.350745E-02,1.459602E-02
-79.10000,43.82000,4.696271E-02,1.516575E-02
-79.10000,46.72000,1.075082E-01,2.617917E-02
-79.07000,43.10000,5.025910E-02,1.534319E-02
-79.05000,42.88000,4.841895E-02,1.479644E-02
-79.03000,43.85000,4.701813E-02,1.527035E-02
-79.03000,44.35000,4.371183E-02,1.476293E-02
-79.02000,48.23000,4.385105E-02,1.433532E-02
-79.02000,48.25000,4.360557E-02,1.426546E-02
-78.95000,43.95000,4.581406E-02,1.516525E-02
-78.95000,44.10000,4.447736E-02,1.495530E-02
-78.93000,42.90000,4.909387E-02,1.505174E-02
-78.93000,43.87000,4.714835E-02,1.541282E-02
-78.85000,43.90000,4.692515E-02,1.546301E-02
-78.80000,44.65000,4.587137E-02,1.547209E-02
-78.75000,44.53000,4.568482E-02,1.546513E-02
-78.73000,44.35000,4.532419E-02,1.537217E-02
-78.73000,44.92000,4.768089E-02,1.598201E-02
-78.70000,46.32000,7.929725E-02,2.239579E-02
-78.68000,43.91000,4.725146E-02,1.566316E-02
-78.65000,44.78000,4.735975E-02,1.596930E-02
-78.58000,43.92000,4.744428E-02,1.576247E-02
-78.52000,45.05000,5.002487E-02,1.674039E-02
-78.47000,44.20000,4.655790E-02,1.574542E-02
-78.32000,44.30000,4.730358E-02,1.602030E-02
-78.30000,43.95000,4.829537E-02,1.607276E-02
-78.27000,44.43000,4.785560E-02,1.621466E-02
-78.17000,43.97000,4.871886E-02,1.622284E-02
-78.13000,48.13000,4.908636E-02,1.704918E-02
-78.12000,48.57000,4.419588E-02,1.552403E-02
-77.98000,44.38000,4.929775E-02,1.666527E-02
-77.95000,44.30000,4.928319E-02,1.663256E-02
-77.88000,44.00000,4.989854E-02,1.660480E-02
-77.85000,45.05000,5.528128E-02,1.863521E-02
-77.80000,44.30000,5.015519E-02,1.690449E-02
-77.78000,48.10000,5.051078E-02,1.782831E-02
-77.73000,44.03000,5.057727E-02,1.683506E-02
-77.58000,44.10000,5.129237E-02,1.711463E-02
-77.57000,46.13000,7.987692E-02,2.478129E-02
-77.55000,44.30000,5.169778E-02,1.740099E-02
-77.50000,46.10000,8.006989E-02,2.491304E-02
-77.42000,45.55000,6.967599E-02,2.276841E-02
-77.38330,44.16670,5.250916E-02,1.755604E-02
-77.33000,45.90000,7.932238E-02,2.490800E-02
-77.23000,48.38000,4.854070E-02,1.747902E-02
-77.13000,44.00000,5.232841E-02,1.753557E-02
-77.12000,45.82000,8.019175E-02,2.531738E-02
-77.05000,44.20000,5.435690E-02,1.833371E-02
-76.95000,44.25000,5.527783E-02,1.878227E-02
-76.73000,45.85000,8.316365E-02,2.638826E-02
-76.68000,45.47000,7.884312E-02,2.545212E-02
-76.60000,45.73000,8.350882E-02,2.652779E-02
-76.48000,44.23000,5.846311E-02,2.019835E-02
-76.48000,45.60000,8.342400E-02,2.657696E-02
-76.47000,44.23000,5.854165E-02,2.023115E-02
-76.35000,45.43000,8.234368E-02,2.644907E-02
-76.25000,44.90000,7.014019E-02,2.404998E-02
-76.20000,45.23000,7.979017E-02,2.608155E-02
-76.17000,44.33000,6.237805E-02,2.173899E-02
-76.15000,45.13000,7.763778E-02,2.570589E-02
-76.05000,46.10000,8.581212E-02,2.846980E-02
-76.02000,44.90000,7.376900E-02,2.502080E-02
-75.97000,46.38000,8.433220E-02,2.843773E-02
-75.93000,45.64000,8.851254E-02,2.843137E-02
-75.91000,45.31000,8.696446E-02,2.782523E-02
-75.83000,45.40000,8.929528E-02,2.846745E-02
-75.76000,45.28000,8.974756E-02,2.855930E-02
-75.73000,45.43000,9.116751E-02,2.902221E-02
-75.69000,45.42000,9.195888E-02,2.922908E-02
-75.68000,44.59000,7.327179E-02,2.507777E-02
-75.67000,45.32000,9.236411E-02,2.922794E-02
-75.65000,45.50000,9.241409E-02,2.949828E-02
-75.64000,45.02000,8.787561E-02,2.820769E-02
-75.62000,44.63000,7.572677E-02,2.567575E-02
-75.52000,44.72000,8.197943E-02,2.708824E-02
-75.52000,45.48000,9.515019E-02,3.021918E-02
-75.50000,46.55000,8.322653E-02,2.851814E-02
-75.42000,45.58000,9.545771E-02,3.066128E-02
-75.41670,45.53330,9.643981E-02,3.074886E-02
-75.29000,45.55000,9.744969E-02,3.118378E-02
-75.25000,45.60000,9.629696E-02,3.113619E-02
-75.18000,44.90000,9.920505E-02,3.099010E-02
-74.73000,45.03000,1.068578E-01,3.314217E-02
-74.63000,45.32000,1.088332E-01,3.378788E-02
-74.62000,45.60000,1.003728E-01,3.264533E-02
-74.60000,46.12000,8.914375E-02,3.066210E-02
-74.33000,45.65000,1.019464E-01,3.310998E-02
-74.28000,46.05000,9.096729E-02,3.116608E-02
-74.14000,45.40000,1.109468E-01,3.453828E-02
-74.13000,45.25000,1.113820E-01,3.453145E-02
-74.00000,45.78000,1.031434E-01,3.331478E-02
-73.98000,45.38000,1.116721E-01,3.468360E-02
-73.93000,45.42000,1.115596E-01,3.468414E-02
-73.90000,45.56000,1.100921E-01,3.447184E-02
-73.88000,45.53000,1.106322E-01,3.455571E-02
-73.87000,45.43000,1.115694E-01,3.468814E-02
-73.87000,45.48000,1.112201E-01,3.464845E-02
-73.80000,45.35000,1.116897E-01,3.465980E-02
-73.80000,45.63000,1.093930E-01,3.433952E-02
-73.75000,45.45000,1.113916E-01,3.465247E-02
-73.75000,45.58000,1.102651E-01,3.448158E-02
-73.67000,45.50000,1.108297E-01,3.454513E-02
-73.63000,45.60000,1.097400E-01,3.435001E-02
-73.63000,45.69000,1.084309E-01,3.411358E-02
-73.62000,45.52000,1.104016E-01,3.445265E-02
-73.58000,45.05000,1.062564E-01,3.325312E-02
-73.57000,45.45000,1.102778E-01,3.438409E-02
-73.55360,45.50890,1.099440E-01,3.434065E-02
-73.52000,45.63000,1.086272E-01,3.411215E-02
-73.50000,45.50000,1.093400E-01,3.420163E-02
-73.47000,45.45000,1.090272E-01,3.411352E-02
-73.45000,46.02000,9.720855E-02,3.203033E-02
-73.43000,45.68000,1.068396E-01,3.375398E-02
-73.42000,45.50000,1.081044E-01,3.394465E-02
-73.35000,45.78000,1.035067E-01,3.313637E-02
-73.28000,45.45000,1.046412E-01,3.324403E-02
-73.26000,45.31000,1.031999E-01,3.286941E-02
-73.23000,45.35000,1.025051E-01,3.277630E-02
-73.23000,45.85000,9.921950E-02,3.234544E-02
-73.20000,45.57000,1.017818E-01,3.276728E-02
-73.12000,46.03000,9.462630E-02,3.152206E-02
-72.98000,45.12000,9.082266E-02,3.046615E-02
-72.98000,45.28000,9.176213E-02,3.078143E-02
-72.95000,45.62000,9.199044E-02,3.099886E-02
-72.95000,46.25000,9.171168E-02,3.106368E-02
-72.78000,47.43000,7.966578E-02,2.925307E-02
-72.75000,45.20000,8.345404E-02,2.920994E-02
-72.75000,46.55000,8.885546E-02,3.079614E-02
-72.73000,45.40000,8.403947E-02,2.947043E-02
-72.62000,45.10000,7.991141E-02,2.846337E-02
-72.57000,45.20000,7.961598E-02,2.849046E-02
-72.57000,45.65000,8.329556E-02,2.945720E-02
-72.55000,46.35000,9.280506E-02,3.147734E-02
-72.52000,45.35000,7.975034E-02,2.862829E-02
-72.48000,45.88000,8.595426E-02,3.005081E-02
-72.45000,48.65000,1.000163E-01,3.176241E-02
-72.28000,46.40000,9.361580E-02,3.185630E-02
-72.23000,48.52000,1.187655E-01,3.577466E-02
-72.23000,48.88000,9.688329E-02,3.093931E-02
-72.15000,45.67000,7.887992E-02,2.871121E-02
-72.13000,45.27000,7.548694E-02,2.772835E-02
-72.10000,45.04000,7.424919E-02,2.730243E-02
-72.00000,45.57000,7.689782E-02,2.826703E-02
-71.97000,46.05000,8.375422E-02,3.001236E-02
-71.93000,45.77000,7.867563E-02,2.880655E-02
-71.90000,45.42000,7.525022E-02,2.781169E-02
-71.85000,45.37000,7.475666E-02,2.766911E-02
-71.80000,45.13000,7.346924E-02,2.720123E-02
-71.78000,46.22000,8.650703E-02,3.081770E-02
-71.65000,48.55000,1.388167E-01,4.063150E-02
-71.40000,46.70000,1.048259E-01,3.572705E-02
-71.38000,46.78000,1.079528E-01,3.659964E-02
-71.35000,46.85000,1.102638E-01,3.732510E-02
-71.30000,46.08000,8.109772E-02,2.994956E-02
-71.28000,46.78000,1.084863E-01,3.691724E-02
-71.25000,46.77000,1.081851E-01,3.689145E-02
-71.25000,48.42000,1.467242E-01,4.365053E-02
-71.23000,46.80000,1.095007E-01,3.729285E-02
-71.22000,48.42000,1.467928E-01,4.372674E-02
-71.18000,46.80000,1.096706E-01,3.742721E-02
-71.18000,46.87000,1.126120E-01,3.822642E-02
-71.07000,48.43000,1.461653E-01,4.385923E-02
-70.91000,53.21000,2.309174E-02,7.426229E-03
-70.88000,45.58000,7.417573E-02,2.775521E-02
-70.88000,48.35000,1.505436E-01,4.549913E-02
-70.55000,46.98000,1.346629E-01,4.482856E-02
-70.51000,47.44000,2.546370E-01,7.606585E-02
-70.15000,47.65000,2.862140E-01,8.629854E-02
-70.04000,47.37000,2.436964E-01,7.354968E-02
-69.72000,48.15000,1.473183E-01,4.693530E-02
-69.53000,47.83000,1.835438E-01,5.618713E-02
-69.50000,47.92000,1.609544E-01,5.050420E-02
-69.15000,47.81670,1.149501E-01,3.944339E-02
-68.55000,48.43000,9.626938E-02,3.209163E-02
-68.33000,47.37000,8.205298E-02,3.050259E-02
-68.18000,48.58000,9.194628E-02,3.030095E-02
-68.17000,51.93000,3.483213E-02,1.224691E-02
-68.15000,49.22000,8.378286E-02,2.707899E-02
-67.73000,47.05000,7.573181E-02,2.846553E-02
-67.60000,46.16000,6.848796E-02,2.604424E-02
-67.53000,48.85000,8.499961E-02,2.758190E-02
-67.28000,45.20000,1.034061E-01,3.082940E-02
-67.05000,45.07000,1.151154E-01,3.244016E-02
-66.92000,52.95000,2.482231E-02,7.701812E-03
-66.87000,50.02000,6.495261E-02,2.106933E-02
-66.87000,52.92000,2.508382E-02,7.822245E-03
-66.83000,54.80000,1.612816E-02,4.200445E-03
-66.82000,45.13000,9.191237E-02,2.857931E-02
-66.67000,48.00000,6.695288E-02,2.444937E-02
-66.65000,45.95000,6.392093E-02,2.405005E-02
-66.48000,45.84000,6.289339E-02,2.353324E-02
-66.38000,50.20000,6.040721E-02,1.957913E-02
-66.16000,45.79000,6.085966E-02,2.261904E-02
-66.12000,43.83000,5.029466E-02,1.718984E-02
-66.05000,45.26670,5.936108E-02,2.171921E-02
-65.77000,44.62000,5.435366E-02,1.926843E-02
-65.65000,47.60000,6.087100E-02,2.230128E-02
-65.47000,47.03000,5.966734E-02,2.205076E-02
-65.12000,43.70000,4.606302E-02,1.459903E-02
-64.95000,45.60000,5.291532E-02,1.908671E-02
-64.90000,44.98000,5.073732E-02,1.786993E-02
-64.78000,46.10000,5.346654E-02,1.940308E-02
-64.72000,44.03000,4.675250E-02,1.515594E-02
-64.70000,47.73000,5.272243E-02,1.921130E-02
-64.53000,53.50000,2.086786E-02,5.840417E-03
-64.52000,44.38000,4.783360E-02,1.607856E-02
-64.50000,45.08000,4.972533E-02,1.748293E-02
-64.48000,48.83000,5.009379E-02,1.753493E-02
-64.37000,45.08000,4.941529E-02,1.733488E-02
-64.37000,45.88000,5.122499E-02,1.837815E-02
-64.32000,44.38000,4.755849E-02,1.591087E-02
-64.22000,48.53000,4.870608E-02,1.728497E-02
-64.20000,45.83000,5.030117E-02,1.802266E-02
-64.05000,45.65000,4.944954E-02,1.762840E-02
-64.03000,46.95000,5.003605E-02,1.813343E-02
-63.78330,46.40000,4.968595E-02,1.788270E-02
-63.60000,44.65000,4.752613E-02,1.583855E-02
-63.60000,50.23000,4.762092E-02,1.451361E-02
-63.57000,44.67000,4.753922E-02,1.585326E-02
-63.47000,45.43000,4.840917E-02,1.702644E-02
-63.35000,45.13000,4.824280E-02,1.668457E-02
-63.30000,45.72000,4.816847E-02,1.711878E-02
-63.27000,45.37000,4.828906E-02,1.690900E-02
-63.13330,46.23330,4.773831E-02,1.717771E-02
-62.72000,45.68000,4.771673E-02,1.670194E-02
-62.65000,45.58000,4.761832E-02,1.649567E-02
-62.25000,46.35000,4.625104E-02,1.627387E-02
-62.00000,45.62000,4.708323E-02,1.587882E-02
-61.35000,45.62000,4.822713E-02,1.604591E-02
-61.00000,45.33000,5.021788E-02,1.636945E-02
-60.37000,53.32000,2.402404E-02,6.154812E-03
-60.25000,46.22000,4.930627E-02,1.650789E-02
-60.18000,46.15000,4.996548E-02,1.667749E-02
-59.98000,45.92000,5.223912E-02,1.727229E-02
-59.48000,50.50000,2.704680E-02,7.132954E-03
-59.15000,47.57000,4.364804E-02,1.457014E-02
-58.58000,48.55000,3.850597E-02,1.260731E-02
-57.95000,48.95000,3.723091E-02,1.204052E-02
-57.95000,54.78000,2.843192E-02,5.599515E-03
-56.86670,48.81670,3.914083E-02,1.278344E-02
-55.77000,47.10000,5.388909E-02,1.806464E-02
-55.67000,48.93000,3.987457E-02,1.302674E-02
-55.58000,51.37000,2.849731E-02,6.202516E-03
-54.59000,48.98000,4.028092E-02,1.300154E-02
-53.98000,47.30000,4.995864E-02,1.657232E-02
-53.12000,48.65000,4.198306E-02,1.328139E-02
-53.07000,46.65000,5.288374E-02,1.725812E-02
-52.95000,47.63000,4.648375E-02,1.502591E-02
-52.72000,47.57000,4.652647E-02,1.496220E-02
