# mean, investigation_time=50.0, imt="SA(2.0)"
lon,lat,depth,poe-0.001,poe-0.0012369738328770429,poe-0.0015301042632225221,poe-0.0018926989351798664,poe-0.0023412190563317373,poe-0.002896026709715442,poe-0.003582309259231001,poe-0.004431222814941891,poe-0.00548130666973087,poe-0.006780232920431492,poe-0.008386970703385248,poe-0.010374463297193916,poe-0.01283293962877216,poe-0.015874010519681996,poe-0.019635735635661532,poe-0.02428889117060458,poe-0.030044722807636117,poe-0.03716453592908995,poe-0.04597155845530296,poe-0.05686561486578711,poe-0.07034127757944245,poe-0.08701031973691085,poe-0.10762948870482365,poe-0.13313486117380213,poe-0.16468433951571093,poe-0.20371021866557323,poe-0.2519842099789747,poe-0.311697874042186,poe-0.38556211395358825,poe-0.47693024590934496,poe-0.5899502342974732,poe-0.7297530025256556,poe-0.90268536858769,poe-1.1165981802639393,poe-1.3812027308246178,poe-1.7085116359283647,poe-2.1133841868093364,poe-2.614200937899276,poe-3.233698154064028,poe-3.9999999999999996
-96.21670,50.56670,0.00000,1.906800E-01,1.632900E-01,1.384525E-01,1.161519E-01,9.632246E-02,7.886967E-02,6.368263E-02,5.063909E-02,3.960484E-02,3.043043E-02,2.294840E-02,1.697355E-02,1.230740E-02,8.746327E-03,6.091494E-03,4.158226E-03,2.783017E-03,1.827333E-03,1.178379E-03,7.475947E-04,4.677822E-04,2.896213E-04,1.780989E-04,1.091806E-04,6.691169E-05,4.103650E-05,2.515075E-05,1.534574E-05,9.268062E-06,5.502537E-06,3.188122E-06,1.789622E-06,9.665822E-07,4.990457E-07,2.448010E-07,1.134390E-07,4.938899E-08,2.009916E-08,7.607818E-09,2.665565E-09
-96.06000,50.27000,0.00000,1.872502E-01,1.603786E-01,1.360174E-01,1.141488E-01,9.470586E-02,7.759316E-02,6.269963E-02,4.990354E-02,3.907222E-02,3.005892E-02,2.270017E-02,1.681580E-02,1.221306E-02,8.694199E-03,6.065852E-03,4.148056E-03,2.781053E-03,1.829092E-03,1.181317E-03,7.504373E-04,4.700236E-04,2.911772E-04,1.790774E-04,1.097457E-04,6.721400E-05,4.118755E-05,2.522206E-05,1.537813E-05,9.282605E-06,5.509190E-06,3.191282E-06,1.791165E-06,9.673258E-07,4.993788E-07,2.449277E-07,1.134714E-07,4.938616E-08,2.008836E-08,7.598866E-09,2.660257E-09
-94.66670,53.86670,0.00000,2.028613E-01,1.734820E-01,1.468166E-01,1.228616E-01,1.015624E-01,8.283281E-02,6.656671E-02,5.264112E-02,4.091414E-02,3.122100E-02,2.337204E-02,1.715507E-02,1.234288E-02,8.704523E-03,6.017716E-03,4.079500E-03,2.713339E-03,1.772206E-03,1.138302E-03,7.205179E-04,4.507079E-04,2.795623E-04,1.725651E-04,1.063399E-04,6.555091E-05,4.042648E-05,2.489240E-05,1.523993E-05,9.224133E-06,5.482786E-06,3.178093E-06,1.784020E-06,9.633624E-07,4.972441E-07,2.438477E-07,1.129669E-07,4.917031E-08,2.000406E-08,7.568848E-09,2.650486E-09
-94.43000,49.82000,0.00000,1.888063E-01,1.622273E-01,1.380616E-01,1.163119E-01,9.692584E-02,7.981776E-02,6.488245E-02,5.200217E-02,4.104793E-02,3.187791E-02,2.433554E-02,1.824971E-02,1.343808E-02,9.713432E-03,6.891725E-03,4.800005E-03,3.282741E-03,2.205701E-03,1.457335E-03,9.481225E-04,6.085366E-04,3.862592E-04,2.431300E-04,1.521697E-04,9.488645E-05,5.898202E-05,3.650094E-05,2.241358E-05,1.358779E-05,8.082060E-06,4.684797E-06,2.628274E-06,1.417608E-06,7.304307E-07,3.573761E-07,1.650940E-07,7.162516E-08,2.903441E-08,1.094322E-08,3.816686E-09
-93.82000,51.05000,0.00000,2.070467E-01,1.781769E-01,1.518481E-01,1.280832E-01,1.068460E-01,8.806311E-02,7.163711E-02,5.745366E-02,4.538217E-02,3.527386E-02,2.696007E-02,2.025317E-02,1.495130E-02,1.084651E-02,7.734448E-03,5.423631E-03,3.742569E-03,2.543872E-03,1.705505E-03,1.129816E-03,7.411096E-04,4.824843E-04,3.124287E-04,2.015380E-04,1.295640E-04,8.292062E-05,5.268850E-05,3.310067E-05,2.045259E-05,1.235630E-05,7.253850E-06,4.112303E-06,2.237620E-06,1.161745E-06,5.722698E-07,2.660154E-07,1.160855E-07,4.732082E-08,1.793229E-08,6.287396E-09
-93.55000,49.80000,0.00000,1.939716E-01,1.670640E-01,1.425353E-01,1.204049E-01,1.006341E-01,8.314721E-02,6.784620E-02,5.461761E-02,4.333489E-02,3.385747E-02,2.602959E-02,1.968094E-02,1.463019E-02,1.069120E-02,7.680783E-03,5.426241E-03,3.771483E-03,2.580849E-03,1.740633E-03,1.158676E-03,7.626078E-04,4.972934E-04,3.219513E-04,2.072810E-04,1.328195E-04,8.465606E-05,5.355696E-05,3.350658E-05,2.062777E-05,1.242440E-05,7.276323E-06,4.117464E-06,2.237375E-06,1.160483E-06,5.712662E-07,2.654350E-07,1.158032E-07,4.719969E-08,1.788538E-08,6.270790E-09
-93.39000,48.61000,0.00000,1.693789E-01,1.456019E-01,1.240025E-01,1.045734E-01,8.726146E-02,7.198590E-02,5.864965E-02,4.714496E-02,3.735433E-02,2.914908E-02,2.238789E-02,1.691729E-02,1.257487E-02,9.195019E-03,6.615866E-03,4.685976E-03,3.269500E-03,2.249219E-03,1.527505E-03,1.025653E-03,6.821178E-04,4.501642E-04,2.952950E-04,1.927429E-04,1.251893E-04,8.081346E-05,5.171014E-05,3.266870E-05,2.027717E-05,1.229629E-05,7.241945E-06,4.117426E-06,2.246391E-06,1.169241E-06,5.773634E-07,2.690285E-07,1.176889E-07,4.809975E-08,1.827996E-08,6.430275E-09
-92.75000,49.78000,0.00000,1.973051E-01,1.700592E-01,1.451978E-01,1.227500E-01,1.026827E-01,8.492295E-02,6.937308E-02,5.591891E-02,4.443262E-02,3.477226E-02,2.678094E-02,2.028758E-02,1.511039E-02,1.106289E-02,7.961413E-03,5.632444E-03,3.918623E-03,2.682589E-03,1.808637E-03,1.202493E-03,7.897326E-04,5.133639E-04,3.310258E-04,2.121452E-04,1.352880E-04,8.584305E-05,5.410286E-05,3.375315E-05,2.074294E-05,1.248361E-05,7.310552E-06,4.138727E-06,2.250630E-06,1.168382E-06,5.756579E-07,2.676918E-07,1.168731E-07,4.766839E-08,1.807565E-08,6.342530E-09
-91.98000,50.07000,0.00000,2.037995E-01,1.757246E-01,1.500843E-01,1.269154E-01,1.061897E-01,8.783695E-02,7.176054E-02,5.784580E-02,4.596301E-02,3.596712E-02,2.769698E-02,2.097637E-02,1.561771E-02,1.142844E-02,8.218745E-03,5.809192E-03,4.036913E-03,2.759619E-03,1.857364E-03,1.232373E-03,8.074492E-04,5.234911E-04,3.365900E-04,2.150769E-04,1.367681E-04,8.656033E-05,5.443831E-05,3.390582E-05,2.081112E-05,1.251352E-05,7.323254E-06,4.143733E-06,2.252294E-06,1.168713E-06,5.755555E-07,2.675173E-07,1.167398E-07,4.758975E-08,1.803611E-08,6.324961E-09
-91.62000,48.75000,0.00000,1.809186E-01,1.557214E-01,1.327837E-01,1.121145E-01,9.367030E-02,7.737406E-02,6.312867E-02,5.082356E-02,4.033656E-02,3.153295E-02,2.426450E-02,1.837015E-02,1.367949E-02,1.001858E-02,7.217087E-03,5.115109E-03,3.568546E-03,2.452363E-03,1.661799E-03,1.111883E-03,7.357803E-04,4.824528E-04,3.140343E-04,2.032096E-04,1.308048E-04,8.370313E-05,5.313455E-05,3.334019E-05,2.057899E-05,1.242485E-05,7.293201E-06,4.136095E-06,2.252266E-06,1.170575E-06,5.773439E-07,2.687518E-07,1.174609E-07,4.796327E-08,1.821074E-08,6.399194E-09
-91.13000,49.25000,0.00000,1.928640E-01,1.661704E-01,1.418264E-01,1.198565E-01,1.002256E-01,8.286020E-02,6.766322E-02,5.452152E-02,4.330863E-02,3.388414E-02,2.609294E-02,1.976602E-02,1.472417E-02,1.078397E-02,7.765260E-03,5.498332E-03,3.829633E-03,2.625404E-03,1.773143E-03,1.181280E-03,7.775683E-04,5.066958E-04,3.275441E-04,2.104189E-04,1.344767E-04,8.548147E-05,5.394936E-05,3.369035E-05,2.071761E-05,1.247318E-05,7.306016E-06,4.136612E-06,2.249593E-06,1.167867E-06,5.754075E-07,2.675755E-07,1.168222E-07,4.764756E-08,1.806769E-08,6.339687E-09
-90.57000,49.25000,0.00000,1.942657E-01,1.673703E-01,1.428417E-01,1.207025E-01,1.009171E-01,8.341205E-02,6.809103E-02,5.484167E-02,4.353800E-02,3.403969E-02,2.619100E-02,1.982165E-02,1.475048E-02,1.079172E-02,7.762640E-03,5.491036E-03,3.821221E-03,2.617783E-03,1.767085E-03,1.176885E-03,7.746060E-04,5.048283E-04,3.264433E-04,2.098162E-04,1.341746E-04,8.534640E-05,5.389823E-05,3.367609E-05,2.071644E-05,1.247486E-05,7.307166E-06,4.136766E-06,2.249158E-06,1.167282E-06,5.749155E-07,2.672451E-07,1.166321E-07,4.755096E-08,1.802357E-08,6.321436E-09
-90.00000,53.83000,0.00000,2.078871E-01,1.778955E-01,1.506409E-01,1.261283E-01,1.043096E-01,8.510444E-02,6.841082E-02,5.410872E-02,4.205749E-02,3.209186E-02,2.401981E-02,1.762513E-02,1.267531E-02,8.933431E-03,6.171019E-03,4.179227E-03,2.776256E-03,1.810629E-03,1.160962E-03,7.333840E-04,4.577155E-04,2.832071E-04,1.743661E-04,1.071805E-04,6.591930E-05,4.057733E-05,2.495015E-05,1.526101E-05,9.232022E-06,5.486299E-06,3.180131E-06,1.785395E-06,9.642886E-07,4.978227E-07,2.441751E-07,1.131340E-07,4.924727E-08,2.003619E-08,7.581045E-09,2.654724E-09
-89.93000,48.83000,0.00000,1.913294E-01,1.647157E-01,1.404667E-01,1.185936E-01,9.905473E-02,8.177558E-02,6.666059E-02,5.359951E-02,4.246861E-02,3.312937E-02,2.542718E-02,1.919207E-02,1.424248E-02,1.039181E-02,7.456413E-03,5.263557E-03,3.657637E-03,2.504096E-03,1.690831E-03,1.127583E-03,7.439225E-04,4.864801E-04,3.159282E-04,2.040620E-04,1.311827E-04,8.387833E-05,5.322489E-05,3.339159E-05,2.060856E-05,1.244025E-05,7.299489E-06,4.137232E-06,2.251115E-06,1.168863E-06,5.758746E-07,2.677486E-07,1.168716E-07,4.765584E-08,1.806626E-08,6.337616E-09
-89.32000,48.40000,0.00000,1.902429E-01,1.635163E-01,1.392092E-01,1.173178E-01,9.778982E-02,8.054301E-02,6.547698E-02,5.247862E-02,4.142236E-02,3.216817E-02,2.455963E-02,1.842427E-02,1.357736E-02,9.828582E-03,6.990601E-03,4.887404E-03,3.361006E-03,2.275538E-03,1.518644E-03,1.000667E-03,6.523521E-04,4.217951E-04,2.711974E-04,1.737953E-04,1.111590E-04,7.093958E-05,4.506985E-05,2.838651E-05,1.762377E-05,1.071543E-05,6.336946E-06,3.620626E-06,1.985712E-06,1.039030E-06,5.157336E-07,2.415230E-07,1.061701E-07,4.359452E-08,1.664185E-08,5.879053E-09
-89.03000,50.30000,0.00000,2.230415E-01,1.919980E-01,1.636331E-01,1.379864E-01,1.150342E-01,9.471115E-02,7.692444E-02,6.156020E-02,4.848446E-02,3.754124E-02,2.855113E-02,2.131262E-02,1.560732E-02,1.120884E-02,7.893395E-03,5.450319E-03,3.690304E-03,2.450535E-03,1.596508E-03,1.021111E-03,6.418737E-04,3.972492E-04,2.426618E-04,1.467688E-04,8.818946E-05,5.278854E-05,3.151278E-05,1.873675E-05,1.105273E-05,6.429871E-06,3.662227E-06,2.026673E-06,1.081645E-06,5.528610E-07,2.688870E-07,1.236920E-07,5.351776E-08,2.166414E-08,8.163467E-09,2.849489E-09
-88.53000,48.78000,0.00000,2.077058E-01,1.785235E-01,1.519469E-01,1.279858E-01,1.065939E-01,8.769032E-02,7.117213E-02,5.692085E-02,4.480286E-02,3.466743E-02,2.634477E-02,1.964653E-02,1.436981E-02,1.030469E-02,7.243629E-03,4.991008E-03,3.370881E-03,2.231882E-03,1.449040E-03,9.229825E-04,5.773453E-04,3.552555E-04,2.155959E-04,1.294992E-04,7.730075E-05,4.602530E-05,2.739110E-05,1.628303E-05,9.632017E-06,5.633129E-06,3.231123E-06,1.802443E-06,9.699396E-07,4.997554E-07,2.448845E-07,1.134178E-07,4.936921E-08,2.009034E-08,7.604797E-09,2.664713E-09
-87.88000,52.23000,0.00000,2.356034E-01,2.023768E-01,1.720001E-01,1.445242E-01,1.199377E-01,9.818842E-02,7.919487E-02,6.284966E-02,4.901716E-02,3.752940E-02,2.818432E-02,2.074903E-02,1.496886E-02,1.058078E-02,7.328147E-03,4.973840E-03,3.309425E-03,2.159796E-03,1.383708E-03,8.713868E-04,5.404108E-04,3.308931E-04,2.006771E-04,1.209880E-04,7.276989E-05,4.377279E-05,2.634427E-05,1.582726E-05,9.445210E-06,5.560302E-06,3.203594E-06,1.792038E-06,9.658578E-07,4.980501E-07,2.441271E-07,1.130691E-07,4.920776E-08,2.001687E-08,7.572594E-09,2.651303E-09
-87.52000,49.68000,0.00000,2.304890E-01,1.983606E-01,1.690055E-01,1.424572E-01,1.186888E-01,9.763413E-02,7.920171E-02,6.327941E-02,4.973400E-02,3.840809E-02,2.911795E-02,2.165462E-02,1.578977E-02,1.128539E-02,7.905645E-03,5.428402E-03,3.654331E-03,2.412544E-03,1.562605E-03,9.935088E-04,6.205885E-04,3.813350E-04,2.309589E-04,1.382580E-04,8.208492E-05,4.850439E-05,2.859941E-05,1.683336E-05,9.865393E-06,5.725361E-06,3.265381E-06,1.814641E-06,9.742439E-07,5.013185E-07,2.454790E-07,1.136514E-07,4.946053E-08,2.012498E-08,7.617372E-09,2.668988E-09
-87.25000,48.80000,0.00000,2.217207E-01,1.908942E-01,1.627656E-01,1.373511E-01,1.146105E-01,9.446800E-02,7.682519E-02,6.156680E-02,4.856069E-02,3.765541E-02,2.867797E-02,2.143432E-02,1.571347E-02,1.129530E-02,7.960495E-03,5.500787E-03,3.727532E-03,2.477490E-03,1.615366E-03,1.033407E-03,6.488414E-04,4.000890E-04,2.426122E-04,1.450193E-04,8.573654E-05,5.033361E-05,2.944557E-05,1.719246E-05,1.000356E-05,5.772312E-06,3.278486E-06,1.816825E-06,9.736677E-07,5.004605E-07,2.448859E-07,1.133230E-07,4.929970E-08,2.005254E-08,7.586881E-09,2.656903E-09
-86.95000,49.73000,0.00000,2.376000E-01,2.046393E-01,1.744851E-01,1.471803E-01,1.227058E-01,1.010024E-01,8.198405E-02,6.554219E-02,5.154522E-02,3.983495E-02,3.022446E-02,2.249965E-02,1.642554E-02,1.175684E-02,8.250405E-03,5.677164E-03,3.831541E-03,2.537201E-03,1.649124E-03,1.052609E-03,6.601423E-04,4.071057E-04,2.471803E-04,1.480420E-04,8.769349E-05,5.153531E-05,3.013083E-05,1.755013E-05,1.017240E-05,5.843359E-06,3.304493E-06,1.824650E-06,9.752556E-07,5.003830E-07,2.445821E-07,1.131148E-07,4.919472E-08,2.000739E-08,7.569628E-09,2.650897E-09
-86.70000,50.17000,0.00000,2.441237E-01,2.102823E-01,1.792896E-01,1.512001E-01,1.260048E-01,1.036526E-01,8.406327E-02,6.713183E-02,5.272722E-02,4.068844E-02,3.082236E-02,2.290586E-02,1.669328E-02,1.192818E-02,8.357015E-03,5.741847E-03,3.870042E-03,2.559961E-03,1.662766E-03,1.061114E-03,6.657520E-04,4.109950E-04,2.499358E-04,1.499695E-04,8.898852E-05,5.235653E-05,3.061774E-05,1.781913E-05,1.031108E-05,5.910503E-06,3.335352E-06,1.838301E-06,9.811362E-07,5.028548E-07,2.455822E-07,1.134925E-07,4.932147E-08,2.004178E-08,7.575122E-09,2.649788E-09
-85.28000,48.60000,0.00000,3.120058E-01,2.728234E-01,2.362099E-01,2.023519E-01,1.713654E-01,1.433156E-01,1.182278E-01,9.609066E-02,7.685343E-02,6.042057E-02,4.664732E-02,3.533913E-02,2.625685E-02,1.912780E-02,1.366141E-02,9.566712E-03,6.568888E-03,4.422104E-03,2.917245E-03,1.884263E-03,1.190134E-03,7.340739E-04,4.416593E-04,2.591038E-04,1.483440E-04,8.308799E-05,4.571289E-05,2.483044E-05,1.338062E-05,7.173197E-06,3.822010E-06,2.013654E-06,1.040174E-06,5.214778E-07,2.511447E-07,1.151046E-07,4.979726E-08,2.019351E-08,7.628666E-09,2.670410E-09
-85.22000,50.02000,0.00000,2.953480E-01,2.570389E-01,2.214409E-01,1.887112E-01,1.589359E-01,1.321509E-01,1.083529E-01,8.750252E-02,6.952113E-02,5.428560E-02,4.162494E-02,3.132175E-02,2.311990E-02,1.673777E-02,1.188474E-02,8.278015E-03,5.657027E-03,3.793380E-03,2.495862E-03,1.610865E-03,1.019420E-03,6.322625E-04,3.842110E-04,2.287963E-04,1.336317E-04,7.667462E-05,4.331412E-05,2.414656E-05,1.330720E-05,7.251970E-06,3.900750E-06,2.061871E-06,1.063948E-06,5.316284E-07,2.550151E-07,1.164442E-07,5.022066E-08,2.031464E-08,7.659271E-09,2.676739E-09
-84.78000,47.98000,0.00000,3.315984E-01,2.910704E-01,2.530540E-01,2.177607E-01,1.853260E-01,1.558303E-01,1.293122E-01,1.057739E-01,8.518036E-02,6.745468E-02,5.247306E-02,4.006191E-02,2.999989E-02,2.202602E-02,1.585328E-02,1.118593E-02,7.737405E-03,5.245604E-03,3.483386E-03,2.263141E-03,1.436167E-03,8.884500E-04,5.347921E-04,3.128317E-04,1.778163E-04,9.837350E-05,5.316706E-05,2.823040E-05,1.482376E-05,7.740420E-06,4.027364E-06,2.081667E-06,1.060560E-06,5.268891E-07,2.523454E-07,1.152850E-07,4.978577E-08,2.016913E-08,7.615440E-09,2.664877E-09
-84.78000,49.22000,0.00000,3.281785E-01,2.873455E-01,2.490759E-01,2.135962E-01,1.810555E-01,1.515452E-01,1.251120E-01,1.017601E-01,8.144919E-02,6.408785E-02,4.952933E-02,3.757121E-02,2.796177E-02,2.041289E-02,1.461754E-02,1.026894E-02,7.077988E-03,4.786508E-03,3.174894E-03,2.064300E-03,1.314456E-03,8.187902E-04,4.984357E-04,2.963312E-04,1.720637E-04,9.766253E-05,5.428145E-05,2.961365E-05,1.589775E-05,8.413788E-06,4.391352E-06,2.255750E-06,1.135164E-06,5.557545E-07,2.624881E-07,1.185394E-07,5.074580E-08,2.043120E-08,7.681654E-09,2.680377E-09
-84.33000,46.52000,0.00000,3.852904E-01,3.405688E-01,2.981220E-01,2.582693E-01,2.212444E-01,1.872157E-01,1.563011E-01,1.285765E-01,1.040760E-01,8.278563E-02,6.463356E-02,4.948118E-02,3.711956E-02,2.727566E-02,1.962859E-02,1.383324E-02,9.546127E-03,6.448000E-03,4.259361E-03,2.747748E-03,1.727820E-03,1.056723E-03,6.272614E-04,3.608311E-04,2.011007E-04,1.087760E-04,5.735536E-05,2.969438E-05,1.523214E-05,7.805677E-06,4.011361E-06,2.061058E-06,1.048856E-06,5.218822E-07,2.505727E-07,1.147595E-07,4.966304E-08,2.015476E-08,7.622442E-09,2.670924E-09
-83.67000,49.68000,0.00000,3.646768E-01,3.207047E-01,2.792031E-01,2.404941E-01,2.048000E-01,1.722668E-01,1.429807E-01,1.169753E-01,9.423184E-02,7.467449E-02,5.816633E-02,4.450849E-02,3.344569E-02,2.467877E-02,1.788296E-02,1.272860E-02,8.900927E-03,6.115485E-03,4.127567E-03,2.735505E-03,1.779022E-03,1.134493E-03,7.089056E-04,4.337938E-04,2.598257E-04,1.522589E-04,8.723740E-05,4.882073E-05,2.664898E-05,1.416551E-05,7.321607E-06,3.675560E-06,1.791022E-06,8.466957E-07,3.880043E-07,1.720577E-07,7.362064E-08,3.028065E-08,1.191984E-08,4.471096E-09
