# mean, investigation_time=50.0
lon,lat,0.02~SA(2.0),0.02~SA(10.0),0.1~SA(2.0),0.1~SA(10.0)
-82.57000,42.08000,2.648504E-02,1.932209E-03,7.431807E-03,0.000000E+00
-82.47000,45.92000,2.804342E-02,2.329254E-03,8.890992E-03,6.499503E-04
-82.43000,42.88000,2.658241E-02,2.091049E-03,8.045544E-03,5.474950E-04
-82.43000,49.42000,2.429369E-02,1.815701E-03,6.932552E-03,0.000000E+00
-82.43000,52.93000,1.311063E-02,8.273943E-04,3.426129E-03,0.000000E+00
-82.38000,42.60000,2.706013E-02,2.083474E-03,8.023531E-03,5.316735E-04
-82.38000,42.97000,2.677588E-02,2.119460E-03,8.182162E-03,5.623480E-04
-82.18000,42.40000,2.811796E-02,2.134539E-03,8.275983E-03,5.404887E-04
-82.18000,42.58000,2.798877E-02,2.155804E-03,8.362517E-03,5.573133E-04
-82.15000,42.87000,2.788438E-02,2.197762E-03,8.547909E-03,5.884812E-04
-82.12000,42.95000,2.798241E-02,2.217736E-03,8.640801E-03,6.002480E-04
-82.00000,43.10000,2.850909E-02,2.281645E-03,8.933300E-03,6.318917E-04
-81.88000,42.95000,2.913593E-02,2.312716E-03,9.071226E-03,6.368857E-04
-81.85000,43.15000,2.921843E-02,2.347678E-03,9.229218E-03,6.573848E-04
-81.77000,46.25000,3.211103E-02,2.662968E-03,1.019510E-02,7.442889E-04
-81.72000,42.75000,3.006714E-02,2.355564E-03,9.265233E-03,6.428563E-04
-81.72000,43.75000,3.011614E-02,2.480012E-03,9.823161E-03,7.217234E-04
-81.68000,43.15000,3.007189E-02,2.420606E-03,9.548835E-03,6.831622E-04
-81.63000,42.95000,3.039602E-02,2.418747E-03,9.540442E-03,6.742065E-04
-81.63000,44.18000,3.087469E-02,2.571106E-03,1.021319E-02,7.604163E-04
-81.63000,49.28000,3.099003E-02,2.192196E-03,8.488709E-03,5.250202E-04
-81.60000,42.60000,3.068604E-02,2.385103E-03,9.400465E-03,6.462271E-04
-81.55000,43.13000,3.073072E-02,2.477788E-03,9.797059E-03,7.026597E-04
-81.53000,43.62000,3.098280E-02,2.549552E-03,1.013382E-02,7.448549E-04
-81.50000,42.67000,3.113164E-02,2.437592E-03,9.628644E-03,6.682620E-04
-81.48000,43.35000,3.112093E-02,2.538689E-03,1.007740E-02,7.332961E-04
-81.47000,43.28000,3.115461E-02,2.534324E-03,1.005466E-02,7.292042E-04
-81.40000,43.18000,3.152418E-02,2.554167E-03,1.014221E-02,7.329600E-04
-81.40000,43.55000,3.163083E-02,2.601222E-03,1.036941E-02,7.629486E-04
-81.40000,44.43000,3.233872E-02,2.712232E-03,1.078021E-02,8.115987E-04
-81.38000,44.48000,3.250753E-02,2.728803E-03,1.084371E-02,8.171896E-04
-81.33000,48.47000,3.158372E-02,2.474574E-03,9.311123E-03,6.272777E-04
-81.32000,43.88000,3.227763E-02,2.682564E-03,1.070219E-02,7.995779E-04
-81.25000,44.98000,3.396764E-02,2.863209E-03,1.132853E-02,8.568596E-04
-81.23000,42.98000,3.249774E-02,2.607295E-03,1.038705E-02,7.449776E-04
-81.22000,42.67000,3.249465E-02,2.559740E-03,1.017743E-02,7.135363E-04
-81.20000,42.78000,3.260754E-02,2.587555E-03,1.029930E-02,7.290101E-04
-81.20000,43.47000,3.270659E-02,2.688402E-03,1.073903E-02,7.944481E-04
-81.20000,46.58000,3.646110E-02,3.006873E-03,1.152609E-02,8.407033E-04
-81.17000,48.50000,3.287521E-02,2.555526E-03,9.640127E-03,6.465403E-04
-81.15000,44.12000,3.343670E-02,2.799736E-03,1.118189E-02,8.433755E-04
-81.15000,44.75000,3.423229E-02,2.888553E-03,1.147902E-02,8.712147E-04
-81.13000,43.25000,3.306592E-02,2.695096E-03,1.076557E-02,7.901014E-04
-81.08000,42.88000,3.328351E-02,2.661349E-03,1.061955E-02,7.619768E-04
-81.08000,44.28000,3.400626E-02,2.857848E-03,1.141366E-02,8.646626E-04
-81.07000,42.98000,3.339454E-02,2.684549E-03,1.071925E-02,7.750785E-04
-81.03000,44.15000,3.415739E-02,2.865047E-03,1.146267E-02,8.675313E-04
-81.02000,49.07000,3.464000E-02,2.482083E-03,9.532509E-03,5.984981E-04
-81.00000,43.07000,3.384186E-02,2.734603E-03,1.094033E-02,7.982013E-04
-81.00000,46.50000,3.821927E-02,3.158088E-03,1.211651E-02,8.862411E-04
-80.95000,43.37000,3.417868E-02,2.802656E-03,1.124107E-02,8.332179E-04
-80.95000,43.73000,3.430467E-02,2.848966E-03,1.143676E-02,8.585103E-04
-80.93000,44.57000,3.526518E-02,2.977633E-03,1.189636E-02,9.066943E-04
-80.92000,43.57000,3.441557E-02,2.843685E-03,1.142180E-02,8.535893E-04
-80.90000,43.15000,3.447640E-02,2.797813E-03,1.122134E-02,8.240583E-04
-80.88000,43.03000,3.453474E-02,2.787178E-03,1.117498E-02,8.161519E-04
-80.83000,43.32000,3.493900E-02,2.857281E-03,1.148893E-02,8.514438E-04
-80.82000,42.65000,3.447279E-02,2.731780E-03,1.094055E-02,7.818115E-04
-80.82000,44.17000,3.537936E-02,2.970915E-03,1.193875E-02,9.074719E-04
-80.75000,43.13000,3.541440E-02,2.869441E-03,1.154844E-02,8.494781E-04
-80.73000,42.85000,3.516437E-02,2.819621E-03,1.132444E-02,8.228450E-04
-80.73000,43.98000,3.571801E-02,2.986342E-03,1.203982E-02,9.125846E-04
-80.72000,51.32000,1.928735E-02,1.415300E-03,5.565778E-03,0.000000E+00
-80.68000,48.77000,3.633392E-02,2.732283E-03,1.040839E-02,6.850116E-04
-80.65000,44.32000,3.646025E-02,3.068435E-03,1.235475E-02,9.421110E-04
-80.62000,43.30000,3.638038E-02,2.961118E-03,1.196864E-02,8.870027E-04
-80.53000,43.17000,3.697394E-02,2.986804E-03,1.209012E-02,8.911413E-04
-80.52000,43.47000,3.701862E-02,3.029701E-03,1.227892E-02,9.158108E-04
-80.48000,43.45000,3.733438E-02,3.048390E-03,1.236656E-02,9.209889E-04
-80.47000,48.53000,3.729698E-02,2.926732E-03,1.109125E-02,7.642626E-04
-80.39400,44.17000,3.758278E-02,3.150670E-03,1.274423E-02,9.688703E-04
-80.38000,43.20000,3.825881E-02,3.074174E-03,1.249425E-02,9.189526E-04
-80.37000,43.70000,3.774324E-02,3.114590E-03,1.266191E-02,9.509688E-04
-80.32000,42.77000,3.713658E-02,2.970626E-03,1.203624E-02,8.781660E-04
-80.32000,43.38000,3.881000E-02,3.131996E-03,1.276211E-02,9.428797E-04
-80.30000,42.83000,3.748725E-02,3.000104E-03,1.216851E-02,8.889974E-04
-80.27000,43.13000,3.919688E-02,3.122905E-03,1.272784E-02,9.308333E-04
-80.25000,43.55000,3.891788E-02,3.169616E-03,1.292222E-02,9.615344E-04
-80.22000,44.48000,3.880670E-02,3.266364E-03,1.316647E-02,1.005097E-03
-80.20400,44.07600,3.845832E-02,3.210655E-03,1.302610E-02,9.880024E-04
-80.20000,42.78000,3.780783E-02,3.022553E-03,1.227671E-02,8.963525E-04
-80.10000,42.88000,3.906678E-02,3.110349E-03,1.267770E-02,9.246119E-04
-80.10000,43.92000,3.904836E-02,3.236980E-03,1.317072E-02,9.941944E-04
-80.05000,42.97000,4.027837E-02,3.181096E-03,1.300139E-02,9.455478E-04
-80.03000,45.35000,4.253958E-02,3.564909E-03,1.402933E-02,1.058394E-03
-80.03000,48.15000,4.208535E-02,3.387684E-03,1.299440E-02,9.295856E-04
-79.93000,43.07000,4.309326E-02,3.309905E-03,1.363007E-02,9.809112E-04
-79.92000,43.65000,4.132466E-02,3.330087E-03,1.362996E-02,1.010427E-03
-79.92000,44.78000,4.102872E-02,3.454377E-03,1.382119E-02,1.052599E-03
-79.92000,46.37000,5.002151E-02,4.053606E-03,1.568841E-02,1.132058E-03
-79.88000,43.52000,4.323364E-02,3.387027E-03,1.393572E-02,1.016860E-03
-79.88000,44.27000,4.019642E-02,3.362063E-03,1.362574E-02,1.034881E-03
-79.88000,44.75000,4.115729E-02,3.464086E-03,1.387098E-02,1.056221E-03
-79.87000,44.15000,4.018105E-02,3.348803E-03,1.360394E-02,1.030606E-03
-79.87000,44.58000,4.076664E-02,3.427384E-03,1.378972E-02,1.050253E-03
-79.87000,47.82000,4.603875E-02,3.700307E-03,1.426340E-02,1.028204E-03
-79.86000,43.25000,4.590015E-02,3.435308E-03,1.424649E-02,1.013999E-03
-79.82000,44.87000,4.186044E-02,3.522068E-03,1.404917E-02,1.068047E-03
-79.82000,47.72000,4.733874E-02,3.804443E-03,1.468403E-02,1.057818E-03
-79.80000,43.32000,4.664231E-02,3.481764E-03,1.446380E-02,1.027510E-03
-79.78000,47.07000,5.492186E-02,4.312609E-03,1.666711E-02,1.176730E-03
-79.77000,43.68000,4.256151E-02,3.407304E-03,1.397309E-02,1.031474E-03
-79.68000,43.45000,4.699018E-02,3.540376E-03,1.469752E-02,1.048585E-03
-79.67000,44.40000,4.142183E-02,3.469346E-03,1.402474E-02,1.065139E-03
-79.67000,47.50000,5.115512E-02,4.090936E-03,1.585692E-02,1.135648E-03
-79.65000,43.58000,4.546336E-02,3.516311E-03,1.452442E-02,1.051554E-03
-79.63000,47.45000,5.232450E-02,4.171225E-03,1.617062E-02,1.156564E-03
-79.62000,42.90000,4.445473E-02,3.375133E-03,1.394394E-02,9.975843E-04
-79.61000,43.68000,4.444821E-02,3.504558E-03,1.442534E-02,1.055372E-03
-79.60000,43.78000,4.332327E-02,3.479348E-03,1.427257E-02,1.055304E-03
-79.58000,43.55000,4.696214E-02,3.575022E-03,1.482657E-02,1.063563E-03
-79.57000,43.20000,4.889868E-02,3.589034E-03,1.497117E-02,1.049997E-03
-79.57000,43.70000,4.469053E-02,3.523195E-03,1.450707E-02,1.061301E-03
-79.57000,44.12000,4.181890E-02,3.467875E-03,1.411665E-02,1.064732E-03
-79.55000,43.10000,4.836368E-02,3.556170E-03,1.481928E-02,1.040526E-03
-79.55000,44.47000,4.216310E-02,3.533462E-03,1.425600E-02,1.082296E-03
-79.47000,44.00000,4.276916E-02,3.510716E-03,1.433919E-02,1.074418E-03
-79.47000,44.05000,4.257072E-02,3.509182E-03,1.431529E-02,1.075472E-03
-79.47000,46.32000,5.829102E-02,4.610782E-03,1.782528E-02,1.269426E-03
-79.45000,43.87000,4.385258E-02,3.540165E-03,1.451807E-02,1.077026E-03
-79.43000,47.33000,5.788465E-02,4.532434E-03,1.756922E-02,1.247140E-03
-79.42000,43.77000,4.556235E-02,3.592041E-03,1.481484E-02,1.084633E-03
-79.42000,44.62000,4.322635E-02,3.627508E-03,1.456299E-02,1.105130E-03
-79.40000,45.62000,4.903044E-02,4.062092E-03,1.592517E-02,1.179818E-03
-79.40000,45.77000,5.042471E-02,4.155962E-03,1.624193E-02,1.197026E-03
-79.38000,43.65000,4.814047E-02,3.670072E-03,1.526850E-02,1.096282E-03
-79.38000,45.83000,5.125262E-02,4.213469E-03,1.644616E-02,1.209334E-03
-79.37000,44.92000,4.467076E-02,3.748497E-03,1.491775E-02,1.128616E-03
-79.37000,45.98000,5.325187E-02,4.343830E-03,1.690125E-02,1.234223E-03
-79.30000,45.03000,4.566650E-02,3.826816E-03,1.518695E-02,1.146025E-03
-79.28000,43.03000,4.983944E-02,3.643600E-03,1.526270E-02,1.067978E-03
-79.27000,43.87000,4.554758E-02,3.640358E-03,1.500954E-02,1.108498E-03
-79.25000,42.98000,4.947893E-02,3.625285E-03,1.517504E-02,1.063874E-03
-79.25000,43.17000,5.095910E-02,3.721323E-03,1.561807E-02,1.091252E-03
-79.25000,43.78000,4.729600E-02,3.691111E-03,1.532074E-02,1.115964E-03
-79.23000,42.90000,4.862847E-02,3.577788E-03,1.495677E-02,1.052178E-03
-79.22000,45.33000,4.809095E-02,4.013807E-03,1.582981E-02,1.183633E-03
-79.15000,44.43000,4.425108E-02,3.700114E-03,1.499843E-02,1.137787E-03
-79.12000,44.10000,4.459951E-02,3.670495E-03,1.505926E-02,1.132405E-03
-79.10000,43.82000,4.806276E-02,3.755243E-03,1.565007E-02,1.141955E-03
-79.10000,46.72000,1.082571E-01,6.778353E-03,2.680920E-02,1.631844E-03
-79.07000,43.10000,5.140250E-02,3.755889E-03,1.583729E-02,1.108980E-03
-79.05000,42.88000,4.955488E-02,3.634837E-03,1.527594E-02,1.075058E-03
-79.03000,43.85000,4.811866E-02,3.775567E-03,1.575761E-02,1.152909E-03
-79.03000,44.35000,4.480027E-02,3.736620E-03,1.522685E-02,1.154402E-03
-79.02000,48.23000,4.493844E-02,3.796864E-03,1.479521E-02,1.120630E-03
-79.02000,48.25000,4.468653E-02,3.778520E-03,1.472115E-02,1.115634E-03
-78.95000,43.95000,4.689823E-02,3.769932E-03,1.564824E-02,1.161282E-03
-78.95000,44.10000,4.558806E-02,3.745864E-03,1.543082E-02,1.160416E-03
-78.93000,42.90000,5.024388E-02,3.685284E-03,1.554221E-02,1.095049E-03
-78.93000,43.87000,4.825216E-02,3.806572E-03,1.590365E-02,1.167499E-03
-78.85000,43.90000,4.802631E-02,3.822792E-03,1.595439E-02,1.177522E-03
-78.80000,44.65000,4.692605E-02,3.935239E-03,1.595110E-02,1.211858E-03
-78.75000,44.53000,4.675452E-02,3.914905E-03,1.594742E-02,1.211794E-03
-78.73000,44.35000,4.641659E-02,3.869736E-03,1.586145E-02,1.202829E-03
-78.73000,44.92000,4.873953E-02,4.088123E-03,1.644454E-02,1.248501E-03
-78.70000,46.32000,8.023515E-02,5.918371E-03,2.297615E-02,1.569575E-03
-78.68000,43.91000,4.835474E-02,3.871366E-03,1.614759E-02,1.196025E-03
-78.65000,44.78000,4.842474E-02,4.062457E-03,1.643574E-02,1.250063E-03
-78.58000,43.92000,4.854699E-02,3.899775E-03,1.624116E-02,1.205195E-03
-78.52000,45.05000,5.110670E-02,4.282984E-03,1.722647E-02,1.306667E-03
-78.47000,44.20000,4.762987E-02,3.947116E-03,1.622073E-02,1.225895E-03
-78.32000,44.30000,4.837732E-02,4.029168E-03,1.649179E-02,1.250939E-03
-78.30000,43.95000,4.940376E-02,3.989905E-03,1.654942E-02,1.232673E-03
-78.27000,44.43000,4.892906E-02,4.090545E-03,1.668987E-02,1.268474E-03
-78.17000,43.97000,4.982865E-02,4.033815E-03,1.670171E-02,1.246707E-03
-78.13000,48.13000,5.030293E-02,4.360358E-03,1.757793E-02,1.392315E-03
-78.12000,48.57000,4.541244E-02,4.004738E-03,1.602542E-02,1.285960E-03
-77.98000,44.38000,5.038242E-02,4.205416E-03,1.715081E-02,1.301650E-03
-77.95000,44.30000,5.037174E-02,4.189354E-03,1.711803E-02,1.296763E-03
-77.88000,44.00000,5.101753E-02,4.139871E-03,1.709226E-02,1.278379E-03
-77.85000,45.05000,5.641878E-02,4.754557E-03,1.916891E-02,1.465476E-03
-77.80000,44.30000,5.124867E-02,4.260682E-03,1.739502E-02,1.317272E-03
-77.78000,48.10000,5.178584E-02,4.500936E-03,1.840059E-02,1.465489E-03
-77.73000,44.03000,5.169941E-02,4.203640E-03,1.732769E-02,1.297250E-03
-77.58000,44.10000,5.241341E-02,4.288766E-03,1.761276E-02,1.322802E-03
-77.57000,46.13000,8.103789E-02,6.378130E-03,2.543802E-02,1.867637E-03
-77.55000,44.30000,5.280389E-02,4.390696E-03,1.790144E-02,1.356272E-03
-77.50000,46.10000,8.124082E-02,6.401790E-03,2.557653E-02,1.881652E-03
-77.42000,45.55000,7.087396E-02,5.803275E-03,2.340243E-02,1.773000E-03
-77.38300,44.16700,5.363607E-02,4.412705E-03,1.806245E-02,1.361048E-03
-77.33000,45.90000,8.051709E-02,6.380643E-03,2.557314E-02,1.895068E-03
-77.23000,48.38000,4.982309E-02,4.397227E-03,1.804452E-02,1.459479E-03
-77.13000,44.00000,5.345335E-02,4.410889E-03,1.803945E-02,1.362943E-03
-77.12000,45.82000,8.139839E-02,6.461700E-03,2.599667E-02,1.932270E-03
-77.05000,44.20000,5.549940E-02,4.621451E-03,1.885071E-02,1.436038E-03
-76.95000,44.25000,5.643944E-02,4.730379E-03,1.931281E-02,1.480947E-03
-76.73000,45.85000,8.436451E-02,6.694013E-03,2.708935E-02,2.009830E-03
-76.68000,45.47000,8.007405E-02,6.434309E-03,2.613385E-02,1.963145E-03
-76.60000,45.73000,8.471391E-02,6.726496E-03,2.723121E-02,2.022803E-03
-76.48000,44.23000,5.964497E-02,5.043143E-03,2.074392E-02,1.613405E-03
-76.48000,45.60000,8.463444E-02,6.730299E-03,2.728043E-02,2.029993E-03
-76.47000,44.23000,5.972670E-02,5.050170E-03,2.077908E-02,1.616359E-03
-76.35000,45.43000,8.356369E-02,6.676405E-03,2.714814E-02,2.028115E-03
-76.25000,44.90000,7.137492E-02,5.968844E-03,2.470679E-02,1.905746E-03
-76.20000,45.23000,8.101626E-02,6.550002E-03,2.676991E-02,2.015789E-03
-76.17000,44.33000,6.363627E-02,5.372936E-03,2.234395E-02,1.741381E-03
-76.15000,45.13000,7.886284E-02,6.440789E-03,2.638491E-02,2.000084E-03
-76.05000,46.10000,8.705820E-02,6.861526E-03,2.921062E-02,2.129799E-03
-76.02000,44.90000,7.499421E-02,6.213753E-03,2.568214E-02,1.965479E-03
-75.97000,46.38000,8.562569E-02,6.731139E-03,2.918096E-02,2.124085E-03
-75.93000,45.64000,8.966503E-02,7.095267E-03,2.916547E-02,2.144586E-03
-75.91000,45.31000,8.812522E-02,6.979364E-03,2.854512E-02,2.110182E-03
-75.83000,45.40000,9.043712E-02,7.131625E-03,2.919892E-02,2.145971E-03
-75.76000,45.28000,9.088840E-02,7.137570E-03,2.929086E-02,2.148348E-03
-75.73000,45.43000,9.229687E-02,7.246995E-03,2.976317E-02,2.176177E-03
-75.69000,45.42000,9.308352E-02,7.289674E-03,2.997355E-02,2.186592E-03
-75.68000,44.59000,7.451100E-02,6.128435E-03,2.573621E-02,1.963150E-03
-75.67000,45.32000,9.348847E-02,7.287875E-03,2.997120E-02,2.182844E-03
-75.65000,45.50000,9.354030E-02,7.326773E-03,3.023793E-02,2.202258E-03
-75.64000,45.02000,8.903274E-02,6.984626E-03,2.892904E-02,2.126593E-03
-75.62000,44.63000,7.696353E-02,6.274935E-03,2.634558E-02,1.996453E-03
-75.52000,44.72000,8.321286E-02,6.600380E-03,2.778591E-02,2.064456E-03
-75.52000,45.48000,9.626603E-02,7.466777E-03,3.094175E-02,2.237475E-03
-75.50000,46.55000,8.456804E-02,6.695527E-03,2.926393E-02,2.151161E-03
-75.42000,45.58000,9.659113E-02,7.483207E-03,3.139096E-02,2.260520E-03
-75.41700,45.53300,9.756415E-02,7.529905E-03,3.147782E-02,2.263897E-03
-75.29000,45.55000,9.856973E-02,7.600536E-03,3.191944E-02,2.290556E-03
-75.25000,45.60000,9.742601E-02,7.557622E-03,3.187124E-02,2.292524E-03
-75.18000,44.90000,1.003231E-01,7.496687E-03,3.171445E-02,2.250324E-03
-74.73000,45.03000,1.078947E-01,8.023714E-03,3.389836E-02,2.386165E-03
-74.63000,45.32000,1.098277E-01,8.227144E-03,3.455816E-02,2.440609E-03
-74.62000,45.60000,1.014863E-01,7.873277E-03,3.340346E-02,2.403719E-03
-74.60000,46.12000,9.040436E-02,7.196451E-03,3.139912E-02,2.314913E-03
-74.33000,45.65000,1.030574E-01,7.981580E-03,3.387851E-02,2.443666E-03
-74.28000,46.05000,9.220778E-02,7.360442E-03,3.191173E-02,2.361428E-03
-74.14000,45.40000,1.119288E-01,8.400934E-03,3.532335E-02,2.504616E-03
-74.13000,45.25000,1.123514E-01,8.401553E-03,3.531515E-02,2.496570E-03
-74.00000,45.78000,1.042786E-01,8.030082E-03,3.408948E-02,2.471111E-03
-73.98000,45.38000,1.126479E-01,8.446097E-03,3.547156E-02,2.516768E-03
-73.93000,45.42000,1.125416E-01,8.445921E-03,3.547310E-02,2.520720E-03
-73.90000,45.56000,1.111061E-01,8.377559E-03,3.526013E-02,2.518722E-03
-73.88000,45.53000,1.116373E-01,8.405357E-03,3.534449E-02,2.521897E-03
-73.87000,45.43000,1.125550E-01,8.449832E-03,3.547786E-02,2.523670E-03
-73.87000,45.48000,1.122139E-01,8.433863E-03,3.543835E-02,2.523949E-03
-73.80000,45.35000,1.126731E-01,8.448928E-03,3.544935E-02,2.520725E-03
-73.80000,45.63000,1.104268E-01,8.342847E-03,3.512778E-02,2.519242E-03
-73.75000,45.45000,1.123873E-01,8.442424E-03,3.544350E-02,2.526810E-03
-73.75000,45.58000,1.112855E-01,8.388629E-03,3.527163E-02,2.525101E-03
-73.67000,45.50000,1.118407E-01,8.416507E-03,3.533595E-02,2.527213E-03
-73.63000,45.60000,1.107748E-01,8.364734E-03,3.513952E-02,2.524629E-03
-73.63000,45.69000,1.094895E-01,8.297752E-03,3.490066E-02,2.517931E-03
-73.62000,45.52000,1.114226E-01,8.396365E-03,3.524272E-02,2.525925E-03
-73.58000,45.05000,1.073418E-01,8.140316E-03,3.402550E-02,2.451586E-03
-73.57000,45.45000,1.113001E-01,8.385139E-03,3.517338E-02,2.521439E-03
-73.55400,45.50900,1.109776E-01,8.371552E-03,3.513051E-02,2.522784E-03
-73.52000,45.63000,1.096834E-01,8.310417E-03,3.489945E-02,2.519215E-03
-73.50000,45.50000,1.103817E-01,8.340522E-03,3.498951E-02,2.518350E-03
-73.47000,45.45000,1.100731E-01,8.319284E-03,3.490015E-02,2.513008E-03
-73.45000,46.02000,9.841271E-02,7.791113E-03,3.278732E-02,2.448395E-03
-73.43000,45.68000,1.079464E-01,8.228432E-03,3.453676E-02,2.509614E-03
-73.42000,45.50000,1.091667E-01,8.277049E-03,3.472927E-02,2.509932E-03
-73.35000,45.78000,1.046584E-01,8.090800E-03,3.391092E-02,2.491457E-03
-73.28000,45.45000,1.057803E-01,8.107899E-03,3.401927E-02,2.482175E-03
-73.26000,45.31000,1.043503E-01,8.024015E-03,3.363969E-02,2.459958E-03
-73.23000,45.35000,1.036634E-01,7.996307E-03,3.354468E-02,2.458890E-03
-73.23000,45.85000,1.003985E-01,7.927686E-03,3.310754E-02,2.468131E-03
-73.20000,45.57000,1.029469E-01,7.999066E-03,3.353555E-02,2.471731E-03
-73.12000,46.03000,9.584707E-02,7.728149E-03,3.227247E-02,2.443509E-03
-72.98000,45.12000,9.207580E-02,7.387154E-03,3.120029E-02,2.353840E-03
-72.98000,45.28000,9.299609E-02,7.480094E-03,3.151866E-02,2.379816E-03
-72.95000,45.62000,9.320614E-02,7.578318E-03,3.173760E-02,2.412271E-03
-72.95000,46.25000,9.297351E-02,7.593680E-03,3.180878E-02,2.434995E-03
-72.78000,47.43000,8.106353E-02,6.942713E-03,3.001191E-02,2.353000E-03
-72.75000,45.20000,8.478732E-02,7.037002E-03,2.996391E-02,2.311809E-03
-72.75000,46.55000,9.014548E-02,7.475734E-03,3.153714E-02,2.437707E-03
-72.73000,45.40000,8.535645E-02,7.119529E-03,3.021684E-02,2.337532E-03
-72.62000,45.10000,8.127202E-02,6.814162E-03,2.920442E-02,2.273045E-03
-72.57000,45.20000,8.097471E-02,6.818939E-03,2.923127E-02,2.282011E-03
-72.57000,45.65000,8.462127E-02,7.123612E-03,3.020465E-02,2.354114E-03
-72.55000,46.35000,9.409076E-02,7.687343E-03,3.223324E-02,2.470681E-03
-72.52000,45.35000,8.110287E-02,6.858557E-03,2.937073E-02,2.298993E-03
-72.48000,45.88000,8.727855E-02,7.293284E-03,3.077675E-02,2.392683E-03
-72.45000,48.65000,1.011965E-01,7.736375E-03,3.251150E-02,2.373915E-03
-72.28000,46.40000,9.491367E-02,7.759267E-03,3.261921E-02,2.498962E-03
-72.23000,48.52000,1.197388E-01,8.721342E-03,3.658061E-02,2.574633E-03
-72.23000,48.88000,9.806651E-02,7.550206E-03,3.167290E-02,2.317167E-03
-72.15000,45.67000,8.025738E-02,6.852118E-03,2.945750E-02,2.326367E-03
-72.13000,45.27000,7.689187E-02,6.562081E-03,2.845624E-02,2.254213E-03
-72.10000,45.04000,7.567351E-02,6.428688E-03,2.802317E-02,2.217139E-03
-72.00000,45.57000,7.829704E-02,6.703885E-03,2.900545E-02,2.300398E-03
-71.97000,46.05000,8.513242E-02,7.204512E-03,3.074054E-02,2.410132E-03
-71.93000,45.77000,8.007101E-02,6.849075E-03,2.955662E-02,2.338731E-03
-71.90000,45.42000,7.666768E-02,6.564485E-03,2.854186E-02,2.269228E-03
-71.85000,45.37000,7.618117E-02,6.518440E-03,2.839641E-02,2.258873E-03
-71.80000,45.13000,7.491252E-02,6.373914E-03,2.791888E-02,2.218029E-03
-71.78000,46.22000,8.785486E-02,7.390826E-03,3.155832E-02,2.460639E-03
-71.65000,48.55000,1.394130E-01,9.976226E-03,4.143984E-02,2.817885E-03
-71.40000,46.70000,1.061221E-01,8.404338E-03,3.655745E-02,2.695640E-03
-71.38000,46.78000,1.091782E-01,8.587090E-03,3.742791E-02,2.736790E-03
-71.35000,46.85000,1.114591E-01,8.740417E-03,3.812957E-02,2.773193E-03
-71.30000,46.08000,8.253339E-02,7.026296E-03,3.067975E-02,2.413551E-03
-71.28000,46.78000,1.097032E-01,8.628683E-03,3.773019E-02,2.753400E-03
