# mean, investigation_time=50.0
lon,lat,SA(10.0)-0.0005,SA(10.0)-0.000629577552288,SA(10.0)-0.000792735788691,SA(10.0)-0.00099817731491,SA(10.0)-0.00125686006134,SA(10.0)-0.00158258176198,SA(10.0)-0.001992715904,SA(10.0)-0.0025091384025,SA(10.0)-0.00315939442759,SA(10.0)-0.00397816762087,SA(10.0)-0.00500913006668,SA(10.0)-0.00630727169295,SA(10.0)-0.00794183334813,SA(10.0)-0.01,SA(10.0)-0.0125915510458,SA(10.0)-0.0158547157738,SA(10.0)-0.0199635462982,SA(10.0)-0.0251372012268,SA(10.0)-0.0316516352395,SA(10.0)-0.0398543180801,SA(10.0)-0.0501827680499,SA(10.0)-0.0631878885519,SA(10.0)-0.0795633524175,SA(10.0)-0.100182601334,SA(10.0)-0.126145433859,SA(10.0)-0.158836666963,SA(10.0)-0.2,SA(10.0)-0.251831020915,SA(10.0)-0.317094315476,SA(10.0)-0.399270925964,SA(10.0)-0.502744024537,SA(10.0)-0.633032704791,SA(10.0)-0.797086361601,SA(10.0)-1.003655361,SA(10.0)-1.26375777104,SA(10.0)-1.59126704835,SA(10.0)-2.00365202667,SA(10.0)-2.52290867718,SA(10.0)-3.17673333925,SA(10.0)-4.0,SA(2.0)-0.001,SA(2.0)-0.00123697383288,SA(2.0)-0.00153010426322,SA(2.0)-0.00189269893518,SA(2.0)-0.00234121905633,SA(2.0)-0.00289602670972,SA(2.0)-0.00358230925923,SA(2.0)-0.00443122281494,SA(2.0)-0.00548130666973,SA(2.0)-0.00678023292043,SA(2.0)-0.00838697070339,SA(2.0)-0.0103744632972,SA(2.0)-0.0128329396288,SA(2.0)-0.0158740105197,SA(2.0)-0.0196357356357,SA(2.0)-0.0242888911706,SA(2.0)-0.0300447228076,SA(2.0)-0.0371645359291,SA(2.0)-0.0459715584553,SA(2.0)-0.0568656148658,SA(2.0)-0.0703412775794,SA(2.0)-0.0870103197369,SA(2.0)-0.107629488705,SA(2.0)-0.133134861174,SA(2.0)-0.164684339516,SA(2.0)-0.203710218666,SA(2.0)-0.251984209979,SA(2.0)-0.311697874042,SA(2.0)-0.385562113954,SA(2.0)-0.476930245909,SA(2.0)-0.589950234297,SA(2.0)-0.729753002526,SA(2.0)-0.902685368588,SA(2.0)-1.11659818026,SA(2.0)-1.38120273082,SA(2.0)-1.70851163593,SA(2.0)-2.11338418681,SA(2.0)-2.6142009379,SA(2.0)-3.23369815406,SA(2.0)-4.0
-97.15000,49.89000,2.254166E-02,1.670804E-02,1.204342E-02,8.425450E-03,5.712333E-03,3.750149E-03,2.383760E-03,1.468252E-03,8.779285E-04,5.111765E-04,2.911204E-04,1.631099E-04,9.050265E-05,5.004045E-05,2.768614E-05,1.533487E-05,8.469441E-06,4.628150E-06,2.476975E-06,1.284065E-06,6.377138E-07,3.002495E-07,1.327015E-07,5.454957E-08,2.067596E-08,7.167458E-09,2.254996E-09,6.390414E-10,1.618198E-10,3.623508E-11,7.046354E-12,1.145336E-12,1.429378E-13,1.178675E-14,1.367084E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.842283E-01,1.579227E-01,1.340257E-01,1.125395E-01,9.341384E-02,7.656607E-02,6.189479E-02,4.928531E-02,3.860992E-02,2.972538E-02,2.247076E-02,1.666808E-02,1.212683E-02,8.651813E-03,6.052616E-03,4.152396E-03,2.794457E-03,1.845777E-03,1.197731E-03,7.646993E-04,4.814007E-04,2.996488E-04,1.850082E-04,1.136587E-04,6.964635E-05,4.260967E-05,2.600268E-05,1.578047E-05,9.478706E-06,5.601948E-06,3.236652E-06,1.816423E-06,9.840722E-07,5.117327E-07,2.540887E-07,1.198820E-07,5.350442E-08,2.249202E-08,8.868733E-09,3.266514E-09
-94.43000,49.82000,2.482661E-02,1.863609E-02,1.363287E-02,9.700336E-03,6.703676E-03,4.495315E-03,2.924151E-03,1.845991E-03,1.132484E-03,6.767708E-04,3.953607E-04,2.268307E-04,1.284951E-04,7.224093E-05,4.045334E-05,2.257755E-05,1.251957E-05,6.851534E-06,3.666776E-06,1.899196E-06,9.419821E-07,4.428331E-07,1.954004E-07,8.018677E-08,3.033975E-08,1.049817E-08,3.296495E-09,9.322618E-10,2.355376E-10,5.260577E-11,1.019934E-11,1.652026E-12,2.045439E-13,1.618703E-14,2.661871E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.953783E-01,1.682345E-01,1.434598E-01,1.210885E-01,1.010922E-01,8.340187E-02,6.792326E-02,5.454545E-02,4.314335E-02,3.357698E-02,2.568998E-02,1.931006E-02,1.425249E-02,1.032652E-02,7.343681E-03,5.125993E-03,3.512607E-03,2.364023E-03,1.563747E-03,1.017841E-03,6.530014E-04,4.138165E-04,2.596878E-04,1.617860E-04,1.002644E-04,6.186580E-05,3.797739E-05,2.313373E-05,1.392400E-05,8.235833E-06,4.757997E-06,2.668088E-06,1.443487E-06,7.492284E-07,3.711550E-07,1.746510E-07,7.772165E-08,3.257211E-08,1.280301E-08,4.700756E-09
-93.82000,51.05000,2.750201E-02,2.062998E-02,1.508396E-02,1.073277E-02,7.423762E-03,4.989759E-03,3.260209E-03,2.073347E-03,1.286272E-03,7.809950E-04,4.660711E-04,2.746890E-04,1.606419E-04,9.354584E-05,5.430394E-05,3.136271E-05,1.792817E-05,1.006677E-05,5.502036E-06,2.898806E-06,1.457931E-06,6.933201E-07,3.088977E-07,1.278080E-07,4.870028E-08,1.695484E-08,5.352662E-09,1.521085E-09,3.860133E-10,8.659597E-11,1.685021E-11,2.747527E-12,3.403695E-13,2.746061E-14,4.535039E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.142140E-01,1.847425E-01,1.577617E-01,1.333281E-01,1.114309E-01,9.201486E-02,7.499523E-02,6.026583E-02,4.770115E-02,3.715520E-02,2.846016E-02,2.142759E-02,1.585325E-02,1.152541E-02,8.234866E-03,5.784538E-03,3.997022E-03,2.719081E-03,1.823208E-03,1.206869E-03,7.901987E-04,5.128689E-04,3.306624E-04,2.121168E-04,1.354764E-04,8.609005E-05,5.431080E-05,3.389162E-05,2.082200E-05,1.252647E-05,7.337264E-06,4.160731E-06,2.271768E-06,1.188214E-06,5.925183E-07,2.804597E-07,1.254863E-07,5.286163E-08,2.088275E-08,7.705461E-09
-93.55000,49.80000,2.589864E-02,1.954879E-02,1.439885E-02,1.033211E-02,7.214262E-03,4.898571E-03,3.234763E-03,2.079037E-03,1.302727E-03,7.978975E-04,4.793718E-04,2.836982E-04,1.661064E-04,9.656449E-05,5.583402E-05,3.207578E-05,1.823282E-05,1.018488E-05,5.542541E-06,2.910290E-06,1.460001E-06,6.930087E-07,3.083341E-07,1.274432E-07,4.852255E-08,1.688211E-08,5.326794E-09,1.512988E-09,3.837609E-10,8.604462E-11,1.672596E-11,2.728415E-12,3.370259E-13,2.734364E-14,4.042100E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.005666E-01,1.731098E-01,1.479828E-01,1.252372E-01,1.048587E-01,8.678941E-02,7.094285E-02,5.721311E-02,4.547806E-02,3.559938E-02,2.742183E-02,2.077412E-02,1.547265E-02,1.132783E-02,8.152122E-03,5.767845E-03,4.013645E-03,2.748624E-03,1.854138E-03,1.233588E-03,8.107816E-04,5.274283E-04,3.402464E-04,2.180273E-04,1.389029E-04,8.795963E-05,5.527030E-05,3.435328E-05,2.102866E-05,1.261117E-05,7.367979E-06,4.169756E-06,2.273230E-06,1.187658E-06,5.917838E-07,2.799715E-07,1.252311E-07,5.274637E-08,2.083608E-08,7.688151E-09
-93.39000,48.61000,2.226251E-02,1.677044E-02,1.232949E-02,8.833940E-03,6.162888E-03,4.185290E-03,2.768113E-03,1.785296E-03,1.125189E-03,6.950608E-04,4.223872E-04,2.535466E-04,1.509046E-04,8.928075E-05,5.253078E-05,3.066799E-05,1.767714E-05,9.988401E-06,5.485822E-06,2.901801E-06,1.464581E-06,6.988046E-07,3.123744E-07,1.296874E-07,4.959363E-08,1.733221E-08,5.494747E-09,1.568648E-09,4.001511E-10,9.028779E-11,1.770502E-11,2.895052E-12,3.694238E-13,2.978422E-14,7.887024E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.752794E-01,1.509809E-01,1.288268E-01,1.088363E-01,9.097604E-02,7.517920E-02,6.135784E-02,4.940984E-02,3.922078E-02,3.066333E-02,2.359613E-02,1.786449E-02,1.330372E-02,9.744979E-03,7.022438E-03,4.980200E-03,3.477747E-03,2.393248E-03,1.624755E-03,1.089693E-03,7.231967E-04,4.757914E-04,3.108103E-04,2.018310E-04,1.303191E-04,8.358996E-05,5.314380E-05,3.337280E-05,2.060798E-05,1.244968E-05,7.318094E-06,4.162675E-06,2.279129E-06,1.195091E-06,5.973569E-07,2.833853E-07,1.270746E-07,5.365124E-08,2.124577E-08,7.860526E-09
-92.75000,49.78000,2.648430E-02,2.003147E-02,1.478947E-02,1.064107E-02,7.451863E-03,5.075282E-03,3.361173E-03,2.165566E-03,1.359133E-03,8.327641E-04,4.997264E-04,2.948798E-04,1.718686E-04,9.934523E-05,5.709275E-05,3.261508E-05,1.845672E-05,1.027909E-05,5.585109E-06,2.931586E-06,1.471455E-06,6.992294E-07,3.115684E-07,1.290025E-07,4.920816E-08,1.715461E-08,5.424194E-09,1.544125E-09,3.926489E-10,8.828285E-11,1.723712E-11,2.807675E-12,3.527716E-13,2.807674E-14,5.520917E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.039571E-01,1.761668E-01,1.507080E-01,1.276425E-01,1.069631E-01,8.861551E-02,7.251438E-02,5.855349E-02,4.660963E-02,3.654315E-02,2.819771E-02,2.140124E-02,1.596967E-02,1.171308E-02,8.443452E-03,5.982320E-03,4.167049E-03,2.855021E-03,1.925549E-03,1.279863E-03,8.396549E-04,5.447221E-04,3.501570E-04,2.234446E-04,1.417217E-04,8.935689E-05,5.593466E-05,3.466191E-05,2.117380E-05,1.268359E-05,7.407473E-06,4.192892E-06,2.287077E-06,1.195732E-06,5.962348E-07,2.822602E-07,1.263241E-07,5.323192E-08,2.103748E-08,7.766472E-09
-91.98000,50.07000,2.744919E-02,2.075997E-02,1.532544E-02,1.102439E-02,7.717682E-03,5.253493E-03,3.476315E-03,2.237012E-03,1.401557E-03,8.567834E-04,5.126481E-04,3.014635E-04,1.750362E-04,1.007812E-04,5.770538E-05,3.286112E-05,1.854975E-05,1.031202E-05,5.595714E-06,2.934368E-06,1.471748E-06,6.989086E-07,3.112296E-07,1.287807E-07,4.909139E-08,1.710207E-08,5.403565E-09,1.537005E-09,3.904817E-10,8.770638E-11,1.710071E-11,2.784918E-12,3.477520E-13,2.780483E-14,4.535039E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.106458E-01,1.820168E-01,1.557659E-01,1.319639E-01,1.106098E-01,9.165242E-02,7.500827E-02,6.057097E-02,4.821580E-02,3.780026E-02,2.916391E-02,2.212966E-02,1.650767E-02,1.210188E-02,8.718034E-03,6.171581E-03,4.294216E-03,2.938211E-03,1.978460E-03,1.312528E-03,8.591878E-04,5.560088E-04,3.564430E-04,2.268116E-04,1.434538E-04,9.021311E-05,5.634231E-05,3.484968E-05,2.125786E-05,1.272017E-05,7.422769E-06,4.198834E-06,2.289054E-06,1.196158E-06,5.961558E-07,2.820877E-07,1.261873E-07,5.314934E-08,2.099487E-08,7.746907E-09
-91.62000,48.75000,2.401131E-02,1.813010E-02,1.336402E-02,9.602324E-03,6.718453E-03,4.575171E-03,3.032864E-03,1.958726E-03,1.234462E-03,7.611011E-04,4.605760E-04,2.746286E-04,1.619927E-04,9.482715E-05,5.516543E-05,3.185476E-05,1.818311E-05,1.019186E-05,5.562466E-06,2.928482E-06,1.472927E-06,7.010001E-07,3.127591E-07,1.296536E-07,4.951894E-08,1.728669E-08,5.474370E-09,1.561114E-09,3.977694E-10,8.963809E-11,1.755402E-11,2.862925E-12,3.636852E-13,2.903273E-14,7.065459E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.871309E-01,1.614033E-01,1.378933E-01,1.166392E-01,9.761997E-02,8.077448E-02,6.601625E-02,5.324133E-02,4.233129E-02,3.315315E-02,2.555883E-02,1.938614E-02,1.446232E-02,1.061013E-02,7.655066E-03,5.432576E-03,3.793639E-03,2.608353E-03,1.767374E-03,1.181606E-03,7.806650E-04,5.105777E-04,3.311511E-04,2.132964E-04,1.365369E-04,8.682892E-05,5.476215E-05,3.414718E-05,2.096197E-05,1.260362E-05,7.381272E-06,4.186782E-06,2.287423E-06,1.197475E-06,5.977775E-07,2.832838E-07,1.269102E-07,5.353427E-08,2.118035E-08,7.828766E-09
-91.13000,49.25000,2.580795E-02,1.951151E-02,1.440094E-02,1.036015E-02,7.256263E-03,4.944784E-03,3.278215E-03,2.115638E-03,1.330917E-03,8.179626E-04,4.926577E-04,2.919197E-04,1.708794E-04,9.917374E-05,5.718293E-05,3.273911E-05,1.854591E-05,1.032880E-05,5.608367E-06,2.940954E-06,1.474726E-06,7.002136E-07,3.118168E-07,1.290503E-07,4.921198E-08,1.715242E-08,5.422662E-09,1.543487E-09,3.924490E-10,8.823076E-11,1.722650E-11,2.806389E-12,3.517954E-13,2.808509E-14,5.619505E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.994035E-01,1.721680E-01,1.472323E-01,1.246528E-01,1.044190E-01,8.647550E-02,7.073697E-02,5.709796E-02,4.543637E-02,3.561396E-02,2.747604E-02,2.085260E-02,1.556208E-02,1.141765E-02,8.234817E-03,5.838969E-03,4.071367E-03,2.793092E-03,1.886767E-03,1.256427E-03,8.260290E-04,5.371250E-04,3.461079E-04,2.213875E-04,1.407275E-04,8.890007E-05,5.573467E-05,3.457796E-05,2.113955E-05,1.266971E-05,7.401718E-06,4.190393E-06,2.285936E-06,1.195193E-06,5.959806E-07,2.821432E-07,1.262726E-07,5.321042E-08,2.102903E-08,7.763346E-09
-90.57000,49.25000,2.610704E-02,1.973466E-02,1.456330E-02,1.047567E-02,7.337134E-03,5.001015E-03,3.317483E-03,2.143421E-03,1.350865E-03,8.323868E-04,5.030074E-04,2.991602E-04,1.757338E-04,1.022456E-04,5.899364E-05,3.372214E-05,1.903262E-05,1.054652E-05,5.695436E-06,2.971603E-06,1.483923E-06,7.023639E-07,3.120615E-07,1.289396E-07,4.910940E-08,1.709961E-08,5.401202E-09,1.536083E-09,3.902260E-10,8.764903E-11,1.709265E-11,2.785104E-12,3.473100E-13,2.789000E-14,5.192291E-16,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.008279E-01,1.733849E-01,1.482612E-01,1.255105E-01,1.051212E-01,8.703739E-02,7.117420E-02,5.742668E-02,4.567325E-02,3.577579E-02,2.757911E-02,2.091201E-02,1.559110E-02,1.142722E-02,8.233337E-03,5.832335E-03,4.063302E-03,2.785624E-03,1.880752E-03,1.252018E-03,8.230282E-04,5.352118E-04,3.449632E-04,2.207472E-04,1.403959E-04,8.874384E-05,5.566967E-05,3.455547E-05,2.113402E-05,1.266933E-05,7.402027E-06,4.190256E-06,2.285420E-06,1.194591E-06,5.954841E-07,2.818088E-07,1.260780E-07,5.310973E-08,2.098188E-08,7.743179E-09
