# mean, investigation_time=50.0
lon,lat,0.02~PGA,0.02~SA(0.1),0.02~SA(0.2),0.02~SA(0.5),0.02~SA(1.0),0.02~SA(2.0),0.02~SA(5.0),0.02~SA(10.0),0.1~PGA,0.1~SA(0.1),0.1~SA(0.2),0.1~SA(0.5),0.1~SA(1.0),0.1~SA(2.0),0.1~SA(5.0),0.1~SA(10.0)
-122.32900,49.05200,4.086119E-01,8.499645E-01,9.576590E-01,6.583563E-01,3.690712E-01,2.235112E-01,6.240362E-02,2.713945E-02,2.075008E-01,4.270282E-01,4.800807E-01,3.244349E-01,1.733846E-01,9.136367E-02,2.203722E-02,8.489068E-03
-122.30000,49.13000,3.823025E-01,7.959824E-01,8.934903E-01,6.147870E-01,3.462229E-01,2.127547E-01,6.013456E-02,2.649329E-02,1.914300E-01,3.954615E-01,4.434806E-01,3.019741E-01,1.620945E-01,8.605113E-02,2.108601E-02,8.205247E-03
-122.30000,51.58000,9.411232E-02,1.824304E-01,2.058607E-01,1.378037E-01,9.146659E-02,7.130509E-02,3.232001E-02,1.853771E-02,3.781270E-02,6.914776E-02,8.044225E-02,6.130578E-02,3.974551E-02,2.727931E-02,1.044697E-02,4.682093E-03
-122.15000,52.13300,7.607805E-02,1.460362E-01,1.614697E-01,1.055294E-01,7.219233E-02,5.833486E-02,2.938079E-02,1.751260E-02,2.760516E-02,4.831868E-02,5.664062E-02,4.555018E-02,3.114283E-02,2.292032E-02,9.549534E-03,4.318176E-03
-121.95000,49.16700,3.215081E-01,6.644731E-01,7.533171E-01,5.099510E-01,2.906582E-01,1.801144E-01,5.357744E-02,2.443402E-02,1.581162E-01,3.240633E-01,3.664228E-01,2.481851E-01,1.347151E-01,7.248165E-02,1.845994E-02,7.410831E-03
-121.93000,50.68000,1.659394E-01,3.333705E-01,3.744430E-01,2.305654E-01,1.368877E-01,9.457279E-02,3.659476E-02,1.967601E-02,6.373334E-02,1.234775E-01,1.412089E-01,9.857674E-02,5.763166E-02,3.510681E-02,1.173330E-02,5.204551E-03
-121.77000,49.23000,2.780049E-01,5.727503E-01,6.466779E-01,4.407279E-01,2.545794E-01,1.618781E-01,4.967507E-02,2.327394E-02,1.357319E-01,2.777674E-01,3.136529E-01,2.156004E-01,1.178791E-01,6.421482E-02,1.688564E-02,6.941733E-03
-121.57000,50.23000,1.746776E-01,3.515601E-01,3.961496E-01,2.508622E-01,1.498494E-01,1.030300E-01,3.763817E-02,1.986037E-02,7.113178E-02,1.392029E-01,1.586587E-01,1.115374E-01,6.430107E-02,3.812783E-02,1.206745E-02,5.347652E-03
-121.44000,49.38000,2.215788E-01,4.511269E-01,5.109389E-01,3.450560E-01,2.044069E-01,1.341187E-01,4.351062E-02,2.144081E-02,1.043447E-01,2.097994E-01,2.381064E-01,1.664545E-01,9.300698E-02,5.199402E-02,1.447329E-02,6.155065E-03
-121.32000,50.80000,1.105526E-01,2.177835E-01,2.447925E-01,1.617642E-01,1.041732E-01,7.767521E-02,3.236392E-02,1.838343E-02,4.542198E-02,8.562999E-02,9.897475E-02,7.339803E-02,4.480344E-02,2.859863E-02,1.024283E-02,4.694739E-03
-121.28300,51.65000,7.839533E-02,1.512842E-01,1.677160E-01,1.097058E-01,7.374077E-02,5.835361E-02,2.846503E-02,1.712766E-02,2.953138E-02,5.307733E-02,6.151781E-02,4.831416E-02,3.174847E-02,2.217678E-02,9.012242E-03,4.208513E-03
-121.28000,50.72000,1.134804E-01,2.239656E-01,2.519118E-01,1.661037E-01,1.064199E-01,7.895435E-02,3.257765E-02,1.843700E-02,4.679909E-02,8.847876E-02,1.023351E-01,7.547159E-02,4.589133E-02,2.907509E-02,1.030470E-02,4.723592E-03
-120.78300,50.10000,1.246906E-01,2.471727E-01,2.785669E-01,1.850291E-01,1.167150E-01,8.479326E-02,3.306949E-02,1.844405E-02,5.308353E-02,1.016222E-01,1.165126E-01,8.577476E-02,5.140473E-02,3.121658E-02,1.040332E-02,4.804220E-03
-120.51000,49.50000,1.555703E-01,3.108032E-01,3.488340E-01,2.257358E-01,1.367219E-01,9.471622E-02,3.455569E-02,1.871423E-02,6.432907E-02,1.250120E-01,1.437479E-01,1.037108E-01,5.981554E-02,3.492523E-02,1.088149E-02,4.989221E-03
-120.32000,50.67000,8.423893E-02,1.624087E-01,1.810260E-01,1.224457E-01,8.204976E-02,6.389595E-02,2.845904E-02,1.699978E-02,3.382700E-02,6.188344E-02,7.199605E-02,5.625474E-02,3.579692E-02,2.329992E-02,8.766952E-03,4.215137E-03
-120.17000,53.30000,1.290570E-01,2.659691E-01,2.942329E-01,1.547685E-01,6.836029E-02,3.866057E-02,2.181337E-02,1.469680E-02,3.734794E-02,7.155820E-02,8.068313E-02,4.849673E-02,2.530638E-02,1.579758E-02,7.348550E-03,3.601925E-03
-119.58000,49.50000,9.324462E-02,1.803556E-01,2.028121E-01,1.405868E-01,9.288381E-02,7.068399E-02,2.869818E-02,1.680072E-02,3.962693E-02,7.391306E-02,8.546027E-02,6.628002E-02,4.084981E-02,2.514416E-02,8.592619E-03,4.112870E-03
-119.50000,49.03000,1.025772E-01,2.000502E-01,2.248490E-01,1.548111E-01,1.008889E-01,7.513147E-02,2.931477E-02,1.682360E-02,4.409253E-02,8.304631E-02,9.626646E-02,7.360734E-02,4.431449E-02,2.670380E-02,8.715862E-03,4.093814E-03
-119.48000,49.88000,8.395973E-02,1.617769E-01,1.800083E-01,1.222850E-01,8.184213E-02,6.319401E-02,2.731639E-02,1.641929E-02,3.393846E-02,6.220196E-02,7.231198E-02,5.677057E-02,3.581376E-02,2.261801E-02,8.151488E-03,3.979961E-03
-119.28000,50.70000,7.428473E-02,1.442698E-01,1.584866E-01,1.007706E-01,6.617444E-02,5.180499E-02,2.481253E-02,1.570947E-02,2.697337E-02,4.826229E-02,5.588370E-02,4.406709E-02,2.845554E-02,1.862222E-02,7.484720E-03,3.754753E-03
-119.27000,50.30000,7.690117E-02,1.487351E-01,1.637263E-01,1.066337E-01,7.123383E-02,5.558841E-02,2.559562E-02,1.590416E-02,2.896981E-02,5.246074E-02,6.039350E-02,4.778833E-02,3.074204E-02,1.991309E-02,7.633736E-03,3.796711E-03
-119.12000,49.50000,8.301189E-02,1.600455E-01,1.778004E-01,1.201457E-01,8.033401E-02,6.182134E-02,2.656435E-02,1.596153E-02,3.328096E-02,6.097198E-02,7.071696E-02,5.567681E-02,3.511553E-02,2.196593E-02,7.721928E-03,3.735002E-03
-118.68000,49.10000,7.972449E-02,1.540030E-01,1.700910E-01,1.128866E-01,7.566452E-02,5.814676E-02,2.511193E-02,1.513682E-02,3.093808E-02,5.646802E-02,6.503786E-02,5.182401E-02,3.297733E-02,2.050455E-02,7.013030E-03,3.326700E-03
-118.45000,49.03000,7.726726E-02,1.495413E-01,1.644501E-01,1.075059E-01,7.198976E-02,5.542981E-02,2.417429E-02,1.464279E-02,2.911116E-02,5.289552E-02,6.069308E-02,4.874742E-02,3.137881E-02,1.946472E-02,6.598059E-03,3.108826E-03
-118.20000,50.98000,7.402158E-02,1.469844E-01,1.638392E-01,9.908308E-02,5.673117E-02,4.016146E-02,2.115213E-02,1.432388E-02,2.634478E-02,4.785601E-02,5.574804E-02,4.034399E-02,2.411149E-02,1.478147E-02,6.233976E-03,3.190534E-03
-118.08000,52.88000,1.493432E-01,3.082639E-01,3.438134E-01,1.856566E-01,7.933512E-02,3.683192E-02,1.940850E-02,1.369603E-02,5.018291E-02,9.979519E-02,1.112573E-01,6.211142E-02,2.823294E-02,1.453985E-02,6.410670E-03,3.318049E-03
-117.80000,50.23000,7.072499E-02,1.395459E-01,1.543194E-01,9.387863E-02,5.672983E-02,4.123539E-02,2.081080E-02,1.375683E-02,2.429426E-02,4.344341E-02,5.082115E-02,3.945788E-02,2.471066E-02,1.495521E-02,5.692638E-03,2.761044E-03
-117.70000,49.10000,7.148230E-02,1.398917E-01,1.533178E-01,9.627730E-02,6.197275E-02,4.614469E-02,2.127460E-02,1.302617E-02,2.469237E-02,4.360479E-02,5.090153E-02,4.264343E-02,2.767910E-02,1.650616E-02,5.403256E-03,2.406628E-03
-117.67000,49.32000,7.097367E-02,1.392256E-01,1.527668E-01,9.506613E-02,6.049837E-02,4.478272E-02,2.105324E-02,1.309761E-02,2.433119E-02,4.301571E-02,5.023931E-02,4.173803E-02,2.703258E-02,1.610158E-02,5.398697E-03,2.436824E-03
-117.58000,49.08000,7.092845E-02,1.390122E-01,1.525077E-01,9.575226E-02,6.102007E-02,4.490229E-02,2.081778E-02,1.262720E-02,2.438071E-02,4.283144E-02,5.026292E-02,4.243412E-02,2.744612E-02,1.617674E-02,5.178155E-03,2.256207E-03
-117.58000,53.40000,1.476991E-01,3.024737E-01,3.333071E-01,1.770991E-01,7.484335E-02,3.307827E-02,1.776004E-02,1.301457E-02,4.786241E-02,9.419749E-02,1.032763E-01,5.751566E-02,2.584165E-02,1.309079E-02,5.864329E-03,3.085827E-03
-117.55000,49.45000,7.030538E-02,1.382744E-01,1.520134E-01,9.407385E-02,5.887847E-02,4.299880E-02,2.055536E-02,1.284362E-02,2.394445E-02,4.224467E-02,4.954139E-02,4.104917E-02,2.639142E-02,1.558170E-02,5.221338E-03,2.336916E-03
-117.52000,51.27000,1.063238E-01,2.182300E-01,2.430318E-01,1.348948E-01,6.423162E-02,3.784802E-02,1.965194E-02,1.346558E-02,3.596932E-02,6.885708E-02,7.835982E-02,4.869602E-02,2.560492E-02,1.418702E-02,5.684738E-03,2.792026E-03
-117.28000,49.48000,6.977600E-02,1.375826E-01,1.518613E-01,9.433379E-02,5.746871E-02,4.076323E-02,1.970756E-02,1.221346E-02,2.386900E-02,4.190103E-02,4.963077E-02,4.115715E-02,2.605381E-02,1.500753E-02,4.862546E-03,2.111004E-03
-116.97000,51.30000,1.407981E-01,2.910207E-01,3.221020E-01,1.713983E-01,7.458975E-02,3.779624E-02,1.868825E-02,1.244253E-02,4.421119E-02,8.678395E-02,9.766161E-02,5.663333E-02,2.750402E-02,1.410567E-02,5.128039E-03,2.292812E-03
-116.92000,49.92000,7.194115E-02,1.429622E-01,1.594353E-01,9.824331E-02,5.591204E-02,3.751628E-02,1.848485E-02,1.159383E-02,2.553725E-02,4.579357E-02,5.406463E-02,4.173022E-02,2.524706E-02,1.412530E-02,4.518486E-03,1.925946E-03
-116.43000,53.58000,8.680583E-02,1.674547E-01,1.651266E-01,9.748652E-02,4.682952E-02,2.412017E-02,1.406672E-02,1.066431E-02,3.022725E-02,5.677227E-02,5.955919E-02,3.743114E-02,1.860920E-02,9.890816E-03,3.861302E-03,1.741484E-03
-115.98000,49.68000,8.195034E-02,1.645027E-01,1.861988E-01,1.165901E-01,6.068117E-02,3.452016E-02,1.679840E-02,1.098743E-02,3.139106E-02,5.736702E-02,6.797048E-02,5.067111E-02,2.818179E-02,1.437620E-02,4.482468E-03,1.905180E-03
-115.77000,49.50000,8.369590E-02,1.669548E-01,1.907010E-01,1.229753E-01,6.358558E-02,3.465567E-02,1.657425E-02,1.090242E-02,3.347856E-02,6.100454E-02,7.325225E-02,5.491997E-02,2.983603E-02,1.481243E-02,4.577231E-03,1.938280E-03
-115.68000,54.15000,7.647511E-02,1.423797E-01,1.242643E-01,7.115503E-02,3.607279E-02,1.987423E-02,1.185627E-02,9.203924E-03,2.295100E-02,4.219916E-02,4.117413E-02,2.695069E-02,1.435579E-02,7.903473E-03,2.904595E-03,1.259406E-03
-115.57000,51.17000,1.493708E-01,3.079394E-01,3.428598E-01,1.844003E-01,7.853997E-02,3.482801E-02,1.626459E-02,1.061490E-02,4.994961E-02,9.924531E-02,1.100210E-01,6.145844E-02,2.824099E-02,1.338689E-02,4.226104E-03,1.743867E-03
-115.35000,51.09000,1.493526E-01,3.075797E-01,3.419700E-01,1.834651E-01,7.805986E-02,3.435084E-02,1.602436E-02,1.052953E-02,4.967969E-02,9.857807E-02,1.090050E-01,6.096654E-02,2.812714E-02,1.329546E-02,4.196881E-03,1.744615E-03
-115.12000,49.30000,1.076104E-01,2.166424E-01,2.492284E-01,1.593150E-01,7.818677E-02,3.687084E-02,1.635428E-02,1.072761E-02,4.554862E-02,8.622691E-02,1.026509E-01,7.166415E-02,3.608498E-02,1.638927E-02,4.951796E-03,2.056148E-03
-115.07000,49.50000,1.200938E-01,2.449461E-01,2.766573E-01,1.639361E-01,7.778453E-02,3.636075E-02,1.628233E-02,1.068362E-02,4.491994E-02,8.524737E-02,1.000569E-01,6.843904E-02,3.441607E-02,1.580963E-02,4.792412E-03,2.003379E-03
-114.92000,52.37000,9.401473E-02,1.836777E-01,1.840926E-01,1.053558E-01,4.933615E-02,2.442878E-02,1.324714E-02,9.676546E-03,3.203818E-02,6.055692E-02,6.356468E-02,3.911569E-02,1.918982E-02,9.690563E-03,3.317191E-03,1.400641E-03
-114.65000,54.13000,6.934063E-02,1.288309E-01,1.114037E-01,6.200087E-02,3.174166E-02,1.752879E-02,1.058185E-02,8.485916E-03,1.977305E-02,3.630432E-02,3.489286E-02,2.276242E-02,1.240762E-02,6.822852E-03,2.144143E-03,0.000000E+00
-114.50000,49.63000,1.487599E-01,3.054312E-01,3.409073E-01,1.905449E-01,8.592080E-02,3.699090E-02,1.594825E-02,1.045783E-02,5.209117E-02,1.010290E-01,1.151179E-01,7.395705E-02,3.575850E-02,1.583386E-02,4.719243E-03,1.954570E-03
-114.40000,54.13000,6.470088E-02,1.199374E-01,1.047232E-01,5.890332E-02,3.044699E-02,1.683790E-02,1.016168E-02,8.162936E-03,1.882580E-02,3.450266E-02,3.321367E-02,2.172256E-02,1.189176E-02,6.497801E-03,1.952440E-03,0.000000E+00
-114.28000,50.67000,1.367310E-01,2.776164E-01,2.996372E-01,1.596089E-01,6.941205E-02,3.077145E-02,1.454457E-02,1.001184E-02,4.294830E-02,8.336405E-02,9.004624E-02,5.415137E-02,2.660329E-02,1.259130E-02,3.930635E-03,1.678665E-03
-114.08000,49.57000,1.508557E-01,3.087840E-01,3.444503E-01,1.936909E-01,8.757942E-02,3.664894E-02,1.542779E-02,1.014953E-02,5.373705E-02,1.041572E-01,1.182070E-01,7.606331E-02,3.660832E-02,1.585035E-02,4.573848E-03,1.839734E-03
-114.08000,51.05000,9.825336E-02,1.940911E-01,1.995144E-01,1.137416E-01,5.374589E-02,2.614595E-02,1.328431E-02,9.566864E-03,3.392578E-02,6.445132E-02,6.868880E-02,4.312818E-02,2.206907E-02,1.090692E-02,3.429041E-03,1.453675E-03
-114.00000,53.53000,7.103573E-02,1.321288E-01,1.139227E-01,6.330882E-02,3.229674E-02,1.770974E-02,1.042550E-02,8.257775E-03,2.012489E-02,3.697875E-02,3.561183E-02,2.326932E-02,1.265426E-02,6.837117E-03,2.029503E-03,0.000000E+00
-113.95000,49.48000,1.518740E-01,3.102459E-01,3.466325E-01,1.970455E-01,8.961662E-02,3.711520E-02,1.536567E-02,1.006819E-02,5.515861E-02,1.068025E-01,1.216892E-01,7.874050E-02,3.785198E-02,1.616151E-02,4.619079E-03,1.836194E-03
-113.87000,50.58000,1.098696E-01,2.189884E-01,2.277436E-01,1.274346E-01,5.932819E-02,2.782099E-02,1.345432E-02,9.475254E-03,3.658377E-02,6.967552E-02,7.475198E-02,4.781812E-02,2.461475E-02,1.183252E-02,3.530236E-03,1.466671E-03
-113.80000,52.27000,7.733295E-02,1.445618E-01,1.291635E-01,7.560847E-02,3.811200E-02,2.043307E-02,1.150371E-02,8.828317E-03,2.404150E-02,4.424254E-02,4.409020E-02,2.889345E-02,1.522126E-02,7.974603E-03,2.456576E-03,1.017067E-03
-113.73000,52.47000,7.631115E-02,1.423054E-01,1.251875E-01,7.224854E-02,3.652553E-02,1.977121E-02,1.126640E-02,8.737905E-03,2.304409E-02,4.237329E-02,4.172840E-02,2.739333E-02,1.451709E-02,7.659091E-03,2.363252E-03,0.000000E+00
-113.58000,50.03000,1.182819E-01,2.367638E-01,2.495532E-01,1.410814E-01,6.606996E-02,2.963636E-02,1.362381E-02,9.506935E-03,3.955285E-02,7.495249E-02,8.175520E-02,5.505215E-02,2.814700E-02,1.298728E-02,3.809803E-03,1.572196E-03
-113.58000,51.87000,7.759526E-02,1.452168E-01,1.305590E-01,7.700675E-02,3.902244E-02,2.082485E-02,1.156352E-02,8.849096E-03,2.436763E-02,4.482625E-02,4.497722E-02,2.980346E-02,1.593104E-02,8.321517E-03,2.572352E-03,1.072097E-03
-113.47000,53.55000,6.108763E-02,1.131457E-01,9.931131E-02,5.637208E-02,2.934541E-02,1.601701E-02,8.593294E-03,6.162224E-03,1.786987E-02,3.274847E-02,3.169219E-02,2.084299E-02,1.142704E-02,5.973929E-03,1.512825E-03,0.000000E+00
-113.42000,49.72000,1.219767E-01,2.439197E-01,2.599016E-01,1.503813E-01,7.111939E-02,3.101561E-02,1.374501E-02,9.531462E-03,4.228563E-02,7.961622E-02,8.865261E-02,6.100835E-02,3.082199E-02,1.386706E-02,4.022712E-03,1.648628E-03
-113.37000,52.97000,7.032163E-02,1.308380E-01,1.129463E-01,6.287302E-02,3.208427E-02,1.743455E-02,9.471364E-03,6.984446E-03,1.987856E-02,3.648052E-02,3.522971E-02,2.307168E-02,1.253522E-02,6.545090E-03,1.684916E-03,0.000000E+00
-113.30000,49.20000,1.462033E-01,2.938745E-01,3.243603E-01,1.920315E-01,8.978716E-02,3.652757E-02,1.464398E-02,9.753274E-03,5.500272E-02,1.050816E-01,1.202784E-01,8.117429E-02,3.927613E-02,1.634063E-02,4.659114E-03,1.844405E-03
-113.28000,54.72000,3.847615E-02,7.009564E-02,6.590463E-02,4.092026E-02,2.217641E-02,9.903868E-03,2.060459E-03,0.000000E+00,1.296905E-02,2.382740E-02,2.401166E-02,1.577377E-02,8.225266E-03,3.371064E-03,0.000000E+00,0.000000E+00
-113.22000,53.72000,5.092582E-02,9.365314E-02,8.404914E-02,4.949153E-02,2.657185E-02,1.473551E-02,8.118066E-03,5.985338E-03,1.619676E-02,2.971313E-02,2.894844E-02,1.906784E-02,1.049608E-02,5.533684E-03,1.412798E-03,0.000000E+00
-112.83000,53.02000,5.700843E-02,1.054789E-01,9.316860E-02,5.380032E-02,2.833704E-02,1.559768E-02,8.449392E-03,6.110071E-03,1.727498E-02,3.164858E-02,3.072091E-02,2.025944E-02,1.112379E-02,5.831532E-03,1.480265E-03,0.000000E+00
-112.82000,49.70000,8.723037E-02,1.665052E-01,1.660111E-01,1.094121E-01,5.708996E-02,2.681616E-02,1.151982E-02,7.602706E-03,3.247293E-02,5.892854E-02,6.523625E-02,4.976523E-02,2.684062E-02,1.230023E-02,3.324955E-03,1.309405E-03
-112.72000,52.32000,6.678686E-02,1.240275E-01,1.079226E-01,6.087028E-02,3.138294E-02,1.706734E-02,8.982813E-03,6.311828E-03,1.916328E-02,3.503379E-02,3.398697E-02,2.252041E-02,1.231208E-02,6.390592E-03,1.606956E-03,0.000000E+00
-112.70000,51.47000,7.405115E-02,1.377987E-01,1.197434E-01,6.888228E-02,3.602323E-02,1.936286E-02,9.651211E-03,6.584823E-03,2.159792E-02,3.957008E-02,3.884364E-02,2.694923E-02,1.517546E-02,7.822900E-03,2.036517E-03,0.000000E+00
-112.15000,49.78000,7.770076E-02,1.448273E-01,1.318421E-01,8.739098E-02,4.778770E-02,2.342749E-02,1.035202E-02,6.939009E-03,2.578880E-02,4.570312E-02,4.869436E-02,3.977667E-02,2.255053E-02,1.081181E-02,2.920593E-03,1.173413E-03
-112.05000,53.50000,3.913498E-02,7.148036E-02,6.685474E-02,4.138502E-02,2.243961E-02,1.001016E-02,2.092322E-03,0.000000E+00,1.310283E-02,2.407249E-02,2.420355E-02,1.598663E-02,8.381189E-03,3.437743E-03,0.000000E+00,0.000000E+00
-111.97000,54.77000,3.319425E-02,6.054897E-02,5.768801E-02,3.626809E-02,1.962275E-02,8.648237E-03,1.735245E-03,0.000000E+00,1.092708E-02,1.997004E-02,2.079783E-02,1.367006E-02,6.888577E-03,2.728418E-03,0.000000E+00,0.000000E+00
-111.88000,50.58000,7.113423E-02,1.323092E-01,1.147961E-01,6.832790E-02,3.774546E-02,1.979625E-02,9.457089E-03,6.548030E-03,2.056827E-02,3.728319E-02,3.697362E-02,2.874866E-02,1.722200E-02,8.818169E-03,2.371588E-03,0.000000E+00
-111.68000,53.42000,3.715437E-02,6.764855E-02,6.380982E-02,3.985009E-02,2.164734E-02,9.671407E-03,2.000961E-03,0.000000E+00,1.242465E-02,2.279572E-02,2.315475E-02,1.532797E-02,7.995981E-03,3.281710E-03,0.000000E+00,0.000000E+00
-111.45000,52.08000,4.269198E-02,7.810725E-02,7.235157E-02,4.476798E-02,2.489193E-02,1.340012E-02,6.199123E-03,3.558742E-03,1.454231E-02,2.659533E-02,2.646719E-02,1.801972E-02,1.009077E-02,5.114214E-03,1.216511E-03,0.000000E+00
-111.30000,52.67000,3.810548E-02,6.939810E-02,6.532076E-02,4.104239E-02,2.260404E-02,1.017877E-02,2.133143E-03,0.000000E+00,1.287949E-02,2.357454E-02,2.396006E-02,1.623622E-02,8.681086E-03,3.609121E-03,0.000000E+00,0.000000E+00
-111.17000,50.20000,5.931672E-02,1.097155E-01,9.709199E-02,6.139844E-02,3.549686E-02,1.856622E-02,8.850124E-03,6.322991E-03,1.825657E-02,3.269280E-02,3.282977E-02,2.714780E-02,1.660587E-02,8.491992E-03,2.311887E-03,0.000000E+00
-110.87000,52.82000,3.510937E-02,6.387454E-02,6.080356E-02,3.867611E-02,2.135922E-02,9.646408E-03,1.982390E-03,0.000000E+00,1.185043E-02,2.162141E-02,2.237744E-02,1.520968E-02,8.054064E-03,3.352333E-03,0.000000E+00,0.000000E+00
-110.85000,53.37000,3.356485E-02,6.115269E-02,5.834509E-02,3.698271E-02,2.022128E-02,9.014011E-03,1.825386E-03,0.000000E+00,1.117489E-02,2.039696E-02,2.124237E-02,1.421508E-02,7.337269E-03,3.017159E-03,0.000000E+00,0.000000E+00
-110.67000,50.05000,4.864805E-02,8.924506E-02,8.114835E-02,5.430847E-02,3.252589E-02,1.676990E-02,6.938914E-03,4.122655E-03,1.636345E-02,2.932762E-02,2.971480E-02,2.481238E-02,1.543405E-02,7.760801E-03,2.007003E-03,0.000000E+00
-110.17000,54.45000,3.048198E-02,5.597037E-02,5.304462E-02,3.318332E-02,1.783304E-02,7.805338E-03,1.516210E-03,0.000000E+00,9.721392E-03,1.759314E-02,1.872309E-02,1.222248E-02,5.977292E-03,2.261599E-03,0.000000E+00,0.000000E+00
