ordinal,uid,model,gsim,weight
257,b1~b12_b21_b31_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() BooreEtAl2,0.000976562
258,b1~b12_b21_b31_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() CampbellBo,0.000976562
259,b1~b12_b21_b31_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() ChiouYoung,0.000976562
260,b1~b12_b21_b31_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abrahams,0.000976562
261,b1~b12_b21_b31_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() BooreEtA,0.000976562
262,b1~b12_b21_b31_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Campbell,0.000976562
263,b1~b12_b21_b31_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() ChiouYou,0.000976562
264,b1~b12_b21_b31_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl,0.000976562
265,b1~b12_b21_b31_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() BooreEtAl2014(,0.000976562
266,b1~b12_b21_b31_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() CampbellBozorg,0.000976562
267,b1~b12_b21_b31_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() ChiouYoungs201,0.000976562
268,b1~b12_b21_b31_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Abr,0.000976562
269,b1~b12_b21_b31_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Boo,0.000976562
270,b1~b12_b21_b31_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Cam,0.000976562
271,b1~b12_b21_b31_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() Chi,0.000976562
272,b1~b12_b21_b32_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtAl2,0.000976562
273,b1~b12_b21_b32_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() BooreEtAl2014(),0.000976562
274,b1~b12_b21_b32_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() CampbellBozorgn,0.000976562
275,b1~b12_b21_b32_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AbrahamsonEtAl2015SSlab() ChiouYoungs2014,0.000976562
276,b1~b12_b21_b32_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonEtA,0.000976562
277,b1~b12_b21_b32_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() BooreEtAl2014,0.000976562
278,b1~b12_b21_b32_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() CampbellBozor,0.000976562
279,b1~b12_b21_b32_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() ChiouYoungs20,0.000976562
280,b1~b12_b21_b32_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl2014(,0.000976562
281,b1~b12_b21_b32_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() BooreEtAl2014() Atk,0.000976562
282,b1~b12_b21_b32_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() CampbellBozorgnia20,0.000976562
283,b1~b12_b21_b32_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() GarciaEtAl2005SSlab() ChiouYoungs2014() A,0.000976562
284,b1~b12_b21_b32_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abrahams,0.000976562
285,b1~b12_b21_b32_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() BooreEtA,0.000976562
286,b1~b12_b21_b32_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Campbell,0.000976562
287,b1~b12_b21_b32_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() ChiouYou,0.000976562
288,b1~b12_b21_b33_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abraham,0.000976562
289,b1~b12_b21_b33_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() BooreEt,0.000976562
290,b1~b12_b21_b33_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Campbel,0.000976562
291,b1~b12_b21_b33_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() ChiouYo,0.000976562
292,b1~b12_b21_b33_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Abrah,0.000976562
293,b1~b12_b21_b33_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Boore,0.000976562
294,b1~b12_b21_b33_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Campb,0.000976562
295,b1~b12_b21_b33_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Chiou,0.000976562
296,b1~b12_b21_b33_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() AbrahamsonE,0.000976562
297,b1~b12_b21_b33_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() BooreEtAl20,0.000976562
298,b1~b12_b21_b33_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() CampbellBoz,0.000976562
299,b1~b12_b21_b33_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() GarciaEtAl2005SSlab() ChiouYoungs,0.000976562
300,b1~b12_b21_b33_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() ,0.000976562
301,b1~b12_b21_b33_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() ,0.000976562
302,b1~b12_b21_b33_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() ,0.000976562
303,b1~b12_b21_b33_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia() ,0.000976562
304,b1~b12_b21_b34_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtA,0.000976562
305,b1~b12_b21_b34_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() BooreEtAl2014,0.000976562
306,b1~b12_b21_b34_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() CampbellBozor,0.000976562
307,b1~b12_b21_b34_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() ChiouYoungs20,0.000976562
308,b1~b12_b21_b34_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonE,0.000976562
309,b1~b12_b21_b34_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() BooreEtAl20,0.000976562
310,b1~b12_b21_b34_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() CampbellBoz,0.000976562
311,b1~b12_b21_b34_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() ChiouYoungs,0.000976562
312,b1~b12_b21_b34_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() AbrahamsonEtAl201,0.000976562
313,b1~b12_b21_b34_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() BooreEtAl2014() A,0.000976562
314,b1~b12_b21_b34_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() CampbellBozorgnia,0.000976562
315,b1~b12_b21_b34_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() GarciaEtAl2005SSlab() ChiouYoungs2014(),0.000976562
316,b1~b12_b21_b34_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Abraha,0.000976562
317,b1~b12_b21_b34_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() BooreE,0.000976562
318,b1~b12_b21_b34_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() Campbe,0.000976562
319,b1~b12_b21_b34_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() AbrahamsonEtAl2015SInter() ChiouYoungs2014() AtkinsonBoore2003SSlabCascadia() ChiouY,0.000976562
320,b1~b12_b22_b31_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Abrahams,0.000976562
321,b1~b12_b22_b31_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() BooreEtA,0.000976562
322,b1~b12_b22_b31_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() Campbell,0.000976562
323,b1~b12_b22_b31_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AbrahamsonEtAl2015SSlab() ChiouYou,0.000976562
324,b1~b12_b22_b31_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Abraha,0.000976562
325,b1~b12_b22_b31_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() BooreE,0.000976562
326,b1~b12_b22_b31_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() Campbe,0.000976562
327,b1~b12_b22_b31_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() ZhaoEtAl2006SSlabCascadia() ChiouY,0.000976562
328,b1~b12_b22_b31_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEt,0.000976562
329,b1~b12_b22_b31_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() BooreEtAl201,0.000976562
330,b1~b12_b22_b31_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() CampbellBozo,0.000976562
331,b1~b12_b22_b31_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() GarciaEtAl2005SSlab() ChiouYoungs2,0.000976562
332,b1~b12_b22_b31_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() A,0.000976562
333,b1~b12_b22_b31_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() B,0.000976562
334,b1~b12_b22_b31_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() C,0.000976562
335,b1~b12_b22_b31_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() AbrahamsonEtAl2014() AtkinsonBoore2003SSlabCascadia() C,0.000976562
336,b1~b12_b22_b32_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() AbrahamsonEtA,0.000976562
337,b1~b12_b22_b32_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() BooreEtAl2014,0.000976562
338,b1~b12_b22_b32_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() CampbellBozor,0.000976562
339,b1~b12_b22_b32_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AbrahamsonEtAl2015SSlab() ChiouYoungs20,0.000976562
340,b1~b12_b22_b32_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() AbrahamsonE,0.000976562
341,b1~b12_b22_b32_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() BooreEtAl20,0.000976562
342,b1~b12_b22_b32_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() CampbellBoz,0.000976562
343,b1~b12_b22_b32_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() ZhaoEtAl2006SSlabCascadia() ChiouYoungs,0.000976562
344,b1~b12_b22_b32_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() AbrahamsonEtAl201,0.000976562
345,b1~b12_b22_b32_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() BooreEtAl2014() A,0.000976562
346,b1~b12_b22_b32_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() CampbellBozorgnia,0.000976562
347,b1~b12_b22_b32_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() GarciaEtAl2005SSlab() ChiouYoungs2014(),0.000976562
348,b1~b12_b22_b32_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Abraha,0.000976562
349,b1~b12_b22_b32_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() BooreE,0.000976562
350,b1~b12_b22_b32_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() Campbe,0.000976562
351,b1~b12_b22_b32_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() BooreEtAl2014() AtkinsonBoore2003SSlabCascadia() ChiouY,0.000976562
352,b1~b12_b22_b33_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Abrah,0.000976562
353,b1~b12_b22_b33_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Boore,0.000976562
354,b1~b12_b22_b33_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Campb,0.000976562
355,b1~b12_b22_b33_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AbrahamsonEtAl2015SSlab() Chiou,0.000976562
356,b1~b12_b22_b33_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Abr,0.000976562
357,b1~b12_b22_b33_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Boo,0.000976562
358,b1~b12_b22_b33_b42_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Cam,0.000976562
359,b1~b12_b22_b33_b42_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() ZhaoEtAl2006SSlabCascadia() Chi,0.000976562
360,b1~b12_b22_b33_b43_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() Abrahamso,0.000976562
361,b1~b12_b22_b33_b43_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() BooreEtAl,0.000976562
362,b1~b12_b22_b33_b43_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() CampbellB,0.000976562
363,b1~b12_b22_b33_b43_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() GarciaEtAl2005SSlab() ChiouYoun,0.000976562
364,b1~b12_b22_b33_b44_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia(,0.000976562
365,b1~b12_b22_b33_b44_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia(,0.000976562
366,b1~b12_b22_b33_b44_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia(,0.000976562
367,b1~b12_b22_b33_b44_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() CampbellBozorgnia2014() AtkinsonBoore2003SSlabCascadia(,0.000976562
368,b1~b12_b22_b34_b41_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() AbrahamsonE,0.000976562
369,b1~b12_b22_b34_b41_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() BooreEtAl20,0.000976562
370,b1~b12_b22_b34_b41_b63_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() CampbellBoz,0.000976562
371,b1~b12_b22_b34_b41_b64_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() AbrahamsonEtAl2015SSlab() ChiouYoungs,0.000976562
372,b1~b12_b22_b34_b42_b61_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() Abrahamso,0.000976562
373,b1~b12_b22_b34_b42_b62_b71,W_CANADA_R2_collapsed_rates_FF.xml,BooreEtAl2014() ZhaoEtAl2006SInterCascadia() ChiouYoungs2014() ZhaoEtAl2006SSlabCascadia() BooreEtAl,0.000976562
