# mean, investigation_time=50.0
lon,lat,0.02~SA(0.1),0.02~SA(2.0),0.1~SA(0.1),0.1~SA(2.0)
-97.15000,49.89000,7.479076E-02,8.929237E-03,1.916541E-02,2.117034E-03
-94.43000,49.82000,9.139551E-02,9.907252E-03,2.328148E-02,2.318143E-03
-93.82000,51.05000,9.953403E-02,1.068368E-02,2.477114E-02,2.583139E-03
-93.55000,49.80000,1.031459E-01,1.046548E-02,2.532066E-02,2.417359E-03
-93.39000,48.61000,9.371483E-02,9.333091E-03,2.135095E-02,2.046729E-03
-92.75000,49.78000,1.070690E-01,1.069633E-02,2.657426E-02,2.472832E-03
-91.98000,50.07000,1.088658E-01,1.095732E-02,2.743801E-02,2.568181E-03
-91.62000,48.75000,1.006254E-01,9.932013E-03,2.376698E-02,2.224261E-03
-91.13000,49.25000,1.056899E-01,1.049681E-02,2.583534E-02,2.406344E-03
-90.57000,49.25000,1.042714E-01,1.051636E-02,2.541502E-02,2.424236E-03
-90.00000,53.83000,7.563895E-02,9.725382E-03,1.999920E-02,2.510202E-03
-89.93000,48.83000,9.776998E-02,1.026830E-02,2.325078E-02,2.373388E-03
-89.32000,48.40000,8.625923E-02,9.968725E-03,2.089375E-02,2.340622E-03
-89.03000,50.30000,9.051870E-02,1.105551E-02,2.408750E-02,2.799612E-03
-88.53000,48.78000,8.145954E-02,1.045708E-02,2.143339E-02,2.575066E-03
-87.88000,52.23000,7.861888E-02,1.084929E-02,2.133170E-02,2.914733E-03
-87.52000,49.68000,7.936470E-02,1.116840E-02,2.177599E-02,2.896226E-03
-87.25000,48.80000,7.773918E-02,1.109330E-02,2.098363E-02,2.791152E-03
-86.95000,49.73000,7.871606E-02,1.146237E-02,2.171187E-02,2.998296E-03
-86.70000,50.17000,7.880591E-02,1.159823E-02,2.185356E-02,3.078902E-03
-85.28000,48.60000,8.358053E-02,1.566834E-02,2.435105E-02,4.353428E-03
-85.22000,50.02000,8.390150E-02,1.436435E-02,2.434708E-02,3.967007E-03
-84.78000,47.98000,8.619104E-02,1.715190E-02,2.552295E-02,4.784006E-03
-84.78000,49.22000,8.847797E-02,1.634076E-02,2.625520E-02,4.604897E-03
-84.33000,46.52000,8.656800E-02,1.966942E-02,2.592976E-02,5.802135E-03
-83.67000,49.68000,1.066679E-01,1.852194E-02,3.236190E-02,5.285898E-03
-83.40000,47.83000,1.032892E-01,2.194158E-02,3.257423E-02,6.443584E-03
-83.02000,42.30000,1.567230E-01,2.430424E-02,5.014263E-02,6.863665E-03
-82.65700,46.38100,1.110950E-01,2.653770E-02,3.603617E-02,8.291731E-03
-82.57000,42.08000,1.850746E-01,2.603948E-02,5.894932E-02,7.304904E-03
-82.47000,45.92000,1.101587E-01,2.747549E-02,3.628545E-02,8.732576E-03
