-97.15,49.89
-94.43,49.82
-93.82,51.05
-93.55,49.8
-93.39,48.61
-92.75,49.78
-91.98,50.07
-91.62,48.75
-91.13,49.25
-90.57,49.25
-90,53.83
-89.93,48.83
-89.32,48.4
-89.03,50.3
-88.53,48.78
-87.88,52.23
-87.52,49.68
-87.25,48.8
-86.95,49.73
-86.7,50.17
-85.28,48.6
-85.22,50.02
-84.78,49.22
-84.78,47.98
-84.33,46.52
-83.67,49.68
-83.4,47.83
-83.02,42.3
-82.657,46.381
-82.57,42.08
-82.47,45.92
-82.43,52.93
-82.43,49.42
-82.43,42.88
-82.38,42.97
-82.38,42.6
-82.18,42.58
-82.18,42.4
-82.15,42.87
-82.12,42.95
-82,43.1
-81.88,42.95
-81.85,43.15
-81.77,46.25
-81.72,43.75
-81.72,42.75
-81.68,43.15
-81.63,49.28
-81.63,44.18
-81.63,42.95
-81.6,42.6
-81.55,43.13
-81.53,43.62
-81.5,42.67
-81.48,43.35
-81.47,43.28
-81.4,44.43
-81.4,43.55
-81.4,43.18
-81.38,44.48
-81.33,48.47
-81.32,43.88
-81.25,44.98
-81.23,42.98
-81.22,42.67
-81.2,46.58
-81.2,43.47
-81.2,42.78
-81.17,48.5
-81.15,44.75
-81.15,44.12
-81.13,43.25
-81.08,44.28
-81.08,42.88
-81.07,42.98
-81.03,44.15
-81.02,49.07
-81,46.5
-81,43.07
-80.95,43.73
-80.95,43.37
-80.93,44.57
-80.92,43.57
-80.9,43.15
-80.88,43.03
-80.83,43.32
-80.82,44.17
-80.82,42.65
-80.75,43.13
-80.73,43.98
-80.73,42.85
-80.72,51.32
-80.68,48.77
-80.65,44.32
-80.62,43.3
-80.53,43.17
-80.52,43.47
-80.48,43.45
-80.47,48.53
-80.394,44.17
-80.38,43.2
-80.37,43.7
-80.32,43.38
-80.32,42.77
-80.3,42.83
-80.27,43.13
-80.25,43.55
-80.22,44.48
-80.204,44.076
-80.2,42.78
-80.1,43.92
-80.1,42.88
-80.05,42.97
-80.03,48.15
-80.03,45.35
-79.93,43.07
-79.92,46.37
-79.92,44.78
-79.92,43.65
-79.88,44.75
-79.88,44.27
-79.88,43.52
-79.87,47.82
-79.87,44.58
-79.87,44.15
-79.86,43.25
-79.82,47.72
-79.82,44.87
-79.8,43.32
-79.78,47.07
-79.77,43.68
-79.68,43.45
-79.67,47.5
-79.67,44.4
-79.65,43.58
-79.63,47.45
-79.62,42.9
-79.61,43.68
-79.6,43.78
-79.58,43.55
-79.57,44.12
-79.57,43.7
-79.57,43.2
-79.55,44.47
-79.55,43.1
-79.47,46.32
-79.47,44.05
-79.47,44
-79.45,43.87
-79.43,47.33
-79.42,44.62
-79.42,43.77
-79.4,45.77
-79.4,45.62
