# mean, investigation_time=50.0
lon,lat,PGA-0.001,PGA-0.00123697383288,PGA-0.00153010426322,PGA-0.00189269893518,PGA-0.00234121905633,PGA-0.00289602670972,PGA-0.00358230925923,PGA-0.00443122281494,PGA-0.00548130666973,PGA-0.00678023292043,PGA-0.00838697070339,PGA-0.0103744632972,PGA-0.0128329396288,PGA-0.0158740105197,PGA-0.0196357356357,PGA-0.0242888911706,PGA-0.0300447228076,PGA-0.0371645359291,PGA-0.0459715584553,PGA-0.0568656148658,PGA-0.0703412775794,PGA-0.0870103197369,PGA-0.107629488705,PGA-0.133134861174,PGA-0.164684339516,PGA-0.203710218666,PGA-0.251984209979,PGA-0.311697874042,PGA-0.385562113954,PGA-0.476930245909,PGA-0.589950234297,PGA-0.729753002526,PGA-0.902685368588,PGA-1.11659818026,PGA-1.38120273082,PGA-1.70851163593,PGA-2.11338418681,PGA-2.6142009379,PGA-3.23369815406,PGA-4.0,SA(2.0)-0.001,SA(2.0)-0.00123697383288,SA(2.0)-0.00153010426322,SA(2.0)-0.00189269893518,SA(2.0)-0.00234121905633,SA(2.0)-0.00289602670972,SA(2.0)-0.00358230925923,SA(2.0)-0.00443122281494,SA(2.0)-0.00548130666973,SA(2.0)-0.00678023292043,SA(2.0)-0.00838697070339,SA(2.0)-0.0103744632972,SA(2.0)-0.0128329396288,SA(2.0)-0.0158740105197,SA(2.0)-0.0196357356357,SA(2.0)-0.0242888911706,SA(2.0)-0.0300447228076,SA(2.0)-0.0371645359291,SA(2.0)-0.0459715584553,SA(2.0)-0.0568656148658,SA(2.0)-0.0703412775794,SA(2.0)-0.0870103197369,SA(2.0)-0.107629488705,SA(2.0)-0.133134861174,SA(2.0)-0.164684339516,SA(2.0)-0.203710218666,SA(2.0)-0.251984209979,SA(2.0)-0.311697874042,SA(2.0)-0.385562113954,SA(2.0)-0.476930245909,SA(2.0)-0.589950234297,SA(2.0)-0.729753002526,SA(2.0)-0.902685368588,SA(2.0)-1.11659818026,SA(2.0)-1.38120273082,SA(2.0)-1.70851163593,SA(2.0)-2.11338418681,SA(2.0)-2.6142009379,SA(2.0)-3.23369815406,SA(2.0)-4.0
-80.20000,42.78000,9.142634E-01,8.840268E-01,8.472726E-01,8.044108E-01,7.562159E-01,7.036179E-01,6.475215E-01,5.887521E-01,5.281373E-01,4.666438E-01,4.054703E-01,3.460281E-01,2.898002E-01,2.381307E-01,1.920277E-01,1.520484E-01,1.182935E-01,9.048618E-02,6.809098E-02,5.043129E-02,3.678275E-02,2.643717E-02,1.874184E-02,1.312094E-02,9.084900E-03,6.231587E-03,4.241456E-03,2.868643E-03,1.929626E-03,1.291142E-03,8.587129E-04,5.666843E-04,3.701167E-04,2.385086E-04,1.511616E-04,9.393173E-05,5.706498E-05,3.380120E-05,1.946782E-05,1.087050E-05,6.583202E-01,6.030875E-01,5.462430E-01,4.889132E-01,4.321842E-01,3.770584E-01,3.244250E-01,2.750425E-01,2.295277E-01,1.883498E-01,1.518234E-01,1.201012E-01,9.316713E-02,7.083676E-02,5.277292E-02,3.851835E-02,2.754214E-02,1.929044E-02,1.323099E-02,8.884284E-03,5.839587E-03,3.758714E-03,2.372133E-03,1.471396E-03,9.003142E-04,5.459044E-04,3.295626E-04,1.988071E-04,1.199944E-04,7.233401E-05,4.333978E-05,2.563080E-05,1.484215E-05,8.348516E-06,4.527703E-06,2.352069E-06,1.163658E-06,5.454912E-07,2.411660E-07,1.001165E-07
-80.10000,42.88000,9.203677E-01,8.909290E-01,8.547504E-01,8.121629E-01,7.639125E-01,7.109619E-01,6.543056E-01,5.948989E-01,5.337145E-01,4.718508E-01,4.105929E-01,3.513661E-01,2.955852E-01,2.444599E-01,1.988361E-01,1.591296E-01,1.253566E-01,9.722561E-02,7.424697E-02,5.582678E-02,4.133401E-02,3.014372E-02,2.166460E-02,1.535757E-02,1.074853E-02,7.435367E-03,5.089107E-03,3.449589E-03,2.317274E-03,1.543150E-03,1.018494E-03,6.656051E-04,4.299688E-04,2.739051E-04,1.716069E-04,1.054479E-04,6.337848E-05,3.716341E-05,2.120389E-05,1.173815E-05,6.685625E-01,6.135705E-01,5.567427E-01,4.992049E-01,4.420603E-01,3.863427E-01,3.329826E-01,2.827830E-01,2.364040E-01,1.943532E-01,1.569770E-01,1.244525E-01,9.678110E-02,7.378977E-02,5.514688E-02,4.039590E-02,2.900265E-02,2.040715E-02,1.406940E-02,9.501488E-03,6.284362E-03,4.071962E-03,2.587458E-03,1.615746E-03,9.946750E-04,6.060818E-04,3.670402E-04,2.216280E-04,1.335961E-04,8.027418E-05,4.787891E-05,2.816904E-05,1.622756E-05,9.084349E-06,4.906556E-06,2.540329E-06,1.253530E-06,5.865077E-07,2.589742E-07,1.074357E-07
-80.10000,43.92000,9.470670E-01,9.232600E-01,8.914250E-01,8.507674E-01,8.011844E-01,7.433673E-01,6.787413E-01,6.092780E-01,5.372545E-01,4.650253E-01,3.948345E-01,3.286654E-01,2.681212E-01,2.143351E-01,1.679226E-01,1.289906E-01,9.720638E-02,7.191210E-02,5.225667E-02,3.731856E-02,2.620023E-02,1.808842E-02,1.228409E-02,8.209947E-03,5.404380E-03,3.508390E-03,2.249977E-03,1.428406E-03,8.995598E-04,5.628764E-04,3.501603E-04,2.163968E-04,1.325578E-04,8.023210E-05,4.781875E-05,2.798014E-05,1.603473E-05,8.981361E-06,4.906040E-06,2.606148E-06,6.930294E-01,6.376843E-01,5.800641E-01,5.213407E-01,4.626713E-01,4.051507E-01,3.497783E-01,2.974325E-01,2.488527E-01,2.046246E-01,1.651675E-01,1.307226E-01,1.013437E-01,7.689584E-02,5.706843E-02,4.140649E-02,2.935812E-02,2.032962E-02,1.373739E-02,9.047360E-03,5.798187E-03,3.609296E-03,2.178303E-03,1.272664E-03,7.191534E-04,3.930938E-04,2.081676E-04,1.071629E-04,5.392236E-05,2.671706E-05,1.314206E-05,6.462442E-06,3.186570E-06,1.571807E-06,7.697931E-07,3.704195E-07,1.731839E-07,7.787018E-08,3.337442E-08,1.353511E-08
-80.05000,42.97000,9.244838E-01,8.956862E-01,8.599799E-01,8.176137E-01,7.692915E-01,7.159922E-01,6.587863E-01,5.987524E-01,5.370077E-01,4.747838E-01,4.134541E-01,3.544637E-01,2.991751E-01,2.486916E-01,2.037313E-01,1.645916E-01,1.311999E-01,1.032139E-01,8.013026E-02,6.137452E-02,4.636103E-02,3.452696E-02,2.534837E-02,1.834772E-02,1.309820E-02,9.227140E-03,6.417962E-03,4.409807E-03,2.994157E-03,2.009019E-03,1.331702E-03,8.713595E-04,5.620562E-04,3.567554E-04,2.223492E-04,1.357552E-04,8.099842E-05,4.710994E-05,2.664013E-05,1.460571E-05,6.753786E-01,6.206891E-01,5.640216E-01,5.064879E-01,4.491900E-01,3.931734E-01,3.393916E-01,2.886779E-01,2.417257E-01,1.990741E-01,1.610969E-01,1.279929E-01,9.977926E-02,7.629332E-02,5.720938E-02,4.207288E-02,3.034857E-02,2.147321E-02,1.490213E-02,1.014225E-02,6.769323E-03,4.432420E-03,2.850175E-03,1.803272E-03,1.125641E-03,6.955080E-04,4.267061E-04,2.605033E-04,1.583106E-04,9.558723E-05,5.711188E-05,3.357601E-05,1.929581E-05,1.076690E-05,5.795344E-06,2.990908E-06,1.471827E-06,6.871053E-07,3.028497E-07,1.254544E-07
-80.03000,45.35000,9.607342E-01,9.437881E-01,9.201458E-01,8.882620E-01,8.468337E-01,7.951195E-01,7.332724E-01,6.625844E-01,5.855175E-01,5.054331E-01,4.260533E-01,3.508247E-01,2.824100E-01,2.224512E-01,1.716032E-01,1.297359E-01,9.618483E-02,6.997610E-02,4.999794E-02,3.512315E-02,2.429258E-02,1.656835E-02,1.116161E-02,7.438790E-03,4.911373E-03,3.215791E-03,2.089478E-03,1.347516E-03,8.623194E-04,5.472378E-04,3.440876E-04,2.141126E-04,1.316648E-04,7.987647E-05,4.771942E-05,2.802043E-05,1.613955E-05,9.098430E-06,5.006336E-06,2.679760E-06,7.009513E-01,6.464875E-01,5.897229E-01,5.317844E-01,4.737732E-01,4.167261E-01,3.615913E-01,3.092137E-01,2.603241E-01,2.155261E-01,1.752800E-01,1.398833E-01,1.094518E-01,8.391088E-02,6.300329E-02,4.631777E-02,3.333507E-02,2.348251E-02,1.618603E-02,1.091097E-02,7.187675E-03,4.622786E-03,2.899570E-03,1.771616E-03,1.053180E-03,6.084932E-04,3.413669E-04,1.858308E-04,9.814563E-05,5.031923E-05,2.508564E-05,1.219646E-05,5.807496E-06,2.721198E-06,1.259648E-06,5.768142E-07,2.606369E-07,1.154803E-07,4.972312E-08,2.060257E-08
-80.03000,48.15000,9.343524E-01,9.121338E-01,8.836194E-01,8.480384E-01,8.049098E-01,7.541769E-01,6.963378E-01,6.325398E-01,5.645853E-01,4.947930E-01,4.257096E-01,3.597451E-01,2.988479E-01,2.443194E-01,1.967929E-01,1.563357E-01,1.226054E-01,9.500460E-02,7.280428E-02,5.523071E-02,4.152326E-02,3.097243E-02,2.294436E-02,1.689415E-02,1.236943E-02,9.005922E-03,6.517673E-03,4.684690E-03,3.340182E-03,2.358831E-03,1.646901E-03,1.134396E-03,7.690741E-04,5.119183E-04,3.337242E-04,2.125702E-04,1.320007E-04,7.973944E-05,4.675555E-05,2.654516E-05,6.630602E-01,6.084144E-01,5.521658E-01,4.953940E-01,4.391411E-01,3.843775E-01,3.319772E-01,2.826984E-01,2.371681E-01,1.958674E-01,1.591194E-01,1.270802E-01,9.973564E-02,7.690772E-02,5.827457E-02,4.340341E-02,3.179302E-02,2.291849E-02,1.627077E-02,1.138562E-02,7.860361E-03,5.359831E-03,3.614567E-03,2.414397E-03,1.599880E-03,1.053197E-03,6.894545E-04,4.489386E-04,2.905550E-04,1.865510E-04,1.184508E-04,7.406408E-05,4.536947E-05,2.706961E-05,1.563497E-05,8.688374E-06,4.617782E-06,2.334362E-06,1.116603E-06,5.029608E-07
-79.93000,43.07000,9.301045E-01,9.022999E-01,8.673695E-01,8.254372E-01,7.771484E-01,7.235200E-01,6.657590E-01,6.051458E-01,5.430093E-01,4.807412E-01,4.197774E-01,3.615161E-01,3.071887E-01,2.577329E-01,2.137145E-01,1.753195E-01,1.424093E-01,1.146116E-01,9.141880E-02,7.227124E-02,5.661478E-02,4.393295E-02,3.375978E-02,2.568156E-02,1.933430E-02,1.440054E-02,1.060676E-02,7.720864E-03,5.549214E-03,3.932892E-03,2.743593E-03,1.879446E-03,1.260808E-03,8.259713E-04,5.271264E-04,3.270966E-04,1.970760E-04,1.151454E-04,6.514444E-05,3.561580E-05,6.853255E-01,6.312431E-01,5.750043E-01,5.176950E-01,4.604037E-01,4.041777E-01,3.499862E-01,2.986909E-01,2.510218E-01,2.075587E-01,1.687157E-01,1.347285E-01,1.056460E-01,8.133095E-02,6.147646E-02,4.564038E-02,3.329381E-02,2.387471E-02,1.683579E-02,1.167889E-02,7.973438E-03,5.361747E-03,3.555694E-03,2.329390E-03,1.510446E-03,9.711062E-04,6.196373E-04,3.922487E-04,2.458668E-04,1.520762E-04,9.239515E-05,5.484838E-05,3.163646E-05,1.763299E-05,9.446842E-06,4.840796E-06,2.361541E-06,1.091952E-06,4.765257E-07,1.954416E-07
-79.92000,43.65000,9.448734E-01,9.205140E-01,8.883709E-01,8.479139E-01,7.992989E-01,7.433943E-01,6.816596E-01,6.159410E-01,5.482556E-01,4.806095E-01,4.148583E-01,3.525992E-01,2.950934E-01,2.432199E-01,1.974654E-01,1.579532E-01,1.245028E-01,9.670838E-02,7.401974E-02,5.581363E-02,4.144946E-02,3.030797E-02,2.181531E-02,1.545641E-02,1.078121E-02,7.406421E-03,5.014090E-03,3.347637E-03,2.205839E-03,1.435358E-03,9.225806E-04,5.855627E-04,3.666486E-04,2.261277E-04,1.370943E-04,8.152420E-05,4.744094E-05,2.695110E-05,1.490840E-05,8.006581E-06,6.969590E-01,6.423932E-01,5.854156E-01,5.271671E-01,4.687965E-01,4.114087E-01,3.560243E-01,3.035477E-01,2.547433E-01,2.102173E-01,1.704053E-01,1.355609E-01,1.057481E-01,8.084158E-02,6.054144E-02,4.440472E-02,3.189262E-02,2.242469E-02,1.542921E-02,1.038130E-02,6.825102E-03,4.381461E-03,2.745798E-03,1.680650E-03,1.006292E-03,5.910291E-04,3.418227E-04,1.955308E-04,1.110721E-04,6.281206E-05,3.535697E-05,1.974938E-05,1.088493E-05,5.877043E-06,3.084589E-06,1.562026E-06,7.579447E-07,3.502172E-07,1.532209E-07,6.314105E-08
-79.92000,44.78000,9.614508E-01,9.436367E-01,9.185587E-01,8.845603E-01,8.403441E-01,7.853537E-01,7.201144E-01,6.463999E-01,5.671158E-01,4.858854E-01,4.064491E-01,3.320740E-01,2.651497E-01,2.070491E-01,1.582131E-01,1.183610E-01,8.672918E-02,6.228022E-02,4.386461E-02,3.033693E-02,2.063574E-02,1.383334E-02,9.159601E-03,6.004617E-03,3.905711E-03,2.525275E-03,1.625142E-03,1.041894E-03,6.657336E-04,4.239638E-04,2.689384E-04,1.696865E-04,1.062347E-04,6.578394E-05,4.014724E-05,2.406261E-05,1.411756E-05,8.082967E-06,4.502312E-06,2.431653E-06,7.058253E-01,6.510161E-01,5.937420E-01,5.351563E-01,4.763998E-01,4.185564E-01,3.626242E-01,3.094951E-01,2.599378E-01,2.145830E-01,1.739056E-01,1.382071E-01,1.075997E-01,8.199862E-02,6.113153E-02,4.456776E-02,3.176533E-02,2.212754E-02,1.505766E-02,1.000234E-02,6.478814E-03,4.086364E-03,2.505751E-03,1.491403E-03,8.603518E-04,4.805204E-04,2.597170E-04,1.359021E-04,6.896030E-05,3.404073E-05,1.642640E-05,7.797370E-06,3.664606E-06,1.713144E-06,7.971014E-07,3.675104E-07,1.664511E-07,7.325172E-08,3.097950E-08,1.246485E-08
-79.92000,46.37000,9.616583E-01,9.462884E-01,9.254122E-01,8.980552E-01,8.635543E-01,8.217083E-01,7.728292E-01,7.176794E-01,6.573391E-01,5.930915E-01,5.263892E-01,4.588823E-01,3.924192E-01,3.289329E-01,2.702087E-01,2.176237E-01,1.719732E-01,1.334490E-01,1.017478E-01,7.624244E-02,5.614451E-02,4.062396E-02,2.887985E-02,2.017703E-02,1.386364E-02,9.379374E-03,6.258140E-03,4.125773E-03,2.692730E-03,1.742870E-03,1.120160E-03,7.152905E-04,4.536534E-04,2.853998E-04,1.777372E-04,1.092860E-04,6.615047E-05,3.929291E-05,2.282751E-05,1.292390E-05,7.210132E-01,6.680818E-01,6.123040E-01,5.548285E-01,4.968139E-01,4.393727E-01,3.835328E-01,3.302124E-01,2.802030E-01,2.341528E-01,1.925515E-01,1.557142E-01,1.237704E-01,9.666292E-02,7.416080E-02,5.588951E-02,4.137358E-02,3.008471E-02,2.148681E-02,1.507148E-02,1.038138E-02,7.022092E-03,4.665209E-03,3.045598E-03,1.955338E-03,1.236000E-03,7.703382E-04,4.741145E-04,2.885696E-04,1.738734E-04,1.037416E-04,6.124292E-05,3.569388E-05,2.046317E-05,1.148153E-05,6.266349E-06,3.304289E-06,1.671696E-06,8.058869E-07,3.677848E-07
-79.88000,43.52000,9.426101E-01,9.176509E-01,8.850179E-01,8.443255E-01,7.958577E-01,7.405542E-01,6.798705E-01,6.155802E-01,5.495879E-01,4.837780E-01,4.198920E-01,3.594275E-01,3.035590E-01,2.530907E-01,2.084470E-01,1.697034E-01,1.366508E-01,1.088773E-01,8.585174E-02,6.699445E-02,5.172905E-02,3.951320E-02,2.985332E-02,2.230881E-02,1.649116E-02,1.206183E-02,8.730381E-03,6.252724E-03,4.428703E-03,3.098314E-03,2.136712E-03,1.448567E-03,9.622702E-04,6.243483E-04,3.946156E-04,2.425169E-04,1.447578E-04,8.385240E-05,4.708802E-05,2.559110E-05,6.972076E-01,6.431305E-01,5.866554E-01,5.288885E-01,4.709485E-01,4.139187E-01,3.588073E-01,3.065150E-01,2.578092E-01,2.133040E-01,1.734449E-01,1.384960E-01,1.085315E-01,8.343583E-02,6.291797E-02,4.654379E-02,3.378335E-02,2.406492E-02,1.682503E-02,1.154607E-02,7.777870E-03,5.145188E-03,3.345451E-03,2.141540E-03,1.352747E-03,8.454508E-04,5.240934E-04,3.227141E-04,1.973470E-04,1.195868E-04,7.151327E-05,4.197084E-05,2.402470E-05,1.332768E-05,7.121867E-06,3.645297E-06,1.778019E-06,8.224998E-07,3.592317E-07,1.474902E-07
-79.88000,44.27000,9.574182E-01,9.372862E-01,9.093890E-01,8.724133E-01,8.256472E-01,7.692392E-01,7.042935E-01,6.327678E-01,5.572225E-01,4.805089E-01,4.054653E-01,3.346509E-01,2.701249E-01,2.132894E-01,1.648277E-01,1.247515E-01,9.253936E-02,6.732134E-02,4.805810E-02,3.368232E-02,2.319191E-02,1.570160E-02,1.046479E-02,6.876131E-03,4.462327E-03,2.865849E-03,1.825298E-03,1.155277E-03,7.278868E-04,4.570516E-04,2.860832E-04,1.783351E-04,1.104734E-04,6.779413E-05,4.106452E-05,2.446248E-05,1.428264E-05,8.146799E-06,4.525037E-06,2.438856E-06,7.052239E-01,6.501675E-01,5.926012E-01,5.337010E-01,4.746357E-01,4.165192E-01,3.603765E-01,3.071190E-01,2.575242E-01,2.122199E-01,1.716685E-01,1.361528E-01,1.057642E-01,8.039871E-02,5.976829E-02,4.343033E-02,3.083471E-02,2.137991E-02,1.446729E-02,9.543928E-03,6.129153E-03,3.825084E-03,2.315343E-03,1.356837E-03,7.686818E-04,4.206770E-04,2.224796E-04,1.139218E-04,5.670599E-05,2.761348E-05,1.326651E-05,6.345676E-06,3.042894E-06,1.465238E-06,7.050050E-07,3.355101E-07,1.559464E-07,6.993739E-08,2.994291E-08,1.213451E-08
-79.88000,44.75000,9.619511E-01,9.443106E-01,9.194431E-01,8.856911E-01,8.417537E-01,7.870653E-01,7.221315E-01,6.486927E-01,5.696118E-01,4.884732E-01,4.089979E-01,3.344609E-01,2.672838E-01,2.088811E-01,1.597321E-01,1.195828E-01,8.768453E-02,6.300619E-02,4.439969E-02,3.071846E-02,2.089835E-02,1.400763E-02,9.271190E-03,6.073669E-03,3.947178E-03,2.549615E-03,1.639293E-03,1.050226E-03,6.708539E-04,4.273242E-04,2.712796E-04,1.713534E-04,1.073901E-04,6.653385E-05,4.059191E-05,2.430006E-05,1.423070E-05,8.130618E-06,4.519749E-06,2.436964E-06,7.069992E-01,6.522309E-01,5.949708E-01,5.363737E-01,4.775828E-01,4.196853E-01,3.636826E-01,3.104700E-01,2.608198E-01,2.153658E-01,1.745862E-01,1.387857E-01,1.080795E-01,8.238585E-02,6.143519E-02,4.479876E-02,3.193562E-02,2.224908E-02,1.514155E-02,1.005820E-02,6.514573E-03,4.108244E-03,2.518441E-03,1.498295E-03,8.637908E-04,4.820457E-04,2.602748E-04,1.360295E-04,6.893255E-05,3.398033E-05,1.637653E-05,7.766002E-06,3.647780E-06,1.705110E-06,7.935971E-07,3.660808E-07,1.658897E-07,7.303277E-08,3.089243E-08,1.242945E-08
-79.87000,44.15000,9.557666E-01,9.349522E-01,9.063092E-01,8.686548E-01,8.214522E-01,7.650279E-01,7.006063E-01,6.301566E-01,5.561228E-01,4.811369E-01,4.077728E-01,3.383511E-01,2.747745E-01,2.183977E-01,1.699534E-01,1.295616E-01,9.682581E-02,7.098527E-02,5.108070E-02,3.609623E-02,2.505960E-02,1.710078E-02,1.147861E-02,7.586039E-03,4.942651E-03,3.180141E-03,2.024555E-03,1.278001E-03,8.015333E-04,5.002154E-04,3.108151E-04,1.921732E-04,1.180094E-04,7.177017E-05,4.308770E-05,2.545238E-05,1.474816E-05,8.357742E-06,4.617686E-06,2.478670E-06,7.042492E-01,6.492063E-01,5.916609E-01,5.327901E-01,4.737650E-01,4.157014E-01,3.596256E-01,3.064480E-01,2.569439E-01,2.117366E-01,1.712831E-01,1.358605E-01,1.055552E-01,8.025964E-02,5.968381E-02,4.338509E-02,3.081486E-02,2.137422E-02,1.446772E-02,9.545579E-03,6.129725E-03,3.824087E-03,2.313240E-03,1.354367E-03,7.664456E-04,4.189889E-04,2.213918E-04,1.133280E-04,5.644545E-05,2.753980E-05,1.327665E-05,6.380801E-06,3.076424E-06,1.489141E-06,7.195592E-07,3.434515E-07,1.599231E-07,7.178924E-08,3.075029E-08,1.246568E-08
-79.87000,44.58000,9.610324E-01,9.426903E-01,9.169136E-01,8.821214E-01,8.371744E-01,7.817268E-01,7.164889E-01,6.432995E-01,5.649594E-01,4.848543E-01,4.064605E-01,3.328622E-01,2.663945E-01,2.084774E-01,1.596402E-01,1.196823E-01,8.789156E-02,6.325868E-02,4.465072E-02,3.093618E-02,2.106659E-02,1.412403E-02,9.342768E-03,6.111712E-03,3.963152E-03,2.552893E-03,1.636436E-03,1.045238E-03,6.658289E-04,4.231390E-04,2.681430E-04,1.691705E-04,1.059645E-04,6.566071E-05,4.009343E-05,2.403688E-05,1.410326E-05,8.074619E-06,4.497880E-06,2.429803E-06,7.074602E-01,6.525667E-01,5.951484E-01,5.363704E-01,4.773893E-01,4.193073E-01,3.631404E-01,3.097958E-01,2.600532E-01,2.145486E-01,1.737581E-01,1.379807E-01,1.073243E-01,8.169930E-02,6.082895E-02,4.427799E-02,3.150002E-02,2.189397E-02,1.485915E-02,9.838955E-03,6.348354E-03,3.985289E-03,2.429896E-03,1.436436E-03,8.220516E-04,4.549772E-04,2.434857E-04,1.261173E-04,6.338737E-05,3.105343E-05,1.492468E-05,7.091604E-06,3.355261E-06,1.586844E-06,7.490337E-07,3.503882E-07,1.606830E-07,7.138088E-08,3.037737E-08,1.226686E-08
-79.87000,47.82000,9.473636E-01,9.285539E-01,9.040182E-01,8.729113E-01,8.346182E-01,7.888689E-01,7.358373E-01,6.762208E-01,6.112945E-01,5.429024E-01,4.733366E-01,4.050782E-01,3.404472E-01,2.812752E-01,2.287173E-01,1.832449E-01,1.447777E-01,1.128662E-01,8.685786E-02,6.601425E-02,4.958204E-02,3.683405E-02,2.709467E-02,1.975753E-02,1.429741E-02,1.027531E-02,7.336617E-03,5.203422E-03,3.663310E-03,2.556959E-03,1.766445E-03,1.205242E-03,8.101838E-04,5.351954E-04,3.465568E-04,2.194602E-04,1.356148E-04,8.160124E-05,4.770273E-05,2.702290E-05,6.938602E-01,6.400703E-01,5.839937E-01,5.267318E-01,4.693840E-01,4.130040E-01,3.585663E-01,3.069398E-01,2.588638E-01,2.149286E-01,1.755572E-01,1.409920E-01,1.112883E-01,8.631834E-02,6.579170E-02,4.928910E-02,3.630773E-02,2.630921E-02,1.876255E-02,1.317636E-02,9.118299E-03,6.223314E-03,4.193651E-03,2.793770E-03,1.842607E-03,1.204785E-03,7.817778E-04,5.037028E-04,3.221474E-04,2.042518E-04,1.280764E-04,7.914667E-05,4.798059E-05,2.837923E-05,1.627891E-05,8.999786E-06,4.765978E-06,2.403521E-06,1.148027E-06,5.167299E-07
-79.86000,43.25000,9.362567E-01,9.097421E-01,8.758354E-01,8.344565E-01,7.861248E-01,7.318645E-01,6.730348E-01,6.111723E-01,5.478880E-01,4.848003E-01,4.234604E-01,3.652606E-01,3.113368E-01,2.624939E-01,2.191731E-01,1.814657E-01,1.491679E-01,1.218624E-01,9.900685E-02,8.001480E-02,6.431638E-02,5.139500E-02,4.080174E-02,3.215469E-02,2.513066E-02,1.945587E-02,1.489876E-02,1.126479E-02,8.391877E-03,6.145270E-03,4.412306E-03,3.097932E-03,2.121310E-03,1.413244E-03,9.142709E-04,5.735688E-04,3.486066E-04,2.050926E-04,1.166607E-04,6.404387E-05,6.934811E-01,6.399182E-01,5.840865E-01,5.270501E-01,4.698804E-01,4.136137E-01,3.592173E-01,3.075603E-01,2.593895E-01,2.153093E-01,1.757644E-01,1.410242E-01,1.111712E-01,8.609954E-02,6.552841E-02,4.903483E-02,3.610131E-02,2.616992E-02,1.869173E-02,1.316326E-02,9.146896E-03,6.277563E-03,4.260172E-03,2.862521E-03,1.906559E-03,1.259413E-03,8.247073E-04,5.344299E-04,3.416922E-04,2.146738E-04,1.319103E-04,7.887873E-05,4.567104E-05,2.548071E-05,1.363542E-05,6.968228E-06,3.386716E-06,1.559210E-06,6.773191E-07,2.765217E-07
-79.82000,44.87000,9.633894E-01,9.466753E-01,9.230303E-01,8.907579E-01,8.484344E-01,7.952931E-01,7.316041E-01,6.589117E-01,5.799891E-01,4.984592E-01,4.181771E-01,3.425852E-01,2.742522E-01,2.146976E-01,1.644659E-01,1.233419E-01,9.059814E-02,6.521245E-02,4.603475E-02,3.190722E-02,2.174816E-02,1.460588E-02,9.686143E-03,6.357196E-03,4.137903E-03,2.675809E-03,1.721277E-03,1.102361E-03,7.031466E-04,4.466843E-04,2.824336E-04,1.774863E-04,1.105913E-04,6.811712E-05,4.133641E-05,2.463643E-05,1.437942E-05,8.196572E-06,4.549855E-06,2.451386E-06,7.081397E-01,6.535941E-01,5.965524E-01,5.381600E-01,4.795488E-01,4.217945E-01,3.658882E-01,3.127175E-01,2.630509E-01,2.175232E-01,1.766186E-01,1.406512E-01,1.097480E-01,8.383997E-02,6.267002E-02,4.582047E-02,3.275935E-02,2.289631E-02,1.563739E-02,1.042872E-02,6.784684E-03,4.300267E-03,2.651393E-03,1.587746E-03,9.220925E-04,5.187197E-04,2.824489E-04,1.488621E-04,7.601157E-05,3.768797E-05,1.821375E-05,8.624939E-06,4.026068E-06,1.862131E-06,8.552423E-07,3.891542E-07,1.742409E-07,7.601304E-08,3.196352E-08,1.282224E-08
-79.82000,47.72000,9.505613E-01,9.326403E-01,9.091555E-01,8.792552E-01,8.423147E-01,7.980510E-01,7.466102E-01,6.886228E-01,6.252332E-01,5.580916E-01,4.892787E-01,4.211214E-01,3.559071E-01,2.955683E-01,2.414490E-01,1.942275E-01,1.539936E-01,1.204116E-01,9.289194E-02,7.072525E-02,5.316796E-02,3.949120E-02,2.900932E-02,2.109879E-02,1.521150E-02,1.088236E-02,7.730355E-03,5.453510E-03,3.819248E-03,2.652579E-03,1.824141E-03,1.239473E-03,8.301116E-04,5.465424E-04,3.528531E-04,2.228538E-04,1.373882E-04,8.250000E-05,4.814550E-05,2.723570E-05,7.022861E-01,6.488415E-01,5.929241E-01,5.356374E-01,4.780919E-01,4.213594E-01,3.664373E-01,3.142207E-01,2.654776E-01,2.208275E-01,1.807218E-01,1.454296E-01,1.150289E-01,8.941051E-02,6.829742E-02,5.127857E-02,3.785450E-02,2.748602E-02,1.963806E-02,1.381281E-02,9.570098E-03,6.536365E-03,4.405362E-03,2.933552E-03,1.932766E-03,1.261637E-03,8.168514E-04,5.248793E-04,3.346588E-04,2.114810E-04,1.321587E-04,8.139876E-05,4.919472E-05,2.901964E-05,1.660990E-05,9.167542E-06,4.849259E-06,2.443856E-06,1.166957E-06,5.252635E-07
