# mean, investigation_time=50.0
lon,lat,0.02~PGA,0.02~SA(2.0),0.1~PGA,0.1~SA(2.0)
-79.92000,44.78000,7.152152E-02,3.929924E-02,2.725696E-02,1.359015E-02
-79.92000,46.37000,1.338014E-01,4.799152E-02,4.656235E-02,1.541720E-02
-79.88000,43.52000,1.437759E-01,4.148374E-02,4.010424E-02,1.371139E-02
-79.88000,44.27000,7.625583E-02,3.853955E-02,2.843103E-02,1.340300E-02
-79.88000,44.75000,7.200355E-02,3.941882E-02,2.745650E-02,1.363836E-02
-79.87000,44.15000,7.974786E-02,3.853502E-02,2.934532E-02,1.338296E-02
-79.87000,44.58000,7.231237E-02,3.905612E-02,2.748889E-02,1.355990E-02
-79.87000,47.82000,1.320458E-01,4.416105E-02,4.100215E-02,1.403475E-02
-79.86000,43.25000,1.990943E-01,4.404761E-02,4.550413E-02,1.401517E-02
-79.82000,44.87000,7.356159E-02,4.007626E-02,2.806793E-02,1.381116E-02
-79.82000,47.72000,1.378448E-01,4.544355E-02,4.327571E-02,1.444287E-02
-79.80000,43.32000,2.043142E-01,4.477266E-02,4.689228E-02,1.422519E-02
-79.78000,47.07000,1.803548E-01,5.266562E-02,5.938976E-02,1.638639E-02
-79.77000,43.68000,1.234623E-01,4.082586E-02,3.835690E-02,1.374601E-02
-79.68000,43.45000,1.963609E-01,4.509757E-02,4.764061E-02,1.445072E-02
-79.67000,44.40000,7.734303E-02,3.967444E-02,2.920784E-02,1.378841E-02
-79.67000,47.50000,1.577936E-01,4.907858E-02,5.060932E-02,1.558101E-02
-79.65000,43.58000,1.642944E-01,4.358314E-02,4.418445E-02,1.428156E-02
-79.63000,47.45000,1.646909E-01,5.018459E-02,5.297891E-02,1.590260E-02
-79.62000,42.90000,1.738779E-01,4.269435E-02,4.617912E-02,1.372411E-02
-79.61000,43.68000,1.433827E-01,4.260577E-02,4.165080E-02,1.418442E-02
-79.60000,43.78000,1.228532E-01,4.152815E-02,3.872086E-02,1.403502E-02
-79.58000,43.55000,1.851758E-01,4.505275E-02,4.702718E-02,1.457460E-02
-79.57000,43.20000,2.308104E-01,4.697856E-02,5.461162E-02,1.471896E-02
-79.57000,43.70000,1.441442E-01,4.283088E-02,4.181721E-02,1.426333E-02
-79.57000,44.12000,8.849099E-02,4.006894E-02,3.213047E-02,1.387974E-02
-79.55000,43.10000,2.259859E-01,4.647727E-02,5.377988E-02,1.457230E-02
-79.55000,44.47000,7.816812E-02,4.036175E-02,2.971454E-02,1.401195E-02
-79.47000,44.00000,1.006038E-01,4.097247E-02,3.504900E-02,1.409653E-02
-79.47000,44.05000,9.608236E-02,4.077974E-02,3.409618E-02,1.407280E-02
-79.47000,46.32000,1.820515E-01,5.585270E-02,6.206487E-02,1.750380E-02
-79.45000,43.87000,1.195955E-01,4.200941E-02,3.852391E-02,1.427145E-02
-79.43000,47.33000,1.988721E-01,5.548009E-02,6.413951E-02,1.725584E-02
-79.42000,43.77000,1.458114E-01,4.363855E-02,4.225865E-02,1.456000E-02
-79.42000,44.62000,7.877522E-02,4.134705E-02,3.022122E-02,1.430876E-02
-79.40000,45.62000,1.061246E-01,4.694724E-02,3.888097E-02,1.563895E-02
-79.40000,45.77000,1.163406E-01,4.827842E-02,4.213124E-02,1.596453E-02
-79.38000,43.65000,1.897359E-01,4.618959E-02,4.779274E-02,1.500061E-02
-79.38000,45.83000,1.219767E-01,4.906594E-02,4.398672E-02,1.616309E-02
-79.37000,44.92000,8.114982E-02,4.269619E-02,3.113649E-02,1.465238E-02
-79.37000,45.98000,1.372715E-01,5.097269E-02,4.880043E-02,1.660554E-02
-79.30000,45.03000,8.433745E-02,4.362929E-02,3.222665E-02,1.491338E-02
-79.28000,43.03000,2.374558E-01,4.787665E-02,5.802985E-02,1.500080E-02
-79.27000,43.87000,1.347254E-01,4.359829E-02,4.104107E-02,1.474593E-02
-79.25000,42.98000,2.343683E-01,4.753460E-02,5.716485E-02,1.491588E-02
-79.25000,43.17000,2.439953E-01,4.892610E-02,6.052837E-02,1.534447E-02
-79.25000,43.78000,1.640634E-01,4.533102E-02,4.472916E-02,1.504811E-02
-79.23000,42.90000,2.262347E-01,4.672930E-02,5.474172E-02,1.470422E-02
-79.22000,45.33000,9.560606E-02,4.603047E-02,3.592537E-02,1.553826E-02
-79.15000,44.43000,8.490460E-02,4.230322E-02,3.226435E-02,1.472866E-02
-79.12000,44.10000,1.024093E-01,4.266052E-02,3.625631E-02,1.478925E-02
-79.10000,43.82000,1.652576E-01,4.606954E-02,4.494520E-02,1.536413E-02
-79.10000,46.72000,6.484891E-01,1.037711E-01,1.834888E-01,2.624368E-02
-79.07000,43.10000,2.453933E-01,4.933973E-02,6.150022E-02,1.555418E-02
-79.05000,42.88000,2.341880E-01,4.759854E-02,5.660131E-02,1.501072E-02
-79.03000,43.85000,1.597416E-01,4.611403E-02,4.435657E-02,1.546662E-02
-79.03000,44.35000,8.871393E-02,4.281659E-02,3.345380E-02,1.494850E-02
-79.02000,48.23000,9.692549E-02,4.300406E-02,3.493545E-02,1.453430E-02
-79.02000,48.25000,9.568189E-02,4.276719E-02,3.453465E-02,1.446253E-02
-78.95000,43.95000,1.327583E-01,4.488463E-02,4.132032E-02,1.535875E-02
-78.95000,44.10000,1.063677E-01,4.357755E-02,3.741191E-02,1.514655E-02
-78.93000,42.90000,2.382369E-01,4.824085E-02,5.805794E-02,1.526659E-02
-78.93000,43.87000,1.559553E-01,4.622911E-02,4.421208E-02,1.560846E-02
-78.85000,43.90000,1.470886E-01,4.600516E-02,4.346666E-02,1.565986E-02
-78.80000,44.65000,8.755545E-02,4.483128E-02,3.383330E-02,1.565129E-02
-78.75000,44.53000,8.870884E-02,4.466289E-02,3.414878E-02,1.564680E-02
-78.73000,44.35000,9.258214E-02,4.433818E-02,3.506681E-02,1.555853E-02
-78.73000,44.92000,9.167738E-02,4.658833E-02,3.542059E-02,1.614410E-02
-78.70000,46.32000,3.493783E-01,7.672699E-02,1.061388E-01,2.249855E-02
-78.68000,43.91000,1.426612E-01,4.630088E-02,4.346956E-02,1.585937E-02
-78.65000,44.78000,9.056326E-02,4.628904E-02,3.511236E-02,1.613401E-02
-78.58000,43.92000,1.402268E-01,4.647298E-02,4.320630E-02,1.595042E-02
-78.52000,45.05000,9.919262E-02,4.879135E-02,3.818629E-02,1.689638E-02
-78.47000,44.20000,1.039566E-01,4.554441E-02,3.787225E-02,1.592808E-02
-78.32000,44.30000,9.984159E-02,4.625155E-02,3.744891E-02,1.618842E-02
-78.30000,43.95000,1.368859E-01,4.725292E-02,4.245963E-02,1.624664E-02
-78.27000,44.43000,9.620769E-02,4.675567E-02,3.693554E-02,1.637852E-02
-78.17000,43.97000,1.351672E-01,4.763913E-02,4.217067E-02,1.639286E-02
-78.13000,48.13000,9.871831E-02,4.798298E-02,3.746839E-02,1.721537E-02
-78.12000,48.57000,7.645501E-02,4.328319E-02,2.957135E-02,1.570632E-02
-77.98000,44.38000,1.018209E-01,4.810052E-02,3.858055E-02,1.682214E-02
-77.95000,44.30000,1.058076E-01,4.809474E-02,3.912903E-02,1.679087E-02
-77.88000,44.00000,1.349245E-01,4.872822E-02,4.194767E-02,1.676780E-02
-77.85000,45.05000,1.143711E-01,5.369851E-02,4.402494E-02,1.876187E-02
-77.80000,44.30000,1.085078E-01,4.890516E-02,3.985444E-02,1.705724E-02
-77.78000,48.10000,9.933875E-02,4.932123E-02,3.834405E-02,1.799837E-02
-77.73000,44.03000,1.334305E-01,4.935327E-02,4.183496E-02,1.699367E-02
-77.58000,44.10000,1.287060E-01,5.000210E-02,4.172738E-02,1.726735E-02
-77.57000,46.13000,3.056880E-01,7.713067E-02,9.314793E-02,2.484195E-02
-77.55000,44.30000,1.133592E-01,5.034131E-02,4.111876E-02,1.754408E-02
-77.50000,46.10000,3.050306E-01,7.730308E-02,9.294120E-02,2.497233E-02
-77.42000,45.55000,2.086331E-01,6.735328E-02,6.817302E-02,2.284433E-02
-77.38300,44.16700,1.254635E-01,5.112368E-02,4.201314E-02,1.769919E-02
-77.33000,45.90000,2.960145E-01,7.656498E-02,8.914745E-02,2.496208E-02
-77.23000,48.38000,8.247798E-02,4.742748E-02,3.297590E-02,1.764740E-02
-77.13000,44.00000,1.221069E-01,5.094601E-02,4.157828E-02,1.767667E-02
-77.12000,45.82000,2.966433E-01,7.735889E-02,8.971657E-02,2.536383E-02
-77.05000,44.20000,1.209666E-01,5.282248E-02,4.308652E-02,1.845473E-02
-76.95000,44.25000,1.192940E-01,5.367778E-02,4.391683E-02,1.889617E-02
-76.73000,45.85000,3.062182E-01,8.011425E-02,9.581130E-02,2.641203E-02
-76.68000,45.47000,2.744979E-01,7.604607E-02,8.386681E-02,2.548964E-02
-76.60000,45.73000,3.058904E-01,8.042428E-02,9.535824E-02,2.654639E-02
-76.48000,44.23000,1.245577E-01,5.676369E-02,4.752989E-02,2.029202E-02
-76.48000,45.60000,3.032402E-01,8.033535E-02,9.419980E-02,2.659229E-02
-76.47000,44.23000,1.248310E-01,5.684340E-02,4.764193E-02,2.032554E-02
-76.35000,45.43000,2.926387E-01,7.931435E-02,9.097406E-02,2.646414E-02
-76.25000,44.90000,1.762236E-01,6.773375E-02,6.639267E-02,2.410906E-02
-76.20000,45.23000,2.626941E-01,7.690396E-02,8.517890E-02,2.610052E-02
-76.17000,44.33000,1.403335E-01,6.046677E-02,5.379435E-02,2.182012E-02
-76.15000,45.13000,2.373900E-01,7.487359E-02,8.107429E-02,2.573095E-02
-76.05000,46.10000,3.549723E-01,8.262254E-02,1.204950E-01,2.845624E-02
-76.02000,44.90000,2.007658E-01,7.124599E-02,7.438114E-02,2.505739E-02
-75.97000,46.38000,3.620999E-01,8.126352E-02,1.253197E-01,2.842788E-02
-75.93000,45.64000,3.284291E-01,8.512378E-02,1.093850E-01,2.840543E-02
-75.91000,45.31000,3.166979E-01,8.363217E-02,1.017021E-01,2.780730E-02
-75.83000,45.40000,3.309450E-01,8.587701E-02,1.079896E-01,2.843616E-02
-75.76000,45.28000,3.373774E-01,8.632382E-02,1.090818E-01,2.852447E-02
-75.73000,45.43000,3.439630E-01,8.766720E-02,1.134440E-01,2.897896E-02
-75.69000,45.42000,3.507030E-01,8.841209E-02,1.155694E-01,2.918125E-02
-75.68000,44.59000,2.078641E-01,7.081793E-02,7.701395E-02,2.511223E-02
-75.67000,45.32000,3.585093E-01,8.880270E-02,1.158794E-01,2.917875E-02
-75.65000,45.50000,3.558139E-01,8.884146E-02,1.188239E-01,2.944612E-02
-75.64000,45.02000,3.261606E-01,8.453262E-02,1.067032E-01,2.817747E-02
-75.62000,44.63000,2.287091E-01,7.312192E-02,8.288904E-02,2.569758E-02
-75.52000,44.72000,2.904018E-01,7.900702E-02,9.709699E-02,2.708131E-02
-75.52000,45.48000,3.848267E-01,9.142393E-02,1.266506E-01,3.015410E-02
-75.50000,46.55000,3.529601E-01,8.017498E-02,1.213190E-01,2.849507E-02
-75.42000,45.58000,4.047230E-01,9.173896E-02,1.323275E-01,3.058801E-02
-75.41700,45.53300,4.091707E-01,9.265837E-02,1.325311E-01,3.067024E-02
-75.29000,45.55000,4.168605E-01,9.360416E-02,1.369927E-01,3.109504E-02
-75.25000,45.60000,4.065815E-01,9.251769E-02,1.369222E-01,3.104984E-02
-75.18000,44.90000,4.473391E-01,9.533720E-02,1.395286E-01,3.089888E-02
-74.73000,45.03000,4.792804E-01,1.024662E-01,1.546672E-01,3.299127E-02
-74.63000,45.32000,4.835422E-01,1.042991E-01,1.570403E-01,3.361823E-02
-74.62000,45.60000,4.190567E-01,9.629672E-02,1.445232E-01,3.250903E-02
-74.60000,46.12000,3.622566E-01,8.572236E-02,1.260757E-01,3.057778E-02
-74.33000,45.65000,4.240265E-01,9.773971E-02,1.452067E-01,3.295401E-02
-74.28000,46.05000,3.613059E-01,8.744252E-02,1.241061E-01,3.105876E-02
-74.14000,45.40000,4.895375E-01,1.062934E-01,1.586766E-01,3.433707E-02
-74.13000,45.25000,4.927203E-01,1.067356E-01,1.597433E-01,3.433281E-02
-74.00000,45.78000,4.360995E-01,9.882697E-02,1.423415E-01,3.313872E-02
-73.98000,45.38000,4.923431E-01,1.069807E-01,1.587289E-01,3.447381E-02
-73.93000,45.42000,4.913749E-01,1.068616E-01,1.579644E-01,3.447213E-02
-73.90000,45.56000,4.830580E-01,1.054250E-01,1.544484E-01,3.426251E-02
-73.88000,45.53000,4.859676E-01,1.059473E-01,1.554309E-01,3.434350E-02
-73.87000,45.43000,4.909249E-01,1.068640E-01,1.575082E-01,3.447403E-02
-73.87000,45.48000,4.895578E-01,1.065211E-01,1.566899E-01,3.443468E-02
-73.80000,45.35000,4.924327E-01,1.069882E-01,1.573735E-01,3.444645E-02
-73.80000,45.63000,4.793572E-01,1.047326E-01,1.519646E-01,3.412948E-02
-73.75000,45.45000,4.908545E-01,1.066815E-01,1.561139E-01,3.443586E-02
-73.75000,45.58000,4.844466E-01,1.055758E-01,1.534115E-01,3.426697E-02
-73.67000,45.50000,4.875327E-01,1.061247E-01,1.540910E-01,3.432802E-02
-73.63000,45.60000,4.808682E-01,1.050542E-01,1.510321E-01,3.413497E-02
-73.63000,45.69000,4.735137E-01,1.037794E-01,1.477944E-01,3.390320E-02
-73.62000,45.52000,4.846346E-01,1.057036E-01,1.526369E-01,3.423602E-02
-73.58000,45.05000,4.480280E-01,1.018035E-01,1.412036E-01,3.307934E-02
-73.57000,45.45000,4.842539E-01,1.055924E-01,1.520481E-01,3.416975E-02
-73.55400,45.50900,4.827538E-01,1.052629E-01,1.510048E-01,3.412630E-02
-73.52000,45.63000,4.749774E-01,1.039678E-01,1.471537E-01,3.389981E-02
-73.50000,45.50000,4.788475E-01,1.046743E-01,1.490457E-01,3.398926E-02
-73.47000,45.45000,4.778505E-01,1.043808E-01,1.480926E-01,3.390397E-02
-73.45000,46.02000,3.727967E-01,9.313615E-02,1.145280E-01,3.186272E-02
-73.43000,45.68000,4.620942E-01,1.022473E-01,1.412843E-01,3.354728E-02
-73.42000,45.50000,4.718228E-01,1.034778E-01,1.451745E-01,3.373687E-02
-73.35000,45.78000,4.296999E-01,9.908461E-02,1.309011E-01,3.294164E-02
-73.28000,45.45000,4.447965E-01,1.002127E-01,1.347452E-01,3.305254E-02
-73.26000,45.31000,4.286432E-01,9.887757E-02,1.308979E-01,3.269156E-02
-73.23000,45.35000,4.237952E-01,9.821597E-02,1.286664E-01,3.259863E-02
-73.23000,45.85000,3.768897E-01,9.500623E-02,1.179317E-01,3.216659E-02
-73.20000,45.57000,4.146607E-01,9.748817E-02,1.254785E-01,3.258308E-02
-73.12000,46.03000,3.267519E-01,9.064291E-02,1.033863E-01,3.136008E-02
-72.98000,45.12000,3.055976E-01,8.723838E-02,9.967747E-02,3.035234E-02
-72.98000,45.28000,3.067820E-01,8.808420E-02,1.010537E-01,3.065370E-02
-72.95000,45.62000,2.927527E-01,8.821105E-02,9.902221E-02,3.085439E-02
-72.95000,46.25000,2.969319E-01,8.786866E-02,9.273679E-02,3.090919E-02
-72.78000,47.43000,1.634814E-01,7.649369E-02,6.832514E-02,2.914539E-02
-72.75000,45.20000,2.253625E-01,8.014934E-02,8.275387E-02,2.911265E-02
-72.75000,46.55000,2.527694E-01,8.509391E-02,8.358768E-02,3.064623E-02
-72.73000,45.40000,2.214001E-01,8.065000E-02,8.222704E-02,2.936029E-02
-72.62000,45.10000,1.993278E-01,7.685009E-02,7.591645E-02,2.838497E-02
-72.57000,45.20000,1.931228E-01,7.655168E-02,7.426817E-02,2.840735E-02
-72.57000,45.65000,2.068500E-01,7.989750E-02,7.732825E-02,2.933865E-02
-72.55000,46.35000,2.978563E-01,8.886580E-02,9.195540E-02,3.130860E-02
-72.52000,45.35000,1.886841E-01,7.664517E-02,7.302238E-02,2.853647E-02
-72.48000,45.88000,2.269929E-01,8.235095E-02,7.982359E-02,2.991441E-02
-72.45000,48.65000,4.090547E-01,9.593482E-02,1.159847E-01,3.161079E-02
-72.28000,46.40000,2.964577E-01,8.961659E-02,9.260151E-02,3.167634E-02
-72.23000,48.52000,5.507179E-01,1.136293E-01,1.548235E-01,3.550976E-02
-72.23000,48.88000,3.867738E-01,9.302287E-02,1.108366E-01,3.081432E-02
-72.15000,45.67000,1.706032E-01,7.576807E-02,6.737285E-02,2.860645E-02
-72.13000,45.27000,1.612366E-01,7.267280E-02,6.450746E-02,2.765577E-02
-72.10000,45.04000,1.633878E-01,7.156484E-02,6.455506E-02,2.724643E-02
-72.00000,45.57000,1.599922E-01,7.393587E-02,6.430037E-02,2.817344E-02
-71.97000,46.05000,1.940671E-01,8.026494E-02,7.382923E-02,2.987245E-02
-71.93000,45.77000,1.653847E-01,7.556452E-02,6.606319E-02,2.869709E-02
-71.90000,45.42000,1.550086E-01,7.242247E-02,6.252955E-02,2.773097E-02
-71.85000,45.37000,1.545974E-01,7.197003E-02,6.208547E-02,2.759200E-02
-71.80000,45.13000,1.594859E-01,7.081548E-02,6.216273E-02,2.713979E-02
-71.78000,46.22000,2.088748E-01,8.282714E-02,7.897190E-02,3.066493E-02
-71.65000,48.55000,6.344927E-01,1.323772E-01,1.941818E-01,4.023250E-02
-71.40000,46.70000,3.903330E-01,1.002182E-01,1.281453E-01,3.546653E-02
-71.38000,46.78000,4.123334E-01,1.031619E-01,1.371285E-01,3.632035E-02
-71.35000,46.85000,4.239794E-01,1.053988E-01,1.435099E-01,3.703870E-02
